depth,candidate_dir,architecture,params,best_val,family
2,cand_005_d2_w4,"[4, 4]",526,0.8178968839055628,ADP
2,cand_006_d2_w5,"[5, 4]",587,0.8154651168400103,ADP
2,cand_007_d2_w5,"[5, 5]",649,0.7903795543159093,ADP
2,cand_008_d2_w6,"[6, 5]",711,0.7886542377234986,ADP
2,cand_009_d2_w6,"[6, 6]",774,0.7631472966377219,ADP
2,cand_010_d2_w7,"[7, 6]",837,0.7588870464504915,ADP
2,cand_011_d2_w7,"[7, 7]",901,0.7384483457397457,ADP
2,cand_012_d2_w8,"[8, 7]",965,0.7352545677859497,ADP
2,cand_013_d2_w8,"[8, 8]",1030,0.715477669783376,ADP
2,cand_014_d2_w9,"[9, 8]",1095,0.7148602128673123,ADP
2,cand_015_d2_w9,"[9, 9]",1161,0.6926193122744685,ADP
2,cand_016_d2_w10,"[10, 9]",1227,0.6917255290520852,ADP
2,cand_017_d2_w10,"[10, 10]",1294,0.6712664393939093,ADP
2,cand_018_d2_w11,"[11, 10]",1361,0.6708156114473919,ADP
2,cand_019_d2_w11,"[11, 11]",1429,0.6509746924581032,ADP
2,cand_020_d2_w12,"[12, 11]",1497,0.6505998714146923,ADP
2,cand_021_d2_w12,"[12, 12]",1566,0.6320450587676102,ADP
2,cand_022_d2_w13,"[13, 12]",1635,0.630752939940611,ADP
2,cand_023_d2_w13,"[13, 13]",1705,0.611751894336693,ADP
2,cand_024_d2_w14,"[14, 13]",1775,0.6116616994014811,ADP
2,cand_025_d2_w14,"[14, 14]",1846,0.5916475410740547,ADP
2,cand_026_d2_w15,"[15, 14]",1917,0.5915519254400189,ADP
2,cand_027_d2_w15,"[15, 15]",1989,0.5719289226621521,ADP
2,cand_028_d2_w16,"[16, 15]",2061,0.5718580674311394,ADP
2,cand_029_d2_w16,"[16, 16]",2134,0.5529247184696034,ADP
2,cand_030_d2_w17,"[17, 16]",2207,0.5521751742250458,ADP
2,cand_031_d2_w17,"[17, 17]",2281,0.5326834095667009,ADP
2,cand_032_d2_w18,"[18, 17]",2355,0.5325287000591014,ADP
2,cand_033_d2_w18,"[18, 18]",2430,0.5125504375961865,ADP
2,cand_034_d2_w19,"[19, 18]",2505,0.5123827309054977,ADP
2,cand_035_d2_w19,"[19, 19]",2581,0.492632994474666,ADP
2,cand_036_d2_w20,"[20, 19]",2657,0.4926529279683773,ADP
2,cand_037_d2_w20,"[20, 20]",2734,0.4736635008753213,ADP
2,cand_038_d2_w21,"[21, 20]",2811,0.4733918398965958,ADP
2,cand_039_d2_w21,"[21, 21]",2889,0.4546712469631759,ADP
2,cand_040_d2_w22,"[22, 21]",2967,0.4545339784485381,ADP
2,cand_041_d2_w22,"[22, 22]",3046,0.4356750470026744,ADP
2,cand_042_d2_w23,"[23, 22]",3125,0.4356400401610187,ADP
2,cand_043_d2_w23,"[23, 23]",3205,0.4167155188837366,ADP
2,cand_044_d2_w24,"[24, 23]",3285,0.4167185264356686,ADP
2,cand_045_d2_w24,"[24, 24]",3366,0.396301987086497,ADP
2,cand_046_d2_w25,"[25, 24]",3447,0.3962028291970796,ADP
2,cand_047_d2_w25,"[25, 25]",3529,0.3778219965025963,ADP
2,cand_048_d2_w26,"[26, 25]",3611,0.3778233328824141,ADP
2,cand_049_d2_w26,"[26, 26]",3694,0.3598449476143655,ADP
2,cand_050_d2_w27,"[27, 26]",3777,0.3598797615249543,ADP
2,cand_051_d2_w27,"[27, 27]",3861,0.3407593849477738,ADP
2,cand_052_d2_w28,"[28, 27]",3945,0.3407150020265092,ADP
2,cand_053_d2_w28,"[28, 28]",4030,0.3165527646927244,ADP
2,cand_054_d2_w29,"[29, 28]",4115,0.3163434717523294,ADP
2,cand_055_d2_w29,"[29, 29]",4201,0.2982991757504663,ADP
2,cand_056_d2_w30,"[30, 29]",4287,0.2982649203545111,ADP
2,cand_057_d2_w30,"[30, 30]",4374,0.2786013832066802,ADP
2,cand_058_d2_w31,"[31, 30]",4461,0.2782716976335682,ADP
2,cand_059_d2_w31,"[31, 31]",4549,0.2596419500077879,ADP
2,cand_060_d2_w32,"[32, 31]",4637,0.259530159606841,ADP
2,cand_061_d2_w32,"[32, 32]",4726,0.2401621595728559,ADP
2,cand_062_d2_w33,"[33, 32]",4815,0.2401123163325185,ADP
2,cand_063_d2_w33,"[33, 33]",4905,0.219335898926764,ADP
2,cand_064_d2_w34,"[34, 33]",4995,0.2192270517145606,ADP
2,cand_065_d2_w34,"[34, 34]",5086,0.1998637838896366,ADP
2,cand_066_d2_w35,"[35, 34]",5177,0.1998338769626413,ADP
2,cand_067_d2_w35,"[35, 35]",5269,0.1792781211658795,ADP
2,cand_068_d2_w36,"[36, 35]",5361,0.179092395644379,ADP
2,cand_069_d2_w36,"[36, 36]",5454,0.1600686053097493,ADP
2,cand_070_d2_w37,"[37, 36]",5547,0.1593605281669045,ADP
2,cand_071_d2_w37,"[37, 37]",5641,0.1376152457440958,ADP
2,cand_072_d2_w38,"[38, 37]",5735,0.1376041611067467,ADP
2,cand_073_d2_w38,"[38, 38]",5830,0.1151981832380159,ADP
2,cand_074_d2_w39,"[39, 38]",5925,0.1151263494230419,ADP
2,cand_075_d2_w39,"[39, 39]",6021,0.0954490008762959,ADP
2,cand_076_d2_w40,"[40, 39]",6117,0.0950821166636006,ADP
2,cand_077_d2_w40,"[40, 40]",6214,0.0805780633533075,ADP
2,cand_078_d2_w41,"[41, 40]",6311,0.0803624357402963,ADP
2,cand_079_d2_w41,"[41, 41]",6409,0.0649396996251455,ADP
2,cand_080_d2_w42,"[42, 41]",6507,0.0649678672335217,ADP
2,cand_081_d2_w42,"[42, 42]",6606,0.0537521839756732,ADP
2,cand_082_d2_w43,"[43, 42]",6705,0.053436324865047,ADP
2,cand_083_d2_w43,"[43, 43]",6805,0.0419480806158795,ADP
2,cand_084_d2_w44,"[44, 43]",6905,0.0418665156747981,ADP
2,cand_085_d2_w44,"[44, 44]",7006,0.0351419619119099,ADP
2,cand_086_d2_w45,"[45, 44]",7107,0.0352269029850851,ADP
2,cand_087_d2_w45,"[45, 45]",7209,0.032139863515544,ADP
2,cand_088_d2_w46,"[46, 45]",7311,0.0327874947475161,ADP
2,cand_089_d2_w46,"[46, 46]",7414,0.032703857142651,ADP
2,cand_090_d2_w47,"[47, 46]",7517,0.0279816920895805,ADP
2,cand_091_d2_w47,"[47, 47]",7621,0.0214043178714011,ADP
2,cand_092_d2_w48,"[48, 47]",7725,0.0208770833399521,ADP
2,cand_093_d2_w48,"[48, 48]",7830,0.0157823957619151,ADP
2,cand_094_d2_w49,"[49, 48]",7935,0.0150739512268453,ADP
2,cand_095_d2_w49,"[49, 49]",8041,0.0119677366267531,ADP
2,cand_096_d2_w50,"[50, 49]",8147,0.0116050819186409,ADP
2,cand_097_d2_w50,"[50, 50]",8254,0.0115383315733611,ADP
2,cand_098_d2_w51,"[51, 50]",8361,0.0073006497699007,ADP
2,cand_099_d2_w51,"[51, 51]",8469,0.004881119350478,ADP
2,cand_100_d2_w52,"[52, 51]",8577,0.0048199991713583,ADP
2,cand_101_d2_w52,"[52, 52]",8686,0.0044404951629942,ADP
2,cand_102_d2_w53,"[53, 52]",8795,0.0043084518895958,ADP
2,cand_103_d2_w53,"[53, 53]",8905,0.0043551272610252,ADP
2,cand_104_d2_w54,"[54, 53]",9015,0.004201888915373,ADP
2,cand_105_d2_w54,"[54, 54]",9126,0.0041122696955137,ADP
2,cand_106_d2_w55,"[55, 54]",9237,0.0039411642724299,ADP
2,cand_107_d2_w55,"[55, 55]",9349,0.0036113560278722,ADP
2,cand_108_d2_w56,"[56, 55]",9461,0.0036241034618761,ADP
2,cand_109_d2_w56,"[56, 56]",9574,0.0034971728264565,ADP
2,cand_110_d2_w57,"[57, 56]",9687,0.0032235528479637,ADP
2,cand_111_d2_w57,"[57, 57]",9801,0.0031550218322628,ADP
2,cand_112_d2_w58,"[58, 57]",9915,0.0031943919431587,ADP
2,cand_113_d2_w58,"[58, 58]",10030,0.0029899833994366,ADP
2,cand_114_d2_w59,"[59, 58]",10145,0.0030841056386049,ADP
2,cand_115_d2_w59,"[59, 59]",10261,0.0028191803543845,ADP
2,cand_116_d2_w60,"[60, 59]",10377,0.0028780091183078,ADP
2,cand_117_d2_w60,"[60, 60]",10494,0.0027606120548013,ADP
2,cand_118_d2_w61,"[61, 60]",10611,0.0028401789319012,ADP
2,cand_119_d2_w61,"[61, 61]",10729,0.0027540430579205,ADP
2,cand_120_d2_w62,"[62, 61]",10847,0.0026403597463212,ADP
2,cand_121_d2_w62,"[62, 62]",10966,0.0025790592175211,ADP
2,cand_122_d2_w63,"[63, 62]",11085,0.0024727535634771,ADP
2,cand_123_d2_w63,"[63, 63]",11205,0.0024945534763171,ADP
2,cand_124_d2_w64,"[64, 63]",11325,0.002395041043932,ADP
2,cand_125_d2_w64,"[64, 64]",11446,0.0024375916265255,ADP
2,cand_126_d2_w65,"[65, 64]",11567,0.0021934824063925,ADP
2,cand_127_d2_w65,"[65, 65]",11689,0.002323487982208,ADP
2,cand_128_d2_w66,"[66, 65]",11811,0.0022346771112678,ADP
2,cand_129_d2_w66,"[66, 66]",11934,0.0021546367360122,ADP
2,cand_130_d2_w67,"[67, 66]",12057,0.0019946003684731,ADP
2,cand_131_d2_w67,"[67, 67]",12181,0.0019513076753169,ADP
2,cand_132_d2_w68,"[68, 67]",12305,0.0019457418189313,ADP
2,cand_133_d2_w68,"[68, 68]",12430,0.0019539789896702,ADP
2,cand_134_d2_w69,"[69, 68]",12555,0.0019281776319463,ADP
2,cand_135_d2_w69,"[69, 69]",12681,0.0017238441835724,ADP
2,cand_136_d2_w70,"[70, 69]",12807,0.0018872995179285,ADP
2,cand_137_d2_w70,"[70, 70]",12934,0.0018057694324252,ADP
2,cand_138_d2_w71,"[71, 70]",13061,0.0017727878918107,ADP
2,cand_139_d2_w71,"[71, 71]",13189,0.0017353347969784,ADP
2,cand_140_d2_w72,"[72, 71]",13317,0.0016146412173641,ADP
2,cand_141_d2_w72,"[72, 72]",13446,0.0017196965926236,ADP
2,cand_142_d2_w73,"[73, 72]",13575,0.0015646447375355,ADP
2,cand_143_d2_w73,"[73, 73]",13705,0.0015823515163046,ADP
2,cand_144_d2_w74,"[74, 73]",13835,0.0016172069698336,ADP
2,cand_145_d2_w74,"[74, 74]",13966,0.001619155020179,ADP
2,cand_146_d2_w75,"[75, 74]",14097,0.0016193494730946,ADP
2,cand_147_d2_w75,"[75, 75]",14229,0.0015458800823238,ADP
2,cand_148_d2_w76,"[76, 75]",14361,0.0015226868618522,ADP
2,cand_149_d2_w76,"[76, 76]",14494,0.0014629367921332,ADP
2,cand_150_d2_w77,"[77, 76]",14627,0.0014881615119018,ADP
2,cand_151_d2_w77,"[77, 77]",14761,0.0013726104167456,ADP
2,cand_152_d2_w78,"[78, 77]",14895,0.00143525473006,ADP
2,cand_153_d2_w78,"[78, 78]",15030,0.001272833332533,ADP
2,cand_154_d2_w79,"[79, 78]",15165,0.0013796349273651,ADP
2,cand_155_d2_w79,"[79, 79]",15301,0.0014045852378746,ADP
2,cand_156_d2_w80,"[80, 79]",15437,0.0013376442204032,ADP
2,cand_157_d2_w80,"[80, 80]",15574,0.0013292676761494,ADP
2,cand_158_d2_w81,"[81, 80]",15711,0.0012220052265275,ADP
2,cand_159_d2_w81,"[81, 81]",15849,0.0012644441226124,ADP
2,cand_160_d2_w82,"[82, 81]",15987,0.0011518771457178,ADP
2,cand_161_d2_w82,"[82, 82]",16126,0.0012454606624621,ADP
2,cand_162_d2_w83,"[83, 82]",16265,0.0012581383640449,ADP
2,cand_163_d2_w83,"[83, 83]",16405,0.0011087360137915,ADP
2,cand_164_d2_w84,"[84, 83]",16545,0.0012339222009142,ADP
2,cand_165_d2_w84,"[84, 84]",16686,0.0011987164069662,ADP
2,cand_166_d2_w85,"[85, 84]",16827,0.0012149059902772,ADP
2,cand_167_d2_w85,"[85, 85]",16969,0.0011532178996388,ADP
2,cand_168_d2_w86,"[86, 85]",17111,0.0011168008205771,ADP
2,cand_169_d2_w86,"[86, 86]",17254,0.0010621827304609,ADP
2,cand_170_d2_w87,"[87, 86]",17397,0.0011920683596197,ADP
2,cand_171_d2_w87,"[87, 87]",17541,0.0009870229068764,ADP
2,cand_172_d2_w88,"[88, 87]",17685,0.0011108118271345,ADP
2,cand_173_d2_w88,"[88, 88]",17830,0.0011001439947213,ADP
2,cand_174_d2_w89,"[89, 88]",17975,0.0010373958644104,ADP
2,cand_175_d2_w89,"[89, 89]",18121,0.0010485090805419,ADP
2,cand_176_d2_w90,"[90, 89]",18267,0.0010921078719489,ADP
2,cand_177_d2_w90,"[90, 90]",18414,0.001066169608977,ADP
2,cand_178_d2_w91,"[91, 90]",18561,0.0009022001177954,ADP
2,cand_179_d2_w91,"[91, 91]",18709,0.0009147400144406,ADP
2,cand_180_d2_w92,"[92, 91]",18857,0.0009238582567861,ADP
2,cand_181_d2_w92,"[92, 92]",19006,0.0009203989110479,ADP
2,cand_182_d2_w93,"[93, 92]",19155,0.0009404442869966,ADP
2,cand_183_d2_w93,"[93, 93]",19305,0.000919704867878,ADP
2,cand_184_d2_w94,"[94, 93]",19455,0.0008915767268857,ADP
2,cand_185_d2_w94,"[94, 94]",19606,0.0008080639426775,ADP
2,cand_186_d2_w95,"[95, 94]",19757,0.0009176285490387,ADP
2,cand_187_d2_w95,"[95, 95]",19909,0.0008285838783341,ADP
2,cand_188_d2_w96,"[96, 95]",20061,0.0008349460407862,ADP
2,cand_189_d2_w96,"[96, 96]",20214,0.0007697257193215,ADP
2,cand_190_d2_w97,"[97, 96]",20367,0.0009395408476728,ADP
2,cand_191_d2_w97,"[97, 97]",20521,0.0008560009588466,ADP
2,cand_192_d2_w98,"[98, 97]",20675,0.000822656821271,ADP
2,cand_193_d2_w98,"[98, 98]",20830,0.0008416755306417,ADP
2,cand_194_d2_w99,"[99, 98]",20985,0.0008987743601888,ADP
2,cand_195_d2_w99,"[99, 99]",21141,0.0008346989666194,ADP
2,cand_196_d2_w100,"[100, 99]",21297,0.0008682442248416,ADP
2,cand_197_d2_w100,"[100, 100]",21454,0.0008290703062105,ADP
2,cand_198_d2_w101,"[101, 100]",21611,0.0008290758894704,ADP
2,cand_199_d2_w101,"[101, 101]",21769,0.0008843293484415,ADP
2,cand_200_d2_w102,"[102, 101]",21927,0.0008163116704903,ADP
2,cand_201_d2_w102,"[102, 102]",22086,0.0007477004779689,ADP
2,cand_202_d2_w103,"[103, 102]",22245,0.0007361148870371,ADP
2,cand_203_d2_w103,"[103, 103]",22405,0.0008447858508713,ADP
2,cand_204_d2_w104,"[104, 103]",22565,0.0007315920755744,ADP
2,cand_205_d2_w104,"[104, 104]",22726,0.0008043759011474,ADP
3,cand_000_d3_w1,"[1, 1, 1]",173,0.9771116262132564,ADP
3,cand_001_d3_w2,"[2, 1, 1]",231,0.9769320774945442,ADP
3,cand_002_d3_w2,"[2, 2, 1]",237,0.9742537648533668,ADP
3,cand_003_d3_w3,"[3, 2, 2]",355,0.9174819244447732,ADP
3,cand_004_d3_w3,"[3, 2, 2]",355,0.9205045929747222,ADP
3,cand_005_d3_w3,"[3, 3, 2]",363,0.9175195586201048,ADP
3,cand_006_d3_w3,"[3, 3, 3]",423,0.8785247959181051,ADP
3,cand_007_d3_w4,"[4, 3, 3]",483,0.8666415513736431,ADP
3,cand_008_d3_w4,"[4, 4, 3]",493,0.8652532892154048,ADP
3,cand_009_d3_w4,"[4, 4, 4]",554,0.8394945883771022,ADP
3,cand_010_d3_w5,"[5, 4, 4]",615,0.8375275075098124,ADP
3,cand_011_d3_w5,"[5, 5, 4]",627,0.8391461024550927,ADP
3,cand_012_d3_w5,"[5, 5, 5]",689,0.8176910720432308,ADP
3,cand_013_d3_w6,"[6, 5, 5]",751,0.8158557238731612,ADP
3,cand_014_d3_w6,"[6, 6, 5]",765,0.8054149522935008,ADP
3,cand_015_d3_w6,"[6, 6, 6]",828,0.7842056585325415,ADP
3,cand_016_d3_w7,"[7, 6, 6]",891,0.7826780276071517,ADP
3,cand_017_d3_w7,"[7, 7, 6]",907,0.7823994273960984,ADP
3,cand_018_d3_w7,"[7, 7, 7]",971,0.7590635683271402,ADP
3,cand_019_d3_w8,"[8, 8, 7]",1035,0.7548346734976793,ADP
3,cand_020_d3_w8,"[8, 8, 7]",1053,0.7542763338483174,ADP
3,cand_021_d3_w8,"[8, 8, 8]",1118,0.7304294940081462,ADP
3,cand_022_d3_w9,"[9, 8, 8]",1183,0.727148065263192,ADP
3,cand_023_d3_w9,"[9, 9, 8]",1203,0.7259336870957261,ADP
3,cand_024_d3_w9,"[9, 9, 9]",1269,0.7070772168135734,ADP
3,cand_025_d3_w10,"[10, 9, 9]",1335,0.7049799571513137,ADP
3,cand_026_d3_w10,"[10, 10, 9]",1357,0.7038908023103474,ADP
3,cand_027_d3_w10,"[10, 10, 10]",1424,0.6853971296603317,ADP
3,cand_028_d3_w11,"[11, 10, 10]",1491,0.6844443894208593,ADP
3,cand_029_d3_w11,"[11, 11, 10]",1515,0.6839016843413722,ADP
3,cand_030_d3_w11,"[11, 11, 11]",1583,0.6625828135916559,ADP
3,cand_031_d3_w12,"[12, 11, 11]",1651,0.6628109412633113,ADP
3,cand_032_d3_w12,"[12, 12, 11]",1677,0.6622027140712474,ADP
3,cand_033_d3_w12,"[12, 12, 12]",1746,0.641833907864274,ADP
3,cand_034_d3_w13,"[13, 12, 12]",1815,0.6411693625217383,ADP
3,cand_035_d3_w13,"[13, 13, 12]",1843,0.6414683524680973,ADP
3,cand_036_d3_w13,"[13, 13, 13]",1913,0.6209731527268235,ADP
3,cand_037_d3_w14,"[14, 13, 13]",1983,0.6203244491213642,ADP
3,cand_038_d3_w14,"[14, 14, 13]",2013,0.6201205971429719,ADP
3,cand_039_d3_w14,"[14, 14, 14]",2084,0.6019668820142291,ADP
3,cand_040_d3_w15,"[15, 14, 14]",2155,0.6017901327769601,ADP
3,cand_041_d3_w15,"[15, 15, 14]",2187,0.601474212352894,ADP
3,cand_042_d3_w15,"[15, 15, 15]",2259,0.5818116405215769,ADP
3,cand_043_d3_w16,"[16, 15, 15]",2331,0.5812249865321165,ADP
3,cand_044_d3_w16,"[16, 16, 15]",2365,0.5806438621222112,ADP
3,cand_045_d3_w16,"[16, 16, 16]",2438,0.5601177640044216,ADP
3,cand_046_d3_w17,"[17, 16, 16]",2511,0.5598056202667211,ADP
3,cand_047_d3_w17,"[17, 17, 16]",2547,0.5593981020742065,ADP
3,cand_048_d3_w17,"[17, 17, 17]",2621,0.5409845321053812,ADP
3,cand_049_d3_w18,"[18, 17, 17]",2695,0.540540554270445,ADP
3,cand_050_d3_w18,"[18, 18, 17]",2733,0.5404919133276864,ADP
3,cand_051_d3_w18,"[18, 18, 18]",2808,0.5215008348091644,ADP
3,cand_052_d3_w19,"[19, 18, 18]",2883,0.5215378764886187,ADP
3,cand_053_d3_w19,"[19, 19, 18]",2923,0.5211951706167798,ADP
3,cand_054_d3_w19,"[19, 19, 19]",2999,0.5016807056637086,ADP
3,cand_055_d3_w20,"[20, 19, 19]",3075,0.5013268010582161,ADP
3,cand_056_d3_w20,"[20, 20, 19]",3117,0.5013799652560081,ADP
3,cand_057_d3_w20,"[20, 20, 20]",3194,0.4810118442818855,ADP
3,cand_058_d3_w21,"[21, 20, 20]",3271,0.4809114254235388,ADP
3,cand_059_d3_w21,"[21, 21, 20]",3315,0.4810399314490996,ADP
3,cand_060_d3_w21,"[21, 21, 21]",3393,0.4632475103440029,ADP
3,cand_061_d3_w22,"[22, 21, 21]",3471,0.4634089053782027,ADP
3,cand_062_d3_w22,"[22, 22, 21]",3517,0.4631911591253203,ADP
3,cand_063_d3_w22,"[22, 22, 22]",3596,0.4442105063133171,ADP
3,cand_064_d3_w23,"[23, 22, 22]",3675,0.4444542064721899,ADP
3,cand_065_d3_w23,"[23, 23, 22]",3723,0.4440358922936248,ADP
3,cand_066_d3_w23,"[23, 23, 23]",3803,0.4243140125886698,ADP
3,cand_067_d3_w24,"[24, 23, 23]",3883,0.4239090033217541,ADP
3,cand_068_d3_w24,"[24, 24, 23]",3933,0.4237504535324715,ADP
3,cand_069_d3_w24,"[24, 24, 24]",4014,0.4048248993475563,ADP
3,cand_070_d3_w25,"[25, 24, 24]",4095,0.4045802630446018,ADP
3,cand_071_d3_w25,"[25, 25, 24]",4147,0.4043260687530247,ADP
3,cand_072_d3_w25,"[25, 25, 25]",4229,0.3852247878616991,ADP
3,cand_073_d3_w26,"[26, 25, 25]",4311,0.3850585148781007,ADP
3,cand_074_d3_w26,"[26, 26, 25]",4365,0.3849605941638686,ADP
3,cand_075_d3_w26,"[26, 26, 26]",4448,0.3665481907553284,ADP
