depth,architecture,params,best_val
3,"[105, 104, 104]",34015,0.0010346732869756
3,"[105, 105, 104]",34227,0.0009943942313998
3,"[105, 105, 105]",34389,0.0010709105738905
3,"[106, 105, 105]",34551,0.0010172434480588
3,"[106, 106, 105]",34765,0.0010626838350473
3,"[106, 106, 106]",34928,0.0010755514043215
3,"[107, 106, 106]",35091,0.0009892137404879
3,"[107, 107, 106]",35307,0.0010275237412993
3,"[107, 107, 107]",35471,0.0009704945222308
3,"[108, 107, 107]",35635,0.0009424582465674
3,"[108, 108, 107]",35853,0.0010166581119288
3,"[108, 108, 108]",36018,0.0009999395714749
3,"[109, 108, 108]",36183,0.0010068431849791
3,"[109, 109, 108]",36403,0.000993085765473
3,"[109, 109, 109]",36569,0.0010074795619653
3,"[110, 109, 109]",36735,0.0010516519491129
3,"[110, 110, 109]",36957,0.0010373170275121
3,"[110, 110, 110]",37124,0.0010163083207523
3,"[111, 110, 110]",37291,0.0010590339820456
3,"[111, 111, 110]",37515,0.0008231215555506
3,"[111, 111, 111]",37683,0.0009086445460751
3,"[112, 111, 111]",37851,0.000995593046914
3,"[112, 112, 111]",38077,0.0009266896687496
3,"[112, 112, 112]",38246,0.0009879640201577
3,"[113, 112, 112]",38415,0.0011166335067438
3,"[113, 113, 112]",38643,0.0010203394326445
3,"[113, 113, 113]",38813,0.0010130858671141
3,"[114, 113, 113]",38983,0.0009150660161017
3,"[114, 114, 113]",39213,0.000902822618825
3,"[114, 114, 114]",39384,0.0008868563405247
3,"[115, 114, 114]",39555,0.0008518216319852
3,"[115, 115, 114]",39787,0.0009233300104176
3,"[115, 115, 115]",39959,0.0008965540575857
3,"[116, 115, 115]",40131,0.0009523722572382
3,"[116, 116, 115]",40365,0.0009032543127849
3,"[116, 116, 116]",40538,0.0009057593305629
3,"[117, 116, 116]",40711,0.0008083507464015
3,"[117, 117, 116]",40947,0.0008629396894981
3,"[117, 117, 117]",41121,0.0008688875611914
3,"[118, 117, 117]",41295,0.0009036765089298
3,"[118, 118, 117]",41533,0.0007952353116234
3,"[118, 118, 118]",41708,0.0008610692493321
3,"[119, 118, 118]",41883,0.0008603351511676
3,"[119, 119, 118]",42123,0.0009158658557252
3,"[119, 119, 119]",42299,0.0007912695622568
3,"[120, 119, 119]",42475,0.000849084420691
3,"[120, 120, 119]",42717,0.0007917009090065
3,"[120, 120, 120]",42894,0.0008775731658638
3,"[121, 120, 120]",43071,0.0008225123908898
3,"[121, 121, 120]",43315,0.0008260343468793
3,"[121, 121, 121]",43493,0.0007738870424395
4,"[1, 1, 1, 1]",177,0.987159529425138
4,"[2, 1, 1, 1]",235,0.9870435958981618
4,"[2, 2, 1, 1]",241,0.9552531010942372
4,"[2, 2, 2, 1]",247,0.95437941842702
4,"[3, 2, 2, 2]",365,0.924411357621708
4,"[3, 2, 2, 2]",365,0.922803541452318
4,"[3, 3, 2, 2]",373,0.9248620988577833
4,"[3, 3, 3, 2]",381,0.923033098438246
4,"[3, 3, 3, 3]",441,0.8930440963907798
4,"[4, 3, 3, 3]",501,0.8930001097653598
4,"[4, 4, 3, 3]",511,0.8874370791266144
4,"[4, 4, 4, 3]",521,0.885298272014963
4,"[4, 4, 4, 4]",582,0.8622311468151145
4,"[5, 4, 4, 4]",643,0.8597476613591131
4,"[5, 5, 4, 4]",655,0.8531672240926531
4,"[5, 5, 5, 4]",667,0.8532262411196095
4,"[5, 5, 5, 5]",729,0.8315594807846555
4,"[6, 5, 5, 5]",791,0.8287568184418908
4,"[6, 6, 5, 5]",805,0.8146899860370295
4,"[6, 6, 6, 5]",819,0.8156163858236031
4,"[6, 6, 6, 6]",882,0.795344476478157
4,"[7, 6, 6, 6]",945,0.7955971513288395
4,"[7, 7, 6, 6]",961,0.7948857821311658
4,"[7, 7, 7, 6]",977,0.790558830468606
4,"[7, 7, 7, 7]",1041,0.7697583398382601
4,"[8, 7, 7, 7]",1105,0.7683669948259447
4,"[8, 8, 7, 7]",1123,0.7674819766111733
4,"[8, 8, 8, 7]",1141,0.766275400615896
4,"[8, 8, 8, 8]",1206,0.7475358448121551
4,"[9, 8, 8, 8]",1271,0.7452016532994579
4,"[9, 9, 8, 8]",1291,0.7416575161383337
4,"[9, 9, 9, 8]",1311,0.7405417837677403
4,"[9, 9, 9, 9]",1377,0.7208606773047674
4,"[10, 9, 9, 9]",1443,0.7188382074397164
4,"[10, 10, 9, 9]",1465,0.7166135971044436
4,"[10, 10, 10, 9]",1487,0.7159565051031475
4,"[10, 10, 10, 10]",1554,0.6951771967474769
4,"[11, 10, 10, 10]",1621,0.6939569641022577
4,"[11, 11, 10, 10]",1645,0.6911414872440557
4,"[11, 11, 11, 10]",1669,0.6905262187471841
4,"[11, 11, 11, 11]",1737,0.6682257991612991
4,"[12, 11, 11, 11]",1805,0.6685184253852025
4,"[12, 12, 11, 11]",1831,0.6678531623073778
4,"[12, 12, 12, 11]",1857,0.6681055087503271
4,"[12, 12, 12, 12]",1926,0.6475632442044907
4,"[13, 12, 12, 12]",1995,0.6479182322975962
4,"[13, 13, 12, 12]",2023,0.6467734649360649
4,"[13, 13, 13, 12]",2051,0.6470037504156839
4,"[13, 13, 13, 13]",2121,0.6255830979503573
4,"[14, 13, 13, 13]",2191,0.625727615312989
4,"[14, 14, 13, 13]",2221,0.6256043365468618
4,"[14, 14, 14, 13]",2251,0.6255209716385555
4,"[14, 14, 14, 14]",2322,0.6054263997339746
4,"[15, 14, 14, 14]",2393,0.6049054330894023
4,"[15, 15, 14, 14]",2425,0.6044340973677925
4,"[15, 15, 15, 14]",2457,0.6041169187431338
4,"[15, 15, 15, 15]",2529,0.584776719515854
4,"[16, 15, 15, 15]",2601,0.5842499187469844
4,"[16, 16, 15, 15]",2635,0.5830772325589659
4,"[16, 16, 16, 15]",2669,0.5824370924270235
4,"[16, 16, 16, 16]",2742,0.5628798240121696
4,"[17, 16, 16, 16]",2815,0.5627564550332466
4,"[17, 17, 16, 16]",2851,0.5623018060372156
4,"[17, 17, 17, 16]",2887,0.5622512101152489
4,"[17, 17, 17, 17]",2961,0.5427783021553295
4,"[18, 17, 17, 17]",3035,0.5425171089636882
4,"[18, 18, 17, 17]",3073,0.5419989803797964
4,"[18, 18, 18, 17]",3111,0.5417749693659575
4,"[18, 18, 18, 18]",3186,0.52256711849922
4,"[19, 18, 18, 18]",3261,0.5222499091627963
4,"[19, 19, 18, 18]",3301,0.522112595760273
4,"[19, 19, 19, 18]",3341,0.5215445084735241
4,"[19, 19, 19, 19]",3417,0.5025463384190139
4,"[20, 19, 19, 19]",3493,0.5018106226284954
4,"[20, 20, 19, 19]",3535,0.5021381053780363
4,"[20, 20, 20, 19]",3577,0.5020570915154985
4,"[20, 20, 20, 20]",3654,0.4821732511015817
4,"[21, 20, 20, 20]",3731,0.4820582957987395
4,"[21, 21, 20, 20]",3775,0.4820360690245018
4,"[21, 21, 21, 20]",3819,0.4812720047115686
4,"[21, 21, 21, 21]",3897,0.4610514608995572
4,"[22, 21, 21, 21]",3975,0.4609821303716898
4,"[22, 22, 21, 21]",4021,0.4608209449134573
4,"[22, 22, 22, 21]",4067,0.461094598828945
4,"[22, 22, 22, 22]",4146,0.4420310619308239
4,"[23, 22, 22, 22]",4225,0.4420967003371399
4,"[23, 23, 22, 22]",4273,0.4419236244016566
4,"[23, 23, 23, 22]",4321,0.4422743280363445
4,"[23, 23, 23, 23]",4401,0.4222224499957249
4,"[24, 23, 23, 23]",4481,0.4224258472836532
4,"[24, 24, 23, 23]",4531,0.4225345968680013
4,"[24, 24, 24, 23]",4581,0.4223214801195019
4,"[24, 24, 24, 24]",4662,0.4032830959829216
4,"[25, 24, 24, 24]",4743,0.4032061875027549
4,"[25, 25, 24, 24]",4795,0.4029004375601518
4,"[25, 25, 25, 24]",4847,0.4033991112525166
4,"[25, 25, 25, 25]",4929,0.3833695794088073
4,"[26, 25, 25, 25]",5011,0.38317202626238
4,"[26, 26, 25, 25]",5065,0.383564374118218
4,"[26, 26, 26, 25]",5119,0.3836848644234162
4,"[26, 26, 26, 26]",5202,0.3643630530387489
4,"[27, 26, 26, 26]",5285,0.36421357101166
4,"[27, 27, 26, 26]",5341,0.3643490630927565
4,"[27, 27, 27, 26]",5397,0.3643241248909072
4,"[27, 27, 27, 27]",5481,0.3455138763991205
4,"[28, 27, 27, 27]",5565,0.3454987093473112
4,"[28, 28, 27, 27]",5623,0.3459146199586504
4,"[28, 28, 28, 27]",5681,0.3457365413375513
4,"[28, 28, 28, 28]",5766,0.324978428430392
4,"[29, 28, 28, 28]",5851,0.3250263618525473
4,"[29, 29, 28, 28]",5911,0.3252597918652172
4,"[29, 29, 29, 28]",5971,0.3249266898188254
4,"[29, 29, 29, 29]",6057,0.3068118689777342
4,"[30, 29, 29, 29]",6143,0.3066623603290634
4,"[30, 30, 29, 29]",6205,0.3068214596129311
4,"[30, 30, 30, 29]",6267,0.3063390331012579
4,"[30, 30, 30, 30]",6354,0.2877114870315743
4,"[31, 30, 30, 30]",6441,0.2877703143502654
4,"[31, 31, 30, 30]",6505,0.2874501507455959
4,"[31, 31, 31, 30]",6569,0.2874349422420857
4,"[31, 31, 31, 31]",6657,0.2677799459348104
4,"[32, 31, 31, 31]",6745,0.2678008205317065
4,"[32, 32, 31, 31]",6811,0.2676220852202986
4,"[32, 32, 32, 31]",6877,0.2675392196261779
4,"[32, 32, 32, 32]",6966,0.2485910821855771
4,"[33, 32, 32, 32]",7055,0.2484766447861197
4,"[33, 33, 32, 32]",7123,0.2482766668131584
4,"[33, 33, 33, 32]",7191,0.2484768909885621
4,"[33, 33, 33, 33]",7281,0.2277972869951649
4,"[34, 33, 33, 33]",7371,0.2274166802666818
4,"[34, 34, 33, 33]",7441,0.2272906114441259
4,"[34, 34, 34, 33]",7511,0.2276505097828663
4,"[34, 34, 34, 34]",7602,0.2072737674527778
4,"[35, 34, 34, 34]",7693,0.2070308852255959
4,"[35, 35, 34, 34]",7765,0.2065071328540642
4,"[35, 35, 35, 34]",7837,0.2062244798349301
4,"[35, 35, 35, 35]",7929,0.182142648639645
4,"[36, 35, 35, 35]",8021,0.1823798803601465
4,"[36, 36, 35, 35]",8095,0.182523681074409
4,"[36, 36, 36, 35]",8169,0.1827151494061289
4,"[36, 36, 36, 36]",8262,0.1618743827485235
4,"[37, 36, 36, 36]",8355,0.1622133902855698
4,"[37, 37, 36, 36]",8431,0.1625232529925187
4,"[37, 37, 37, 36]",8507,0.162247469237886
4,"[37, 37, 37, 37]",8601,0.1421917887228462
4,"[38, 37, 37, 37]",8695,0.1418192968934549
4,"[38, 38, 37, 37]",8773,0.1418134826414761
4,"[38, 38, 38, 37]",8851,0.1419383071082009
4,"[38, 38, 38, 38]",8946,0.1220599233132648
4,"[39, 38, 38, 38]",9041,0.1221567421126455
4,"[39, 39, 38, 38]",9121,0.1213046747702735
4,"[39, 39, 39, 38]",9201,0.1210800381482331
4,"[39, 39, 39, 39]",9297,0.0990835398573317
4,"[40, 39, 39, 39]",9393,0.0986172238620997
4,"[40, 40, 39, 39]",9475,0.0986422453820628
4,"[40, 40, 40, 39]",9557,0.0983505181455144
4,"[40, 40, 40, 40]",9654,0.0834155124514934
4,"[41, 40, 40, 40]",9751,0.0834110393404408
4,"[41, 41, 40, 40]",9835,0.0829937180655808
4,"[41, 41, 41, 40]",9919,0.0826259439368731
4,"[41, 41, 41, 41]",10017,0.0682455346145233
4,"[42, 41, 41, 41]",10115,0.0679588012807769
4,"[42, 42, 41, 41]",10201,0.0676452165962238
4,"[42, 42, 42, 41]",10287,0.0677319321998049
4,"[42, 42, 42, 42]",10386,0.0568896715570025
4,"[43, 42, 42, 42]",10485,0.0568682957837566
4,"[43, 43, 42, 42]",10573,0.0564676732980528
4,"[43, 43, 43, 42]",10661,0.056180880467379
4,"[43, 43, 43, 43]",10761,0.0455953948783474
4,"[44, 43, 43, 43]",10861,0.0456303271834208
4,"[44, 44, 43, 43]",10951,0.0452648192899691
4,"[44, 44, 44, 43]",11041,0.04512545095093
4,"[44, 44, 44, 44]",11142,0.0396537578126726
4,"[45, 44, 44, 44]",11243,0.0393388844656919
4,"[45, 45, 44, 44]",11335,0.039381086368205
4,"[45, 45, 45, 44]",11427,0.0394202336541117
4,"[45, 45, 45, 45]",11529,0.0338117405159245
4,"[46, 45, 45, 45]",11631,0.0340776386794531
4,"[46, 46, 45, 45]",11725,0.0346046170751858
4,"[46, 46, 46, 45]",11819,0.0350046575246904
4,"[46, 46, 46, 46]",11922,0.0349847099271189
4,"[47, 46, 46, 46]",12025,0.0308484329114185
4,"[47, 47, 46, 46]",12121,0.0304433620755866
4,"[47, 47, 47, 46]",12217,0.0301162217108466
4,"[47, 47, 47, 47]",12321,0.0272201794512041
4,"[48, 47, 47, 47]",12425,0.0271116734148664
4,"[48, 48, 47, 47]",12523,0.0269065051934593
4,"[48, 48, 48, 47]",12621,0.0267383953883513
4,"[48, 48, 48, 48]",12726,0.0267992446072138
4,"[49, 48, 48, 48]",12831,0.0267482973082568
4,"[49, 49, 48, 48]",12931,0.026532411471447
4,"[49, 49, 49, 48]",13031,0.0266059261704114
4,"[49, 49, 49, 49]",13137,0.0265468807787429
4,"[50, 49, 49, 49]",13243,0.0171098143080127
4,"[50, 50, 49, 49]",13345,0.0153251064495381
4,"[50, 50, 50, 49]",13447,0.014908028858297
4,"[50, 50, 50, 50]",13554,0.0143336512786221
4,"[51, 50, 50, 50]",13661,0.0142425906020799
4,"[51, 51, 50, 50]",13765,0.0142191243942307
4,"[51, 51, 51, 50]",13869,0.014034349095025
4,"[51, 51, 51, 51]",13977,0.0137423601569614
4,"[52, 51, 51, 51]",14085,0.013631284468901
4,"[52, 52, 51, 51]",14191,0.0134638179173521
4,"[52, 52, 52, 51]",14297,0.0116243242132728
4,"[52, 52, 52, 52]",14406,0.0094339973240748
4,"[53, 52, 52, 52]",14515,0.0090796354439429
4,"[53, 53, 52, 52]",14623,0.0088747645400986
4,"[53, 53, 53, 52]",14731,0.0088730865991812
4,"[53, 53, 53, 53]",14841,0.0087218880541656
4,"[54, 53, 53, 53]",14951,0.0085779425493539
4,"[54, 54, 53, 53]",15061,0.0083319547662394
4,"[54, 54, 54, 53]",15171,0.0065513895880013
4,"[54, 54, 54, 54]",15282,0.0063283841905864
4,"[55, 54, 54, 54]",15393,0.006018074982171
4,"[55, 55, 54, 54]",15505,0.0055561089564165
4,"[55, 55, 55, 54]",15617,0.0055656667853225
4,"[55, 55, 55, 55]",15729,0.0055624684352
4,"[56, 55, 55, 55]",15841,0.005308247090947
4,"[56, 56, 55, 55]",15955,0.0053384450804192
4,"[56, 56, 56, 55]",16069,0.005070827765867
4,"[56, 56, 56, 56]",16182,0.0051573231250118
4,"[57, 56, 56, 56]",16295,0.0049464150345507
4,"[57, 57, 56, 56]",16411,0.0051388873604982
4,"[57, 57, 57, 56]",16527,0.0051707539614884
4,"[57, 57, 57, 57]",16641,0.0050906032421119
4,"[58, 57, 57, 57]",16755,0.0049841729039261
4,"[58, 58, 57, 57]",16873,0.0047526006518788
4,"[58, 58, 58, 57]",16991,0.0048484962943919
4,"[58, 58, 58, 58]",17106,0.0048122264877412
4,"[59, 58, 58, 58]",17221,0.0043482625235953
4,"[59, 59, 58, 58]",17341,0.004638529634227
4,"[59, 59, 59, 58]",17461,0.004599405047667
4,"[59, 59, 59, 59]",17577,0.0045485572042984
4,"[60, 59, 59, 59]",17693,0.0042357330237724
4,"[60, 60, 59, 59]",17815,0.004228536693477
4,"[60, 60, 60, 59]",17937,0.0044125749236943
4,"[60, 60, 60, 60]",18054,0.0042052152307737
4,"[61, 60, 60, 60]",18171,0.0040409974179844
4,"[61, 61, 60, 60]",18295,0.0041263541681828
4,"[61, 61, 61, 60]",18419,0.0039305589461642
4,"[61, 61, 61, 61]",18537,0.0039793638485899
4,"[62, 61, 61, 61]",18655,0.0040170925747867
4,"[62, 62, 61, 61]",18781,0.0038719459185845
4,"[62, 62, 62, 61]",18907,0.0040521701087405
4,"[62, 62, 62, 62]",19026,0.0038907040824734
4,"[63, 62, 62, 62]",19145,0.003862718009847
4,"[63, 63, 62, 62]",19273,0.0038334880140103
4,"[63, 63, 63, 62]",19401,0.0036694711798824
4,"[63, 63, 63, 63]",19521,0.0034006505429977
4,"[64, 63, 63, 63]",19641,0.0032762922997865
4,"[64, 64, 63, 63]",19771,0.0032335095038524
4,"[64, 64, 64, 63]",19901,0.0033676405001211
4,"[64, 64, 64, 64]",20022,0.0031488520097213
4,"[65, 64, 64, 64]",20143,0.0033116833586377
4,"[65, 65, 64, 64]",20275,0.0031715766014219
4,"[65, 65, 65, 64]",20407,0.0031536680347044
4,"[65, 65, 65, 65]",20529,0.0031010480573891
4,"[66, 65, 65, 65]",20651,0.0031107968419502
4,"[66, 66, 65, 65]",20785,0.0032522258606691
4,"[66, 66, 66, 65]",20919,0.0029788219464088
4,"[66, 66, 66, 66]",21042,0.0029504715389719
4,"[67, 66, 66, 66]",21165,0.0030132920024475
4,"[67, 67, 66, 66]",21301,0.0028425966017331
4,"[67, 67, 67, 66]",21437,0.0027427131255717
4,"[67, 67, 67, 67]",21561,0.0027310922532947
4,"[68, 67, 67, 67]",21685,0.002712571070559
4,"[68, 68, 67, 67]",21823,0.0026241720846214
4,"[68, 68, 68, 67]",21961,0.0026771438319553
4,"[68, 68, 68, 68]",22086,0.0024966182106026
4,"[69, 68, 68, 68]",22211,0.0028026325341468
4,"[69, 69, 68, 68]",22351,0.0025175817691058
4,"[69, 69, 69, 68]",22491,0.0025526176157589
4,"[69, 69, 69, 69]",22617,0.0025118423309214
4,"[70, 69, 69, 69]",22743,0.0025791067628682
4,"[70, 70, 69, 69]",22885,0.0023852742639557
4,"[70, 70, 70, 69]",23027,0.0024442167563655
4,"[70, 70, 70, 70]",23154,0.0021885628310936
4,"[71, 70, 70, 70]",23281,0.0023773351618139
4,"[71, 71, 70, 70]",23425,0.0023870082576334
4,"[71, 71, 71, 70]",23569,0.0022849544051979
4,"[71, 71, 71, 71]",23697,0.0021995749780419
4,"[72, 71, 71, 71]",23825,0.0023055341491755
4,"[72, 72, 71, 71]",23971,0.0022929401085007
4,"[72, 72, 72, 71]",24117,0.0022439475824016
4,"[72, 72, 72, 72]",24246,0.0022297139092465
4,"[73, 72, 72, 72]",24375,0.0020996377190438
4,"[73, 73, 72, 72]",24523,0.0022041792678451
4,"[73, 73, 73, 72]",24671,0.0020756094640518
4,"[73, 73, 73, 73]",24801,0.0019487573244175
4,"[74, 73, 73, 73]",24931,0.0021872227912772
4,"[74, 74, 73, 73]",25081,0.0020364443966498
4,"[74, 74, 74, 73]",25231,0.0021866318152646
4,"[74, 74, 74, 74]",25362,0.0021278349765175
4,"[75, 74, 74, 74]",25493,0.0021399320716632
4,"[75, 75, 74, 74]",25645,0.0022684989081672
4,"[75, 75, 75, 74]",25797,0.002181980588449
4,"[75, 75, 75, 75]",25929,0.0020906715232745
4,"[76, 75, 75, 75]",26061,0.0020314303173479
4,"[76, 76, 75, 75]",26215,0.0020170471752268
4,"[76, 76, 76, 75]",26369,0.001986949393826
4,"[76, 76, 76, 76]",26502,0.0019115204695598
4,"[77, 76, 76, 76]",26635,0.0019293409478723
4,"[77, 77, 76, 76]",26791,0.0018958548649421
4,"[77, 77, 77, 76]",26947,0.0019883749287855
4,"[77, 77, 77, 77]",27081,0.0018166264493059
4,"[78, 77, 77, 77]",27215,0.0019285236570819
4,"[78, 78, 77, 77]",27373,0.0019466808504279
4,"[78, 78, 78, 77]",27531,0.0017848482793546
4,"[78, 78, 78, 78]",27666,0.0017882665521939
4,"[79, 78, 78, 78]",27801,0.0018353282025968
4,"[79, 79, 78, 78]",27961,0.0017737134420019
4,"[79, 79, 79, 78]",28121,0.0017658642835607
4,"[79, 79, 79, 79]",28257,0.0017815689285147
4,"[80, 79, 79, 79]",28393,0.0018944605104142
4,"[80, 80, 79, 79]",28555,0.0018024641759012
4,"[80, 80, 80, 79]",28717,0.0017831108293775
4,"[80, 80, 80, 80]",28854,0.0017170130613056
4,"[81, 80, 80, 80]",28991,0.0017299813652241
4,"[81, 81, 80, 80]",29155,0.0017600273666022
4,"[81, 81, 81, 80]",29319,0.0017113281505244
4,"[81, 81, 81, 81]",29457,0.0016664113428814
4,"[82, 81, 81, 81]",29595,0.0015774904505859
4,"[82, 82, 81, 81]",29761,0.0016567679500082
4,"[82, 82, 82, 81]",29927,0.0018900627387952
4,"[82, 82, 82, 82]",30066,0.0016884087832931
4,"[83, 82, 82, 82]",30205,0.0017261743785836
4,"[83, 83, 82, 82]",30373,0.0016879842800847
4,"[83, 83, 83, 82]",30541,0.0015303847516817
4,"[83, 83, 83, 83]",30681,0.0016926205616783
4,"[84, 83, 83, 83]",30821,0.0017957349992918
4,"[84, 84, 83, 83]",30991,0.0015940718802061
4,"[84, 84, 84, 83]",31161,0.0017534656185543
4,"[84, 84, 84, 84]",31302,0.0017323198072193
4,"[85, 84, 84, 84]",31443,0.0015271335899121
4,"[85, 85, 84, 84]",31615,0.0015071812173768
4,"[85, 85, 85, 84]",31787,0.001482508460352
4,"[85, 85, 85, 85]",31929,0.0013750763879479
4,"[86, 85, 85, 85]",32071,0.001509893176292
4,"[86, 86, 85, 85]",32245,0.0015854974524566
4,"[86, 86, 86, 85]",32419,0.0016289934216119
4,"[86, 86, 86, 86]",32562,0.0014548376677593
4,"[87, 86, 86, 86]",32705,0.0014749306126142
4,"[87, 87, 86, 86]",32881,0.0013121071073847
4,"[87, 87, 87, 86]",33057,0.001524587488736
4,"[87, 87, 87, 87]",33201,0.0014789713211615
4,"[88, 87, 87, 87]",33345,0.0016623122340482
4,"[88, 88, 87, 87]",33523,0.001518689762912
4,"[88, 88, 88, 87]",33701,0.0014883752283923
4,"[88, 88, 88, 88]",33846,0.001318685056578
4,"[89, 88, 88, 88]",33991,0.001385194134793
4,"[89, 89, 88, 88]",34171,0.0013879137008197
4,"[89, 89, 89, 88]",34351,0.0013060675662896
4,"[89, 89, 89, 89]",34497,0.0014057239820488
4,"[90, 89, 89, 89]",34643,0.0013319566224338
4,"[90, 90, 89, 89]",34825,0.0012555659830872
4,"[90, 90, 90, 89]",35007,0.0012747297426479
4,"[90, 90, 90, 90]",35154,0.0014051350096697
4,"[91, 90, 90, 90]",35301,0.0013852672444967
4,"[91, 91, 90, 90]",35485,0.0011905962689365
4,"[91, 91, 91, 90]",35669,0.0012204458109945
4,"[91, 91, 91, 91]",35817,0.0013063697734722
4,"[92, 91, 91, 91]",35965,0.0013209959751566
4,"[92, 92, 91, 91]",36151,0.0013398236100435
4,"[92, 92, 92, 91]",36337,0.0014113663915098
4,"[92, 92, 92, 92]",36486,0.0012375132579368
4,"[93, 92, 92, 92]",36635,0.0013706459026376
4,"[93, 93, 92, 92]",36823,0.0013207586318859
4,"[93, 93, 93, 92]",37011,0.0011891671120941
4,"[93, 93, 93, 93]",37161,0.0013193270673216
4,"[94, 93, 93, 93]",37311,0.0012858936336851
4,"[94, 94, 93, 93]",37501,0.0012249099427512
4,"[94, 94, 94, 93]",37691,0.0011770590586182
4,"[94, 94, 94, 94]",37842,0.0011838346284917
4,"[95, 94, 94, 94]",37993,0.0013476076876272
4,"[95, 95, 94, 94]",38185,0.0011749587204474
4,"[95, 95, 95, 94]",38377,0.001232716290401
4,"[95, 95, 95, 95]",38529,0.0013544445126418
4,"[96, 95, 95, 95]",38681,0.0011332467596577
4,"[96, 96, 95, 95]",38875,0.0011628960133211
4,"[96, 96, 96, 95]",39069,0.0012962749043507
4,"[96, 96, 96, 96]",39222,0.0011809262973279
4,"[97, 96, 96, 96]",39375,0.0011004494635306
4,"[97, 97, 96, 96]",39571,0.0011890853134546
4,"[97, 97, 97, 96]",39767,0.0012031756614237
4,"[97, 97, 97, 97]",39921,0.0011229293599886
4,"[98, 97, 97, 97]",40075,0.0010917587475521
4,"[98, 98, 97, 97]",40273,0.0011375997377221
4,"[98, 98, 98, 97]",40471,0.0011237825734625
4,"[98, 98, 98, 98]",40626,0.0011022587218187
4,"[99, 98, 98, 98]",40781,0.0012055022036074
4,"[99, 99, 98, 98]",40981,0.0011347050528201
4,"[99, 99, 99, 98]",41181,0.001101764991457
4,"[99, 99, 99, 99]",41337,0.0012062718419645
4,"[100, 99, 99, 99]",41493,0.0011494845125176
4,"[100, 100, 99, 99]",41695,0.001047226539838
4,"[100, 100, 100, 99]",41897,0.0010776939126858
4,"[100, 100, 100, 100]",42054,0.0011244453051677
4,"[101, 100, 100, 100]",42211,0.0011417508255928
4,"[101, 101, 100, 100]",42415,0.0011400653547033
4,"[101, 101, 101, 100]",42619,0.0011745927879212
4,"[101, 101, 101, 101]",42777,0.0011867124742714
4,"[102, 101, 101, 101]",42935,0.0010732067242856
4,"[102, 102, 101, 101]",43141,0.0010293044414328
4,"[102, 102, 102, 101]",43347,0.0010502883866109
4,"[102, 102, 102, 102]",43506,0.0010295790353223
4,"[103, 102, 102, 102]",43665,0.0010398388971097
4,"[103, 103, 102, 102]",43873,0.0010879609881939
4,"[103, 103, 103, 102]",44081,0.001071364262579
4,"[103, 103, 103, 103]",44241,0.0011627209951823
4,"[104, 103, 103, 103]",44401,0.0009953511225328
4,"[104, 104, 103, 103]",44611,0.0009912893710039
4,"[104, 104, 104, 103]",44821,0.0009497524220214
4,"[104, 104, 104, 104]",44982,0.0009836172144456
4,"[105, 104, 104, 104]",45143,0.0010917050198123
4,"[105, 105, 104, 104]",45355,0.0010423479353489
4,"[105, 105, 105, 104]",45567,0.0010059027811398
4,"[105, 105, 105, 105]",45729,0.0008816140185903
4,"[106, 105, 105, 105]",45891,0.0010136686188343
4,"[106, 106, 105, 105]",46105,0.0009736335876308
4,"[106, 106, 106, 105]",46319,0.0009304213966705
4,"[106, 106, 106, 106]",46482,0.0010189112082067
4,"[107, 106, 106, 106]",46645,0.0009116031696968
4,"[107, 107, 106, 106]",46861,0.0009542510025497
4,"[107, 107, 107, 106]",47077,0.0008979374200284
4,"[107, 107, 107, 107]",47241,0.0008873664930146
4,"[108, 107, 107, 107]",47405,0.0008336807348777
4,"[108, 108, 107, 107]",47623,0.0008530745590535
4,"[108, 108, 108, 107]",47841,0.0009332809463911
4,"[108, 108, 108, 108]",48006,0.0009022449199027
4,"[109, 108, 108, 108]",48171,0.0010039823562908
4,"[109, 109, 108, 108]",48391,0.0008888662153667
4,"[109, 109, 109, 108]",48611,0.0009172619867103
4,"[109, 109, 109, 109]",48777,0.0008967994535703
4,"[110, 109, 109, 109]",48943,0.0008862598450231
4,"[110, 110, 109, 109]",49165,0.0009405927810431
4,"[110, 110, 110, 109]",49387,0.0008920309122212
4,"[110, 110, 110, 110]",49554,0.0008306193752554
4,"[111, 110, 110, 110]",49721,0.0009579699275383
4,"[111, 111, 110, 110]",49945,0.0009883697377499
4,"[111, 111, 111, 110]",50169,0.0008211503326733
4,"[111, 111, 111, 111]",50337,0.0010169209379627
4,"[112, 111, 111, 111]",50505,0.0009514642751552
4,"[112, 112, 111, 111]",50731,0.0009707916328615
4,"[112, 112, 112, 111]",50957,0.0008712278899619
4,"[112, 112, 112, 112]",51126,0.0008634722187707
4,"[113, 112, 112, 112]",51295,0.0009251050550689
4,"[113, 113, 112, 112]",51523,0.0008556292391698
4,"[113, 113, 113, 112]",51751,0.00096540934248
4,"[113, 113, 113, 113]",51921,0.0009452103418454
4,"[114, 113, 113, 113]",52091,0.000978207952544
4,"[114, 114, 113, 113]",52321,0.0009671507704905
4,"[114, 114, 114, 113]",52551,0.0009117811239839
4,"[114, 114, 114, 114]",52722,0.000850975065329
4,"[115, 114, 114, 114]",52893,0.0007653233621969
4,"[115, 115, 114, 114]",53125,0.0009300252860352
4,"[115, 115, 115, 114]",53357,0.0009170625969114
