[2026-05-18 01:34:52] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:34:52] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_053_d1_w54/training_log.txt
[2026-05-18 01:34:52] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_053_d1_w54/training_stats.csv
[2026-05-18 01:34:52] [CANDIDATE] task=representation phase=ae_alt_width index=53 search_phase=width architecture=[54]
[2026-05-18 01:34:56] [representation][ae_alt_width][cand_053_d1_w54] epoch=1 architecture=[54] train_loss=0.421604 val_loss=0.421372 best=0.419567 es=0/5
[2026-05-18 01:34:59] [representation][ae_alt_width][cand_053_d1_w54] epoch=2 architecture=[54] train_loss=0.418772 val_loss=0.420945 best=0.419567 es=0/5
[2026-05-18 01:35:01] [representation][ae_alt_width][cand_053_d1_w54] epoch=3 architecture=[54] train_loss=0.417188 val_loss=0.419846 best=0.419567 es=0/5
[2026-05-18 01:35:03] [representation][ae_alt_width][cand_053_d1_w54] epoch=4 architecture=[54] train_loss=0.417105 val_loss=0.419152 best=0.419152 es=0/5
[2026-05-18 01:35:07] [representation][ae_alt_width][cand_053_d1_w54] epoch=5 architecture=[54] train_loss=0.416909 val_loss=0.419030 best=0.419030 es=0/5
[2026-05-18 01:35:10] [representation][ae_alt_width][cand_053_d1_w54] epoch=6 architecture=[54] train_loss=0.416684 val_loss=0.419595 best=0.419030 es=1/5
[2026-05-18 01:35:12] [representation][ae_alt_width][cand_053_d1_w54] epoch=7 architecture=[54] train_loss=0.416655 val_loss=0.419005 best=0.419030 es=2/5
[2026-05-18 01:35:14] [representation][ae_alt_width][cand_053_d1_w54] epoch=8 architecture=[54] train_loss=0.416962 val_loss=0.419547 best=0.419030 es=3/5
[2026-05-18 01:35:17] [representation][ae_alt_width][cand_053_d1_w54] epoch=9 architecture=[54] train_loss=0.416494 val_loss=0.418480 best=0.418480 es=0/5
[2026-05-18 01:35:21] [representation][ae_alt_width][cand_053_d1_w54] epoch=10 architecture=[54] train_loss=0.416038 val_loss=0.418699 best=0.418480 es=1/5
[2026-05-18 01:35:24] [representation][ae_alt_width][cand_053_d1_w54] epoch=11 architecture=[54] train_loss=0.416230 val_loss=0.419231 best=0.418480 es=2/5
[2026-05-18 01:35:26] [representation][ae_alt_width][cand_053_d1_w54] epoch=12 architecture=[54] train_loss=0.416449 val_loss=0.419596 best=0.418480 es=3/5
[2026-05-18 01:35:28] [representation][ae_alt_width][cand_053_d1_w54] epoch=13 architecture=[54] train_loss=0.415550 val_loss=0.417612 best=0.417612 es=0/5
[2026-05-18 01:35:31] [representation][ae_alt_width][cand_053_d1_w54] epoch=14 architecture=[54] train_loss=0.415548 val_loss=0.418459 best=0.417612 es=1/5
[2026-05-18 01:35:35] [representation][ae_alt_width][cand_053_d1_w54] epoch=15 architecture=[54] train_loss=0.415163 val_loss=0.418491 best=0.417612 es=2/5
[2026-05-18 01:35:37] [representation][ae_alt_width][cand_053_d1_w54] epoch=16 architecture=[54] train_loss=0.415441 val_loss=0.418111 best=0.417612 es=3/5
[2026-05-18 01:35:40] [representation][ae_alt_width][cand_053_d1_w54] epoch=17 architecture=[54] train_loss=0.415080 val_loss=0.418185 best=0.417612 es=4/5
[2026-05-18 01:35:42] [representation][ae_alt_width][cand_053_d1_w54] epoch=18 architecture=[54] train_loss=0.415296 val_loss=0.418112 best=0.417612 es=5/5
