[2026-05-16 17:48:11] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 17:49:40] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=37 train_loss=0.592497 val_loss=0.598770 best=0.598833 es=2/5
[2026-05-16 17:49:43] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=38 train_loss=0.592448 val_loss=0.598777 best=0.598833 es=3/5
[2026-05-16 17:49:45] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=39 train_loss=0.592492 val_loss=0.598713 best=0.598713 es=0/5
[2026-05-16 17:49:48] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=40 train_loss=0.592366 val_loss=0.598704 best=0.598713 es=1/5
[2026-05-16 17:49:50] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=41 train_loss=0.592319 val_loss=0.598645 best=0.598713 es=2/5
[2026-05-16 17:49:52] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=42 train_loss=0.592289 val_loss=0.598641 best=0.598713 es=3/5
[2026-05-16 17:49:55] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=43 train_loss=0.592328 val_loss=0.598577 best=0.598577 es=0/5
[2026-05-16 17:49:57] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=44 train_loss=0.592217 val_loss=0.598569 best=0.598577 es=1/5
[2026-05-16 17:50:00] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=45 train_loss=0.592151 val_loss=0.598498 best=0.598577 es=2/5
[2026-05-16 17:50:02] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=46 train_loss=0.592127 val_loss=0.598511 best=0.598577 es=3/5
[2026-05-16 17:50:05] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=47 train_loss=0.592211 val_loss=0.598504 best=0.598577 es=4/5
[2026-05-16 17:50:07] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=48 train_loss=0.592144 val_loss=0.598464 best=0.598464 es=0/5
[2026-05-16 17:50:09] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=49 train_loss=0.592045 val_loss=0.598444 best=0.598464 es=1/5
[2026-05-16 17:50:12] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=50 train_loss=0.592032 val_loss=0.598404 best=0.598464 es=2/5
[2026-05-16 17:50:14] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=51 train_loss=0.592047 val_loss=0.598405 best=0.598464 es=3/5
[2026-05-16 17:50:16] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=52 train_loss=0.592002 val_loss=0.598444 best=0.598464 es=4/5
[2026-05-16 17:50:19] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=53 train_loss=0.591943 val_loss=0.598321 best=0.598321 es=0/5
[2026-05-16 17:50:21] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=54 train_loss=0.591948 val_loss=0.598361 best=0.598321 es=1/5
[2026-05-16 17:50:23] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=55 train_loss=0.591948 val_loss=0.598340 best=0.598321 es=2/5
[2026-05-16 17:50:26] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=56 train_loss=0.591899 val_loss=0.598274 best=0.598321 es=3/5
[2026-05-16 17:50:28] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=57 train_loss=0.591798 val_loss=0.598213 best=0.598213 es=0/5
[2026-05-16 17:50:31] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=58 train_loss=0.591778 val_loss=0.598221 best=0.598213 es=1/5
[2026-05-16 17:50:33] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=59 train_loss=0.591756 val_loss=0.598255 best=0.598213 es=2/5
[2026-05-16 17:50:36] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=60 train_loss=0.591823 val_loss=0.598267 best=0.598213 es=3/5
[2026-05-16 17:50:38] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=61 train_loss=0.591771 val_loss=0.598194 best=0.598213 es=4/5
[2026-05-16 17:50:41] [autoencoding][ae_width_to_depth][cand_012_d2_w14] epoch=62 train_loss=0.591748 val_loss=0.598169 best=0.598213 es=5/5
