[2026-05-16 11:04:19] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:04:57] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=15 train_loss=0.535979 val_loss=0.538063 best=0.538063 es=0/5
[2026-05-16 11:05:00] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=16 train_loss=0.535586 val_loss=0.537813 best=0.537813 es=0/5
[2026-05-16 11:05:02] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=17 train_loss=0.535384 val_loss=0.537502 best=0.537502 es=0/5
[2026-05-16 11:05:05] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=18 train_loss=0.535133 val_loss=0.537439 best=0.537502 es=1/5
[2026-05-16 11:05:07] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=19 train_loss=0.534957 val_loss=0.537153 best=0.537153 es=0/5
[2026-05-16 11:05:10] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=20 train_loss=0.534842 val_loss=0.537073 best=0.537153 es=1/5
[2026-05-16 11:05:12] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=21 train_loss=0.534768 val_loss=0.537037 best=0.537037 es=0/5
[2026-05-16 11:05:15] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=22 train_loss=0.534685 val_loss=0.536996 best=0.537037 es=1/5
[2026-05-16 11:05:17] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=23 train_loss=0.534679 val_loss=0.537033 best=0.537037 es=2/5
[2026-05-16 11:05:20] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=24 train_loss=0.534652 val_loss=0.536922 best=0.536922 es=0/5
[2026-05-16 11:05:22] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=25 train_loss=0.534644 val_loss=0.536867 best=0.536922 es=1/5
[2026-05-16 11:05:25] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=26 train_loss=0.534564 val_loss=0.536864 best=0.536922 es=2/5
[2026-05-16 11:05:27] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=27 train_loss=0.534585 val_loss=0.536795 best=0.536795 es=0/5
[2026-05-16 11:05:30] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=28 train_loss=0.534407 val_loss=0.536807 best=0.536795 es=1/5
[2026-05-16 11:05:32] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=29 train_loss=0.534425 val_loss=0.536647 best=0.536647 es=0/5
[2026-05-16 11:05:35] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=30 train_loss=0.534381 val_loss=0.536686 best=0.536647 es=1/5
[2026-05-16 11:05:37] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=31 train_loss=0.534409 val_loss=0.536691 best=0.536647 es=2/5
[2026-05-16 11:05:40] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=32 train_loss=0.534271 val_loss=0.536616 best=0.536647 es=3/5
[2026-05-16 11:05:42] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=33 train_loss=0.534263 val_loss=0.536617 best=0.536647 es=4/5
[2026-05-16 11:05:45] [representation][ae_width_to_depth][cand_015_d2_w17] epoch=34 train_loss=0.534248 val_loss=0.536580 best=0.536647 es=5/5
