task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
generation,ae_width_only,width_only,0.0002531655190978199,24,24,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/generation_d5/generation/ae_width_only/cand_535_d5_w108/checkpoint_best.pt,cand_535_d5_w108
generation,stl_from_ae_width_only,stl_refit,1.0082064867019653,8,18,1.067417025566101,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/generation_d5/generation/stl_from_ae_width_only/cand_000_d5_w108/checkpoint_best.pt,cand_000_d5_w108
