[2026-05-16 11:17:47] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:17:47] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_023_d2_w25/training_log.txt
[2026-05-16 11:17:47] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_023_d2_w25/training_stats.csv
[2026-05-16 11:17:50] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=1 train_loss=0.407542 val_loss=0.402447 best=0.402447 es=0/5
[2026-05-16 11:17:53] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=2 train_loss=0.399645 val_loss=0.398735 best=0.398735 es=0/5
[2026-05-16 11:17:55] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=3 train_loss=0.396898 val_loss=0.396347 best=0.396347 es=0/5
[2026-05-16 11:17:57] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=4 train_loss=0.395169 val_loss=0.394482 best=0.394482 es=0/5
[2026-05-16 11:18:00] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=5 train_loss=0.393370 val_loss=0.392846 best=0.392846 es=0/5
[2026-05-16 11:18:03] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=6 train_loss=0.391503 val_loss=0.390645 best=0.390645 es=0/5
[2026-05-16 11:18:05] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=7 train_loss=0.389587 val_loss=0.388834 best=0.388834 es=0/5
[2026-05-16 11:18:08] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=8 train_loss=0.387909 val_loss=0.387007 best=0.387007 es=0/5
[2026-05-16 11:18:10] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=9 train_loss=0.386383 val_loss=0.385659 best=0.385659 es=0/5
[2026-05-16 11:18:13] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=10 train_loss=0.385165 val_loss=0.384495 best=0.384495 es=0/5
[2026-05-16 11:18:15] [representation][ae_width_to_depth][cand_023_d2_w25] epoch=11 train_loss=0.384143 val_loss=0.383366 best=0.383366 es=0/5
