[2026-05-20 12:06:16] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:06:16] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_028_d1_w29/training_log.txt
[2026-05-20 12:06:16] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_028_d1_w29/training_stats.csv
[2026-05-20 12:06:16] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=28 search_phase=width architecture=[29]
[2026-05-20 12:06:19] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=1 architecture=[29] train_loss=0.324084 val_loss=0.318901 best=0.318328 es=0/5
[2026-05-20 12:06:22] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=2 architecture=[29] train_loss=0.321246 val_loss=0.317216 best=0.317216 es=0/5
[2026-05-20 12:06:24] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=3 architecture=[29] train_loss=0.319553 val_loss=0.315706 best=0.315706 es=0/5
[2026-05-20 12:06:27] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=4 architecture=[29] train_loss=0.318021 val_loss=0.313747 best=0.313747 es=0/5
[2026-05-20 12:06:30] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=5 architecture=[29] train_loss=0.316197 val_loss=0.312033 best=0.312033 es=0/5
[2026-05-20 12:06:33] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=6 architecture=[29] train_loss=0.314134 val_loss=0.309891 best=0.309891 es=0/5
[2026-05-20 12:06:36] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=7 architecture=[29] train_loss=0.312099 val_loss=0.307749 best=0.307749 es=0/5
[2026-05-20 12:06:39] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=8 architecture=[29] train_loss=0.310127 val_loss=0.305988 best=0.305988 es=0/5
[2026-05-20 12:06:41] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=9 architecture=[29] train_loss=0.308469 val_loss=0.304360 best=0.304360 es=0/5
[2026-05-20 12:06:44] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=10 architecture=[29] train_loss=0.307098 val_loss=0.303097 best=0.303097 es=0/5
[2026-05-20 12:06:47] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=11 architecture=[29] train_loss=0.306001 val_loss=0.301993 best=0.301993 es=0/5
[2026-05-20 12:06:50] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=12 architecture=[29] train_loss=0.305204 val_loss=0.301369 best=0.301369 es=0/5
[2026-05-20 12:06:53] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=13 architecture=[29] train_loss=0.304561 val_loss=0.300793 best=0.300793 es=0/5
[2026-05-20 12:06:55] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=14 architecture=[29] train_loss=0.304109 val_loss=0.300239 best=0.300239 es=0/5
[2026-05-20 12:06:58] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=15 architecture=[29] train_loss=0.303705 val_loss=0.300043 best=0.300043 es=0/5
[2026-05-20 12:07:01] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=16 architecture=[29] train_loss=0.303468 val_loss=0.299756 best=0.299756 es=0/5
[2026-05-20 12:07:04] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=17 architecture=[29] train_loss=0.303297 val_loss=0.299800 best=0.299756 es=1/5
[2026-05-20 12:07:06] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=18 architecture=[29] train_loss=0.303096 val_loss=0.299582 best=0.299582 es=0/5
[2026-05-20 12:07:09] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=19 architecture=[29] train_loss=0.302984 val_loss=0.299393 best=0.299393 es=0/5
[2026-05-20 12:07:12] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=20 architecture=[29] train_loss=0.302813 val_loss=0.299340 best=0.299393 es=1/5
[2026-05-20 12:07:15] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=21 architecture=[29] train_loss=0.302701 val_loss=0.299425 best=0.299393 es=2/5
[2026-05-20 12:07:17] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=22 architecture=[29] train_loss=0.302659 val_loss=0.299543 best=0.299393 es=3/5
[2026-05-20 12:07:20] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=23 architecture=[29] train_loss=0.302568 val_loss=0.299513 best=0.299393 es=4/5
[2026-05-20 12:07:22] [autoencoding][ae_width_to_depth][cand_028_d1_w29] epoch=24 architecture=[29] train_loss=0.302593 val_loss=0.299379 best=0.299393 es=5/5
