[2026-05-20 08:55:09] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:55:09] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_028_d1_w29/training_log.txt
[2026-05-20 08:55:09] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_028_d1_w29/training_stats.csv
[2026-05-20 08:55:09] [CANDIDATE] task=autoencoding phase=ae_alt_width index=28 search_phase=width architecture=[29]
[2026-05-20 08:55:11] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=1 architecture=[29] train_loss=0.323932 val_loss=0.322801 best=0.322391 es=0/5
[2026-05-20 08:55:14] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=2 architecture=[29] train_loss=0.320658 val_loss=0.321038 best=0.321038 es=0/5
[2026-05-20 08:55:16] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=3 architecture=[29] train_loss=0.318810 val_loss=0.319332 best=0.319332 es=0/5
[2026-05-20 08:55:18] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=4 architecture=[29] train_loss=0.317124 val_loss=0.317668 best=0.317668 es=0/5
[2026-05-20 08:55:20] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=5 architecture=[29] train_loss=0.315365 val_loss=0.315601 best=0.315601 es=0/5
[2026-05-20 08:55:22] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=6 architecture=[29] train_loss=0.313507 val_loss=0.313541 best=0.313541 es=0/5
[2026-05-20 08:55:24] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=7 architecture=[29] train_loss=0.311585 val_loss=0.311278 best=0.311278 es=0/5
[2026-05-20 08:55:26] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=8 architecture=[29] train_loss=0.309661 val_loss=0.309142 best=0.309142 es=0/5
[2026-05-20 08:55:28] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=9 architecture=[29] train_loss=0.307859 val_loss=0.307083 best=0.307083 es=0/5
[2026-05-20 08:55:31] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=10 architecture=[29] train_loss=0.306347 val_loss=0.305257 best=0.305257 es=0/5
[2026-05-20 08:55:33] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=11 architecture=[29] train_loss=0.305112 val_loss=0.304220 best=0.304220 es=0/5
[2026-05-20 08:55:35] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=12 architecture=[29] train_loss=0.304265 val_loss=0.303170 best=0.303170 es=0/5
[2026-05-20 08:55:37] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=13 architecture=[29] train_loss=0.303456 val_loss=0.302682 best=0.302682 es=0/5
[2026-05-20 08:55:39] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=14 architecture=[29] train_loss=0.302920 val_loss=0.302322 best=0.302322 es=0/5
[2026-05-20 08:55:41] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=15 architecture=[29] train_loss=0.302516 val_loss=0.302164 best=0.302164 es=0/5
[2026-05-20 08:55:43] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=16 architecture=[29] train_loss=0.302286 val_loss=0.301875 best=0.301875 es=0/5
[2026-05-20 08:55:46] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=17 architecture=[29] train_loss=0.301992 val_loss=0.301745 best=0.301745 es=0/5
[2026-05-20 08:55:48] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=18 architecture=[29] train_loss=0.301911 val_loss=0.301786 best=0.301745 es=1/5
[2026-05-20 08:55:50] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=19 architecture=[29] train_loss=0.301793 val_loss=0.301731 best=0.301745 es=2/5
[2026-05-20 08:55:52] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=20 architecture=[29] train_loss=0.301727 val_loss=0.301802 best=0.301745 es=3/5
[2026-05-20 08:55:54] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=21 architecture=[29] train_loss=0.301644 val_loss=0.301757 best=0.301745 es=4/5
[2026-05-20 08:55:56] [autoencoding][ae_alt_width][cand_028_d1_w29] epoch=22 architecture=[29] train_loss=0.301637 val_loss=0.301859 best=0.301745 es=5/5
