[2026-05-18 03:35:50] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:35:50] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_215_d1_w216/training_log.txt
[2026-05-18 03:35:50] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_215_d1_w216/training_stats.csv
[2026-05-18 03:35:50] [CANDIDATE] task=representation phase=ae_alt_width index=215 search_phase=width architecture=[216]
[2026-05-18 03:35:58] [representation][ae_alt_width][cand_215_d1_w216] epoch=1 architecture=[216] train_loss=0.315318 val_loss=0.292973 best=0.287314 es=0/5
[2026-05-18 03:36:00] [representation][ae_alt_width][cand_215_d1_w216] epoch=2 architecture=[216] train_loss=0.284166 val_loss=0.293642 best=0.287314 es=1/5
[2026-05-18 03:36:02] [representation][ae_alt_width][cand_215_d1_w216] epoch=3 architecture=[216] train_loss=0.283054 val_loss=0.288990 best=0.287314 es=0/5
[2026-05-18 03:36:05] [representation][ae_alt_width][cand_215_d1_w216] epoch=4 architecture=[216] train_loss=0.281631 val_loss=0.290876 best=0.287314 es=1/5
[2026-05-18 03:36:12] [representation][ae_alt_width][cand_215_d1_w216] epoch=5 architecture=[216] train_loss=0.282366 val_loss=0.287638 best=0.287314 es=0/5
[2026-05-18 03:36:15] [representation][ae_alt_width][cand_215_d1_w216] epoch=6 architecture=[216] train_loss=0.280606 val_loss=0.288984 best=0.287314 es=1/5
[2026-05-18 03:36:17] [representation][ae_alt_width][cand_215_d1_w216] epoch=7 architecture=[216] train_loss=0.280337 val_loss=0.288732 best=0.287314 es=2/5
[2026-05-18 03:36:19] [representation][ae_alt_width][cand_215_d1_w216] epoch=8 architecture=[216] train_loss=0.281643 val_loss=0.288742 best=0.287314 es=3/5
[2026-05-18 03:36:21] [representation][ae_alt_width][cand_215_d1_w216] epoch=9 architecture=[216] train_loss=0.281336 val_loss=0.291403 best=0.287314 es=4/5
[2026-05-18 03:36:29] [representation][ae_alt_width][cand_215_d1_w216] epoch=10 architecture=[216] train_loss=0.281033 val_loss=0.287891 best=0.287314 es=5/5
