[2026-05-16 11:19:13] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:19:13] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_024_d2_w26/training_log.txt
[2026-05-16 11:19:13] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_024_d2_w26/training_stats.csv
[2026-05-16 11:19:15] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=1 train_loss=0.397434 val_loss=0.386426 best=0.386426 es=0/5
[2026-05-16 11:19:18] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=2 train_loss=0.382848 val_loss=0.380376 best=0.380376 es=0/5
[2026-05-16 11:19:20] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=3 train_loss=0.379629 val_loss=0.377783 best=0.377783 es=0/5
[2026-05-16 11:19:23] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=4 train_loss=0.377722 val_loss=0.375910 best=0.375910 es=0/5
[2026-05-16 11:19:25] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=5 train_loss=0.376090 val_loss=0.374103 best=0.374103 es=0/5
[2026-05-16 11:19:28] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=6 train_loss=0.374438 val_loss=0.372011 best=0.372011 es=0/5
[2026-05-16 11:19:30] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=7 train_loss=0.372416 val_loss=0.369855 best=0.369855 es=0/5
[2026-05-16 11:19:33] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=8 train_loss=0.370477 val_loss=0.367728 best=0.367728 es=0/5
[2026-05-16 11:19:35] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=9 train_loss=0.368982 val_loss=0.366037 best=0.366037 es=0/5
[2026-05-16 11:19:38] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=10 train_loss=0.367337 val_loss=0.364362 best=0.364362 es=0/5
[2026-05-16 11:19:40] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=11 train_loss=0.366191 val_loss=0.363003 best=0.363003 es=0/5
[2026-05-16 11:19:43] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=12 train_loss=0.365073 val_loss=0.362215 best=0.362215 es=0/5
[2026-05-16 11:19:45] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=13 train_loss=0.364328 val_loss=0.361350 best=0.361350 es=0/5
[2026-05-16 11:19:48] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=14 train_loss=0.363758 val_loss=0.360800 best=0.360800 es=0/5
[2026-05-16 11:19:50] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=15 train_loss=0.363098 val_loss=0.360382 best=0.360382 es=0/5
[2026-05-16 11:19:53] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=16 train_loss=0.362666 val_loss=0.360072 best=0.360072 es=0/5
[2026-05-16 11:19:55] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=17 train_loss=0.362248 val_loss=0.359803 best=0.359803 es=0/5
[2026-05-16 11:19:58] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=18 train_loss=0.362126 val_loss=0.359420 best=0.359420 es=0/5
[2026-05-16 11:20:00] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=19 train_loss=0.361931 val_loss=0.359370 best=0.359420 es=1/5
[2026-05-16 11:20:03] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=20 train_loss=0.361766 val_loss=0.359351 best=0.359420 es=2/5
[2026-05-16 11:20:05] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=21 train_loss=0.361538 val_loss=0.359344 best=0.359420 es=3/5
[2026-05-16 11:20:08] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=22 train_loss=0.361551 val_loss=0.359178 best=0.359178 es=0/5
[2026-05-16 11:20:10] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=23 train_loss=0.361407 val_loss=0.359285 best=0.359178 es=1/5
[2026-05-16 11:20:13] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=24 train_loss=0.361282 val_loss=0.359167 best=0.359178 es=2/5
[2026-05-16 11:20:15] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=25 train_loss=0.361338 val_loss=0.359208 best=0.359178 es=3/5
[2026-05-16 11:20:18] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=26 train_loss=0.361326 val_loss=0.359276 best=0.359178 es=4/5
[2026-05-16 11:20:20] [representation][ae_width_to_depth][cand_024_d2_w26] epoch=27 train_loss=0.361334 val_loss=0.359297 best=0.359178 es=5/5
