[2026-05-18 01:50:55] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:50:55] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_073_d1_w74/training_log.txt
[2026-05-18 01:50:55] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_073_d1_w74/training_stats.csv
[2026-05-18 01:50:55] [CANDIDATE] task=representation phase=ae_alt_width index=73 search_phase=width architecture=[74]
[2026-05-18 01:51:00] [representation][ae_alt_width][cand_073_d1_w74] epoch=1 architecture=[74] train_loss=0.394176 val_loss=0.392611 best=0.389596 es=0/5
[2026-05-18 01:51:02] [representation][ae_alt_width][cand_073_d1_w74] epoch=2 architecture=[74] train_loss=0.388116 val_loss=0.391447 best=0.389596 es=0/5
[2026-05-18 01:51:04] [representation][ae_alt_width][cand_073_d1_w74] epoch=3 architecture=[74] train_loss=0.387431 val_loss=0.390985 best=0.389596 es=0/5
[2026-05-18 01:51:07] [representation][ae_alt_width][cand_073_d1_w74] epoch=4 architecture=[74] train_loss=0.387461 val_loss=0.389050 best=0.389050 es=0/5
[2026-05-18 01:51:12] [representation][ae_alt_width][cand_073_d1_w74] epoch=5 architecture=[74] train_loss=0.386240 val_loss=0.390346 best=0.389050 es=1/5
[2026-05-18 01:51:14] [representation][ae_alt_width][cand_073_d1_w74] epoch=6 architecture=[74] train_loss=0.386807 val_loss=0.390765 best=0.389050 es=2/5
[2026-05-18 01:51:16] [representation][ae_alt_width][cand_073_d1_w74] epoch=7 architecture=[74] train_loss=0.386717 val_loss=0.389932 best=0.389050 es=3/5
[2026-05-18 01:51:19] [representation][ae_alt_width][cand_073_d1_w74] epoch=8 architecture=[74] train_loss=0.386944 val_loss=0.388854 best=0.388854 es=0/5
[2026-05-18 01:51:21] [representation][ae_alt_width][cand_073_d1_w74] epoch=9 architecture=[74] train_loss=0.386000 val_loss=0.390012 best=0.388854 es=1/5
[2026-05-18 01:51:26] [representation][ae_alt_width][cand_073_d1_w74] epoch=10 architecture=[74] train_loss=0.385672 val_loss=0.388884 best=0.388854 es=2/5
[2026-05-18 01:51:28] [representation][ae_alt_width][cand_073_d1_w74] epoch=11 architecture=[74] train_loss=0.385965 val_loss=0.389625 best=0.388854 es=3/5
[2026-05-18 01:51:30] [representation][ae_alt_width][cand_073_d1_w74] epoch=12 architecture=[74] train_loss=0.386260 val_loss=0.388552 best=0.388552 es=0/5
[2026-05-18 01:51:32] [representation][ae_alt_width][cand_073_d1_w74] epoch=13 architecture=[74] train_loss=0.385828 val_loss=0.389418 best=0.388552 es=1/5
[2026-05-18 01:51:34] [representation][ae_alt_width][cand_073_d1_w74] epoch=14 architecture=[74] train_loss=0.386271 val_loss=0.388009 best=0.388009 es=0/5
[2026-05-18 01:51:39] [representation][ae_alt_width][cand_073_d1_w74] epoch=15 architecture=[74] train_loss=0.385628 val_loss=0.388814 best=0.388009 es=1/5
[2026-05-18 01:51:42] [representation][ae_alt_width][cand_073_d1_w74] epoch=16 architecture=[74] train_loss=0.385042 val_loss=0.387757 best=0.387757 es=0/5
[2026-05-18 01:51:44] [representation][ae_alt_width][cand_073_d1_w74] epoch=17 architecture=[74] train_loss=0.385488 val_loss=0.388053 best=0.387757 es=1/5
[2026-05-18 01:51:47] [representation][ae_alt_width][cand_073_d1_w74] epoch=18 architecture=[74] train_loss=0.385283 val_loss=0.387777 best=0.387757 es=2/5
[2026-05-18 01:51:49] [representation][ae_alt_width][cand_073_d1_w74] epoch=19 architecture=[74] train_loss=0.384894 val_loss=0.387897 best=0.387757 es=3/5
[2026-05-18 01:51:54] [representation][ae_alt_width][cand_073_d1_w74] epoch=20 architecture=[74] train_loss=0.384806 val_loss=0.388340 best=0.387757 es=4/5
[2026-05-18 01:51:57] [representation][ae_alt_width][cand_073_d1_w74] epoch=21 architecture=[74] train_loss=0.384738 val_loss=0.388453 best=0.387757 es=5/5
