task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
anomaly,5,ablation_stl,stl_ablation_r05_d10_w0096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",96246,0.7582359313964844,77,87,1.0835821628570557,
