[2026-06-12 20:56:11] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 20:56:11] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_160_d2_w81/training_log.txt
[2026-06-12 20:56:11] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_160_d2_w81/training_stats.csv
[2026-06-12 20:56:12] Epoch 1 | architecture=[81, 80] train_loss=0.007650 val_loss=0.006931 best=0.006931 es=0/10
[2026-06-12 20:56:12] Epoch 1 | architecture=[81, 80] train_loss=0.006466 val_loss=0.004880 best=0.004880 es=0/10
[2026-06-12 20:56:12] Epoch 1 | architecture=[81, 80] train_loss=0.003389 val_loss=0.006018 best=0.006018 es=0/10
[2026-06-12 20:56:12] Epoch 1 | architecture=[81, 80] train_loss=0.003773 val_loss=0.005621 best=0.005621 es=0/10
[2026-06-12 20:56:12] Epoch 1 | architecture=[81, 80] train_loss=0.005138 val_loss=0.003947 best=0.003947 es=0/10
[2026-06-12 20:56:13] Epoch 1 | architecture=[81, 80] train_loss=0.003772 val_loss=0.004101 best=0.004101 es=0/10
[2026-06-12 20:56:13] Epoch 1 | architecture=[81, 80] train_loss=0.003246 val_loss=0.003618 best=0.003618 es=0/10
[2026-06-12 20:56:13] Epoch 1 | architecture=[81, 80] train_loss=0.002647 val_loss=0.002407 best=0.002407 es=0/10
[2026-06-12 20:56:13] Epoch 1 | architecture=[81, 80] train_loss=0.002224 val_loss=0.003210 best=0.003210 es=0/10
[2026-06-12 20:56:14] Epoch 1 | architecture=[81, 80] train_loss=0.002945 val_loss=0.003210 best=0.003210 es=0/10
[2026-06-12 20:56:14] Epoch 1 | architecture=[81, 80] train_loss=0.001658 val_loss=0.003313 best=0.003313 es=0/10
[2026-06-12 20:56:14] Epoch 1 | architecture=[81, 80] train_loss=0.002265 val_loss=0.003884 best=0.003884 es=0/10
[2026-06-12 20:56:14] Epoch 1 | architecture=[81, 80] train_loss=0.004539 val_loss=0.003635 best=0.003635 es=0/10
[2026-06-12 20:56:14] Epoch 1 | architecture=[81, 80] train_loss=0.001625 val_loss=0.002869 best=0.002869 es=0/10
[2026-06-12 20:56:15] Epoch 1 | architecture=[81, 80] train_loss=0.001592 val_loss=0.003182 best=0.003182 es=0/10
[2026-06-12 20:56:15] Epoch 1 | architecture=[81, 80] train_loss=0.002257 val_loss=0.002925 best=0.002925 es=0/10
[2026-06-12 20:56:15] Epoch 1 | architecture=[81, 80] train_loss=0.002134 val_loss=0.001997 best=0.001997 es=0/10
[2026-06-12 20:56:15] Epoch 1 | architecture=[81, 80] train_loss=0.002189 val_loss=0.002126 best=0.002126 es=0/10
[2026-06-12 20:56:16] Epoch 1 | architecture=[81, 80] train_loss=0.001781 val_loss=0.002522 best=0.002522 es=0/10
[2026-06-12 20:56:16] Epoch 1 | architecture=[81, 80] train_loss=0.002572 val_loss=0.002791 best=0.002791 es=0/10
[2026-06-12 20:56:16] Epoch 1 | architecture=[81, 80] train_loss=0.002101 val_loss=0.003837 best=0.003837 es=0/10
[2026-06-12 20:56:16] Epoch 1 | architecture=[81, 80] train_loss=0.001532 val_loss=0.003228 best=0.003228 es=0/10
[2026-06-12 20:56:17] Epoch 1 | architecture=[81, 80] train_loss=0.001724 val_loss=0.002165 best=0.002165 es=0/10
[2026-06-12 20:56:17] Epoch 1 | architecture=[81, 80] train_loss=0.001467 val_loss=0.002009 best=0.002009 es=0/10
[2026-06-12 20:56:17] Epoch 1 | architecture=[81, 80] train_loss=0.002073 val_loss=0.002048 best=0.002048 es=0/10
[2026-06-12 20:56:17] Epoch 1 | architecture=[81, 80] train_loss=0.001077 val_loss=0.002199 best=0.002199 es=0/10
[2026-06-12 20:56:18] Epoch 1 | architecture=[81, 80] train_loss=0.004917 val_loss=0.002467 best=0.002467 es=0/10
