[2026-05-18 02:30:40] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:30:40] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_126_d1_w127/training_log.txt
[2026-05-18 02:30:40] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_126_d1_w127/training_stats.csv
[2026-05-18 02:30:40] [CANDIDATE] task=representation phase=ae_alt_width index=126 search_phase=width architecture=[127]
[2026-05-18 02:30:46] [representation][ae_alt_width][cand_126_d1_w127] epoch=1 architecture=[127] train_loss=0.348227 val_loss=0.339794 best=0.335871 es=0/5
[2026-05-18 02:30:48] [representation][ae_alt_width][cand_126_d1_w127] epoch=2 architecture=[127] train_loss=0.334738 val_loss=0.337403 best=0.335871 es=0/5
[2026-05-18 02:30:51] [representation][ae_alt_width][cand_126_d1_w127] epoch=3 architecture=[127] train_loss=0.332853 val_loss=0.338285 best=0.335871 es=1/5
[2026-05-18 02:30:53] [representation][ae_alt_width][cand_126_d1_w127] epoch=4 architecture=[127] train_loss=0.332787 val_loss=0.339876 best=0.335871 es=2/5
[2026-05-18 02:30:59] [representation][ae_alt_width][cand_126_d1_w127] epoch=5 architecture=[127] train_loss=0.333265 val_loss=0.337183 best=0.335871 es=0/5
[2026-05-18 02:31:01] [representation][ae_alt_width][cand_126_d1_w127] epoch=6 architecture=[127] train_loss=0.332355 val_loss=0.337291 best=0.335871 es=1/5
[2026-05-18 02:31:03] [representation][ae_alt_width][cand_126_d1_w127] epoch=7 architecture=[127] train_loss=0.331633 val_loss=0.336035 best=0.335871 es=0/5
[2026-05-18 02:31:05] [representation][ae_alt_width][cand_126_d1_w127] epoch=8 architecture=[127] train_loss=0.331613 val_loss=0.336205 best=0.335871 es=1/5
[2026-05-18 02:31:07] [representation][ae_alt_width][cand_126_d1_w127] epoch=9 architecture=[127] train_loss=0.331660 val_loss=0.338206 best=0.335871 es=2/5
[2026-05-18 02:31:13] [representation][ae_alt_width][cand_126_d1_w127] epoch=10 architecture=[127] train_loss=0.332797 val_loss=0.336476 best=0.335871 es=3/5
[2026-05-18 02:31:15] [representation][ae_alt_width][cand_126_d1_w127] epoch=11 architecture=[127] train_loss=0.331487 val_loss=0.336509 best=0.335871 es=4/5
[2026-05-18 02:31:17] [representation][ae_alt_width][cand_126_d1_w127] epoch=12 architecture=[127] train_loss=0.331433 val_loss=0.337125 best=0.335871 es=5/5
