task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
generation,ae_width_only,width_only,0.0005984377348795533,25,25,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/generation_d6/generation/ae_width_only/cand_581_d6_w98/checkpoint_best.pt,cand_581_d6_w98
generation,stl_from_ae_width_only,stl_refit,1.0082060098648071,8,18,1.0673788785934448,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/generation_d6/generation/stl_from_ae_width_only/cand_000_d6_w98/checkpoint_best.pt,cand_000_d6_w98
