timestamp,model,mode,epoch,width,depth,train_loss,val_loss,best_val,es_counter
2025-12-15 20:20:26,adp_resnet,width_only,1,1,2,1.6382803943422106,1.6171458282470703,1.6171458282470703,0
2025-12-15 20:23:09,adp_resnet,width_only,2,1,2,1.5594213815265232,1.5429127847671509,1.5429127847671509,0
2025-12-15 20:24:04,adp_resnet,width_only,3,1,2,1.476078864034017,1.4535103300094605,1.4535103300094605,0
2025-12-15 20:24:59,adp_resnet,width_only,4,1,2,1.4201044635560778,1.373149411201477,1.373149411201477,0
2025-12-15 20:25:59,adp_resnet,width_only,5,1,2,1.3751864806916978,1.3248862596511841,1.3248862596511841,0
2025-12-15 20:26:55,adp_resnet,width_only,6,1,2,1.3350868578169082,1.306226346206665,1.306226346206665,0
2025-12-15 20:27:53,adp_resnet,width_only,7,1,2,1.3089481087578667,1.2766434875488282,1.2766434875488282,0
2025-12-15 20:49:12,adp_resnet,width_only,8,1,2,1.2922108440823026,1.2500176736831665,1.2500176736831665,0
2025-12-15 20:50:02,adp_resnet,width_only,9,1,2,1.2789123590681288,1.2388153427124022,1.2388153427124022,0
2025-12-15 20:50:52,adp_resnet,width_only,10,1,2,1.2666019032584297,1.2233393564224244,1.2233393564224244,0
2025-12-15 20:51:42,adp_resnet,width_only,11,1,2,1.2529817943149142,1.2234438882827758,1.2233393564224244,1
2025-12-15 20:52:32,adp_resnet,width_only,12,1,2,1.2454674700419108,1.2183527894973756,1.2183527894973756,0
2025-12-15 20:53:22,adp_resnet,width_only,13,1,2,1.2322882996665108,1.211115237045288,1.211115237045288,0
2025-12-15 20:54:13,adp_resnet,width_only,14,1,2,1.222019966506958,1.1930462818145753,1.1930462818145753,0
2025-12-15 21:03:23,adp_resnet,width_only,15,1,2,1.2181699953291152,1.1863211677551269,1.1863211677551269,0
2025-12-15 21:04:22,adp_resnet,width_only,16,1,2,1.213655803044637,1.1824843282699584,1.1824843282699584,0
2025-12-15 21:05:18,adp_resnet,width_only,17,1,2,1.203214739566379,1.1795412572860717,1.1795412572860717,0
2025-12-15 21:06:19,adp_resnet,width_only,18,1,2,1.1941749412536622,1.1581579193115235,1.1581579193115235,0
2025-12-15 21:07:12,adp_resnet,width_only,19,1,2,1.1909955017937555,1.1730858304977416,1.1581579193115235,1
2025-12-15 21:08:04,adp_resnet,width_only,20,1,2,1.1824390583250257,1.1516355667114258,1.1516355667114258,0
2025-12-15 21:09:02,adp_resnet,width_only,21,1,2,1.1772357507281834,1.1425772556304932,1.1425772556304932,0
2025-12-15 21:09:57,adp_resnet,width_only,22,1,2,1.1753545918358697,1.1376719091415406,1.1376719091415406,0
2025-12-15 21:10:54,adp_resnet,width_only,23,1,2,1.1720099698596531,1.1397814960479737,1.1376719091415406,1
2025-12-15 21:11:52,adp_resnet,width_only,24,1,2,1.16156037618849,1.1237271701812743,1.1237271701812743,0
2025-12-15 21:12:54,adp_resnet,width_only,25,1,2,1.1641664377424452,1.118414197731018,1.118414197731018,0
2025-12-15 21:13:51,adp_resnet,width_only,26,1,2,1.1618847943411934,1.1166469888687134,1.1166469888687134,0
2025-12-15 21:14:54,adp_resnet,width_only,27,1,2,1.1504122141944038,1.107853674507141,1.107853674507141,0
2025-12-15 21:15:55,adp_resnet,width_only,28,1,2,1.1449002209557426,1.1341775411605834,1.107853674507141,1
2025-12-15 21:16:55,adp_resnet,width_only,29,1,2,1.1425654294331868,1.0980566799163818,1.0980566799163818,0
2025-12-15 21:17:53,adp_resnet,width_only,30,1,2,1.140661902448866,1.097801509284973,1.097801509284973,0
2025-12-15 21:18:58,adp_resnet,width_only,31,1,2,1.1371084320068359,1.1250776916503906,1.097801509284973,1
2025-12-15 21:19:59,adp_resnet,width_only,32,1,2,1.1355228798972237,1.0954251153945922,1.0954251153945922,0
2025-12-15 21:21:06,adp_resnet,width_only,33,1,2,1.1349165210723877,1.0965458194732667,1.0954251153945922,1
2025-12-15 21:22:02,adp_resnet,width_only,34,1,2,1.128746371544732,1.093313424873352,1.093313424873352,0
2025-12-15 21:22:56,adp_resnet,width_only,35,1,2,1.1254867778566149,1.0883992776870728,1.0883992776870728,0
2025-12-15 21:23:51,adp_resnet,width_only,36,1,2,1.1279858604855009,1.0962492464065552,1.0883992776870728,1
2025-12-15 21:24:45,adp_resnet,width_only,37,1,2,1.1205218843460083,1.092236198234558,1.0883992776870728,2
2025-12-15 21:25:40,adp_resnet,width_only,38,1,2,1.1218212305704753,1.09056076335907,1.0883992776870728,3
2025-12-15 21:26:35,adp_resnet,width_only,39,1,2,1.1183171857621934,1.127469402885437,1.0883992776870728,4
2025-12-15 21:27:28,adp_resnet,width_only,40,1,2,1.1160320309109157,1.0776270664215089,1.0776270664215089,0
2025-12-15 21:28:22,adp_resnet,width_only,41,1,2,1.1111703098720975,1.116097105407715,1.0776270664215089,1
2025-12-15 21:29:16,adp_resnet,width_only,42,1,2,1.1090521811803182,1.0846598213195802,1.0776270664215089,2
2025-12-15 21:30:10,adp_resnet,width_only,43,1,2,1.1042260450575088,1.0775928762435913,1.0775928762435913,0
2025-12-15 21:31:07,adp_resnet,width_only,44,1,2,1.1052519999186199,1.0788553325653076,1.0775928762435913,1
2025-12-15 21:32:05,adp_resnet,width_only,45,1,2,1.1051353162341648,1.0714196126937867,1.0714196126937867,0
2025-12-15 21:33:03,adp_resnet,width_only,46,1,2,1.103468085861206,1.0855454248428344,1.0714196126937867,1
2025-12-15 21:33:58,adp_resnet,width_only,47,1,2,1.100877111562093,1.056240226173401,1.056240226173401,0
2025-12-15 21:34:57,adp_resnet,width_only,48,1,2,1.0915337142732409,1.0610483591079711,1.056240226173401,1
2025-12-15 21:36:04,adp_resnet,width_only,49,1,2,1.1004691290749444,1.060049146270752,1.056240226173401,2
2025-12-15 21:37:05,adp_resnet,width_only,50,1,2,1.0940719587326049,1.0499593364715576,1.0499593364715576,0
2025-12-15 21:38:01,adp_resnet,width_only,51,1,2,1.088736653412713,1.0618744720458984,1.0499593364715576,1
2025-12-15 21:38:55,adp_resnet,width_only,52,1,2,1.0876138447443644,1.0574633613586426,1.0499593364715576,2
2025-12-15 21:39:53,adp_resnet,width_only,53,1,2,1.0887295874277751,1.061312099647522,1.0499593364715576,3
2025-12-15 21:40:46,adp_resnet,width_only,54,1,2,1.0870628984663222,1.044017525100708,1.044017525100708,0
2025-12-15 21:41:40,adp_resnet,width_only,55,1,2,1.0839048825369941,1.0436222509384154,1.0436222509384154,0
2025-12-15 21:42:37,adp_resnet,width_only,56,1,2,1.084059124247233,1.0536462566375733,1.0436222509384154,1
2025-12-15 21:43:31,adp_resnet,width_only,57,1,2,1.0814158144632975,1.045177153968811,1.0436222509384154,2
2025-12-15 21:44:24,adp_resnet,width_only,58,1,2,1.078211256281535,1.0765744565963744,1.0436222509384154,3
2025-12-15 21:45:19,adp_resnet,width_only,59,1,2,1.0765386164135402,1.0852120695114136,1.0436222509384154,4
2025-12-15 21:46:14,adp_resnet,width_only,60,1,2,1.077895415412055,1.0418502197265624,1.0418502197265624,0
2025-12-15 21:47:05,adp_resnet,width_only,61,1,2,1.0726053156746758,1.0881570718765259,1.0418502197265624,1
2025-12-15 21:47:56,adp_resnet,width_only,62,1,2,1.0734544761445788,1.0565656200408935,1.0418502197265624,2
2025-12-15 21:48:46,adp_resnet,width_only,63,1,2,1.0669840425067478,1.0287660806655883,1.0287660806655883,0
2025-12-15 21:49:36,adp_resnet,width_only,64,1,2,1.0713083584891425,1.0274519744873047,1.0274519744873047,0
2025-12-15 21:50:31,adp_resnet,width_only,65,1,2,1.0659955188115438,1.022420699119568,1.022420699119568,0
2025-12-15 21:51:22,adp_resnet,width_only,66,1,2,1.0680241456773547,1.0205236642837525,1.0205236642837525,0
2025-12-15 21:52:15,adp_resnet,width_only,67,1,2,1.0644135734346178,1.0441657632827759,1.0205236642837525,1
2025-12-15 21:53:08,adp_resnet,width_only,68,1,2,1.0681565440919665,1.0283792022705078,1.0205236642837525,2
2025-12-15 21:53:59,adp_resnet,width_only,69,1,2,1.062409722603692,1.0387720556259155,1.0205236642837525,3
2025-12-15 21:54:51,adp_resnet,width_only,70,1,2,1.0607851688596937,1.0223419944763183,1.0205236642837525,4
2025-12-15 21:55:41,adp_resnet,width_only,71,1,2,1.0585633299085828,1.0221711854934692,1.0205236642837525,5
2025-12-15 21:56:34,adp_resnet,width_only,72,1,2,1.0561059278488159,1.0276021411895753,1.0205236642837525,6
2025-12-15 21:57:24,adp_resnet,width_only,73,1,2,1.0619303605397543,1.012977660560608,1.012977660560608,0
2025-12-15 21:58:15,adp_resnet,width_only,74,1,2,1.056742923227946,1.0100072696685791,1.0100072696685791,0
2025-12-15 21:59:05,adp_resnet,width_only,75,1,2,1.05162754995558,1.0647348709106446,1.0100072696685791,1
2025-12-15 21:59:55,adp_resnet,width_only,76,1,2,1.0489507840898302,1.025257084274292,1.0100072696685791,2
2025-12-15 22:00:46,adp_resnet,width_only,77,1,2,1.0428414839638604,1.044063803100586,1.0100072696685791,3
