[2026-06-13 21:25:57] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:25:57] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_602_d6_w116/training_log.txt
[2026-06-13 21:25:57] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_602_d6_w116/training_stats.csv
[2026-06-13 21:25:57] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.011526 val_loss=0.002548 best=0.002548 es=0/10
[2026-06-13 21:25:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.003509 val_loss=0.008608 best=0.008608 es=0/10
[2026-06-13 21:25:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.010234 val_loss=0.012200 best=0.012200 es=0/10
[2026-06-13 21:25:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001556 val_loss=0.008337 best=0.008337 es=0/10
[2026-06-13 21:25:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.008282 val_loss=0.002750 best=0.002750 es=0/10
[2026-06-13 21:25:58] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.002546 val_loss=0.001160 best=0.001160 es=0/10
[2026-06-13 21:25:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.004016 val_loss=0.001566 best=0.001566 es=0/10
[2026-06-13 21:25:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.004327 val_loss=0.001428 best=0.001428 es=0/10
[2026-06-13 21:25:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001645 val_loss=0.002296 best=0.002296 es=0/10
[2026-06-13 21:25:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.003442 val_loss=0.001174 best=0.001174 es=0/10
[2026-06-13 21:25:59] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001634 val_loss=0.000959 best=0.000959 es=0/10
[2026-06-13 21:26:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001292 val_loss=0.001171 best=0.001171 es=0/10
[2026-06-13 21:26:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.003502 val_loss=0.001503 best=0.001503 es=0/10
[2026-06-13 21:26:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.002670 val_loss=0.001253 best=0.001253 es=0/10
[2026-06-13 21:26:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001858 val_loss=0.001250 best=0.001250 es=0/10
[2026-06-13 21:26:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001636 val_loss=0.001148 best=0.001148 es=0/10
[2026-06-13 21:26:00] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.002788 val_loss=0.000978 best=0.000978 es=0/10
[2026-06-13 21:26:01] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.002202 val_loss=0.000457 best=0.000457 es=0/10
[2026-06-13 21:26:01] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001181 val_loss=0.000396 best=0.000396 es=0/10
[2026-06-13 21:26:01] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.000928 val_loss=0.000386 best=0.000386 es=0/10
[2026-06-13 21:26:01] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001486 val_loss=0.000419 best=0.000419 es=0/10
[2026-06-13 21:26:02] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001007 val_loss=0.000379 best=0.000379 es=0/10
[2026-06-13 21:26:02] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.000867 val_loss=0.000432 best=0.000432 es=0/10
[2026-06-13 21:26:02] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001106 val_loss=0.000521 best=0.000521 es=0/10
[2026-06-13 21:26:02] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.000364 val_loss=0.000648 best=0.000648 es=0/10
[2026-06-13 21:26:02] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001835 val_loss=0.000517 best=0.000517 es=0/10
[2026-06-13 21:26:02] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001582 val_loss=0.000362 best=0.000362 es=0/10
[2026-06-13 21:26:03] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.000978 val_loss=0.000343 best=0.000343 es=0/10
[2026-06-13 21:26:03] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.000596 val_loss=0.000421 best=0.000421 es=0/10
[2026-06-13 21:26:03] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.000800 val_loss=0.000337 best=0.000337 es=0/10
[2026-06-13 21:26:03] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.002226 val_loss=0.000367 best=0.000367 es=0/10
[2026-06-13 21:26:03] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.000708 val_loss=0.000320 best=0.000320 es=0/10
[2026-06-13 21:26:04] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001179 val_loss=0.000330 best=0.000330 es=0/10
[2026-06-13 21:26:04] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001321 val_loss=0.000525 best=0.000525 es=0/10
[2026-06-13 21:26:04] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.000831 val_loss=0.000329 best=0.000329 es=0/10
[2026-06-13 21:26:04] Epoch 1 | architecture=[116, 116, 116, 116, 116, 23] train_loss=0.001443 val_loss=0.000370 best=0.000370 es=0/10
