timestamp,model,mode,epoch,width,depth,train_loss,val_loss,task,phase,candidate_dir,neurons,best_val,best_epoch,es_counter,improved,train_acc,val_acc,throughput,knn_acc,cluster_nmi
2026-06-13 14:42:16,representation_ae_width_only,ae_width_only,1,376,1,0.27167913832297946,0.24427261025780944,representation,ae_width_only,cand_375_d1_w376,383,0.24427261025780944,1,0,True,0.8934726017082248,0.9053544689420148,,0.9333574293041428,0.13180597030516422
2026-06-13 14:42:34,representation_ae_width_only,ae_width_only,2,376,1,0.2144566762490572,0.22452843691766744,representation,ae_width_only,cand_375_d1_w376,383,0.22452843691766744,2,0,True,0.9154170521288268,0.9126004715925715,,,
2026-06-13 14:42:52,representation_ae_width_only,ae_width_only,3,376,1,0.207761592646389,0.2267331011001281,representation,ae_width_only,cand_375_d1_w376,383,0.22452843691766744,2,1,False,0.9188033820270648,0.9121185521763825,,,
2026-06-13 14:43:10,representation_ae_width_only,ae_width_only,4,376,1,0.2083815465572997,0.22841013911798308,representation,ae_width_only,cand_375_d1_w376,383,0.22452843691766744,2,2,False,0.9187194767754566,0.9112579817903307,,,
2026-06-13 14:47:03,representation_ae_width_only,ae_width_only,5,376,1,0.20494912961793924,0.224135193346903,representation,ae_width_only,cand_375_d1_w376,383,0.224135193346903,5,0,True,0.9204599728921494,0.9134610419786234,,0.9333230064887007,0.1387196208264475
2026-06-13 14:47:21,representation_ae_width_only,ae_width_only,6,376,1,0.20473071104250784,0.2244863206781731,representation,ae_width_only,cand_375_d1_w376,383,0.224135193346903,5,1,False,0.9200856263849745,0.9136331560558338,,,
2026-06-13 14:47:39,representation_ae_width_only,ae_width_only,7,376,1,0.20367123299896228,0.2238965107835272,representation,ae_width_only,cand_375_d1_w376,383,0.2238965107835272,7,0,True,0.9207267485639293,0.9127381628543398,,,
2026-06-13 14:47:54,representation_ae_width_only,ae_width_only,8,376,1,0.20549079630001285,0.22009212967661132,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,0,True,0.9201351089692562,0.9149412230426327,,,
2026-06-13 14:48:11,representation_ae_width_only,ae_width_only,9,376,1,0.20292979388001203,0.22291591609511835,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,1,False,0.9212667541576128,0.9133749849400182,,,
2026-06-13 14:52:09,representation_ae_width_only,ae_width_only,10,376,1,0.20394345681232512,0.22196411114619546,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,2,False,0.9212732084077365,0.9135126762017866,,0.9333230064887007,0.13287283087562202
2026-06-13 14:52:27,representation_ae_width_only,ae_width_only,11,376,1,0.2045147192624752,0.22596017664666737,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,3,False,0.9210021299025408,0.9131856594550868,,,
2026-06-13 14:52:46,representation_ae_width_only,ae_width_only,12,376,1,0.20579145515860903,0.2228192471053559,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,4,False,0.9207353542307609,0.9149756458580748,,,
2026-06-13 14:53:05,representation_ae_width_only,ae_width_only,13,376,1,0.20404584052590619,0.22024033268954438,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,5,False,0.9211204578214754,0.9148379545963065,,,
2026-06-13 14:57:06,representation_ae_width_only,ae_width_only,14,376,1,0.20410517247125678,0.22596745527133674,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,6,False,0.9209827671521698,0.9126865286311767,
2026-06-13 15:02:41,representation_ae_width_only,ae_width_only,15,376,1,0.20368082026091303,0.22397044415752035,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,7,False,0.9211419719885544,0.9151821827507272,
2026-06-13 15:03:07,representation_ae_width_only,ae_width_only,16,376,1,0.2043300221430599,0.22300403126335455,representation,ae_width_only,cand_375_d1_w376,383,0.22009212967661132,8,8,False,0.9209569501516749,0.9130996024164817,
2026-06-13 15:03:30,representation_ae_width_only,ae_width_only,17,376,1,0.20416667245384368,0.21824862782970475,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,0,True,0.9206536003958606,0.9172647630849727,
2026-06-13 15:03:58,representation_ae_width_only,ae_width_only,18,376,1,0.20363233965493344,0.22084734543838164,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,1,False,0.9209203760676405,0.9147174747422592,
2026-06-13 15:04:29,representation_ae_width_only,ae_width_only,19,376,1,0.2026235002600124,0.21835984557426436,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,2,False,0.9211979088229599,0.9150617028966799,
2026-06-13 15:10:08,representation_ae_width_only,ae_width_only,20,376,1,0.2010681394727979,0.21969048718166168,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,3,False,0.9224478819302511,0.9153887196433796,
2026-06-13 15:10:37,representation_ae_width_only,ae_width_only,21,376,1,0.20168673990848993,0.22028804513282146,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,4,False,0.922032658505626,0.9158362162441266,
2026-06-13 15:11:03,representation_ae_width_only,ae_width_only,22,376,1,0.20242815493699984,0.22594699013642716,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,5,False,0.9220046900884232,0.9107932737818626,
2026-06-13 15:11:27,representation_ae_width_only,ae_width_only,23,376,1,0.204734824863377,0.2270250493721064,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,6,False,0.9203287364729674,0.9132028708628078,
2026-06-13 15:11:51,representation_ae_width_only,ae_width_only,24,376,1,0.2029824077966345,0.22129462999643323,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,7,False,0.9218971192530281,0.913719213094439,
2026-06-13 15:17:27,representation_ae_width_only,ae_width_only,25,376,1,0.2036415361533033,0.22120888002751685,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,8,False,0.9213571136593447,0.9127209514466188,
2026-06-13 15:17:49,representation_ae_width_only,ae_width_only,26,376,1,0.20319206231686446,0.22428206160424247,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,9,False,0.9214754415782793,0.9120152837300562,
2026-06-13 15:18:20,representation_ae_width_only,ae_width_only,27,376,1,0.20384718714523678,0.2211558209877946,representation,ae_width_only,cand_375_d1_w376,383,0.21824862782970475,17,10,False,0.9210150384027882,0.9129791225624344,
