task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct
denoising,ae_alt_width,0,cand_000_d1_w1,[1],1.0009482581704372,13,18,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_000_d1_w1/checkpoint_last.pt,True,width,0,0,0,False,0,1.0009482581704372,inf
denoising,ae_alt_width,1,cand_001_d1_w2,[2],0.9456870401123711,10,15,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_001_d1_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_001_d1_w2/checkpoint_last.pt,True,width,0,0,0,False,0,0.9456870401123711,5.520886579999064
denoising,ae_alt_width,2,cand_002_d1_w3,[3],0.9001560022983983,11,16,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_002_d1_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_002_d1_w3/checkpoint_last.pt,True,width,0,0,0,False,0,0.9001560022983983,4.814598898231979
denoising,ae_alt_width,3,cand_003_d1_w4,[4],0.8615777444235029,8,13,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_003_d1_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_003_d1_w4/checkpoint_last.pt,True,width,0,0,0,False,0,0.8615777444235029,4.285730226359908
denoising,ae_alt_width,4,cand_004_d1_w5,[5],0.8332590787797001,11,16,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_004_d1_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_004_d1_w5/checkpoint_last.pt,True,width,0,0,0,False,0,0.8332590787797001,3.2868381091657994
denoising,ae_alt_width,5,cand_005_d1_w6,[6],0.8036132866311502,14,19,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_005_d1_w6/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_005_d1_w6/checkpoint_last.pt,True,width,0,0,0,False,0,0.8036132866311502,3.5578120783233325
denoising,ae_alt_width,6,cand_006_d1_w7,[7],0.7796866799797717,10,15,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_006_d1_w7/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_006_d1_w7/checkpoint_last.pt,True,width,0,0,0,False,0,0.7796866799797717,2.9773781804531714
denoising,ae_alt_width,7,cand_007_d1_w8,[8],0.7572254929621985,10,15,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_007_d1_w8/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_007_d1_w8/checkpoint_last.pt,True,width,0,0,0,False,0,0.7572254929621985,2.880796555118255
denoising,ae_alt_width,8,cand_008_d1_w9,[9],0.7362308039074069,12,17,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_008_d1_w9/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_008_d1_w9/checkpoint_last.pt,True,width,0,0,0,False,0,0.7362308039074069,2.7725808560224614
denoising,ae_alt_width,9,cand_009_d1_w10,[10],0.7146445962548106,15,20,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_009_d1_w10/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_009_d1_w10/checkpoint_last.pt,True,width,0,0,0,False,0,0.7146445962548106,2.931989199315159
denoising,ae_alt_width,10,cand_010_d1_w11,[11],0.6937881747036246,8,13,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_010_d1_w11/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_010_d1_w11/checkpoint_last.pt,True,width,0,0,0,False,0,0.6937881747036246,2.9184326951448
denoising,ae_alt_width,11,cand_011_d1_w12,[12],0.6726342091970552,24,29,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_011_d1_w12/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_011_d1_w12/checkpoint_last.pt,True,width,0,0,0,False,0,0.6726342091970552,3.0490524742088736
denoising,ae_alt_width,12,cand_012_d1_w13,[13],0.6517732398261429,18,23,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_012_d1_w13/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_012_d1_w13/checkpoint_last.pt,True,width,0,0,0,False,0,0.6517732398261429,3.1013839447468348
denoising,ae_alt_width,13,cand_013_d1_w14,[14],0.6311981315339991,5,10,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_013_d1_w14/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_013_d1_w14/checkpoint_last.pt,True,width,0,0,0,False,0,0.6311981315339991,3.156789360918242
denoising,ae_alt_width,14,cand_014_d1_w15,[15],0.6111024631946887,9,14,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_014_d1_w15/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_014_d1_w15/checkpoint_last.pt,True,width,0,0,0,False,0,0.6111024631946887,3.1837338127842467
denoising,ae_alt_width,15,cand_015_d1_w16,[16],0.5907252733345211,6,11,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_015_d1_w16/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_015_d1_w16/checkpoint_last.pt,True,width,0,0,0,False,0,0.5907252733345211,3.334496436758067
denoising,ae_alt_width,16,cand_016_d1_w17,[17],0.5707715274963409,7,12,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_016_d1_w17/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_016_d1_w17/checkpoint_last.pt,True,width,0,0,0,False,0,0.5707715274963409,3.377838521373138
denoising,ae_alt_width,17,cand_017_d1_w18,[18],0.5504761636134066,6,11,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_017_d1_w18/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_017_d1_w18/checkpoint_last.pt,True,width,0,0,0,False,0,0.5504761636134066,3.5557772077312326
denoising,ae_alt_width,18,cand_018_d1_w19,[19],0.5295779966929084,4,9,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_018_d1_w19/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_018_d1_w19/checkpoint_last.pt,True,width,0,0,0,False,0,0.5295779966929084,3.796379989156938
denoising,ae_alt_width,19,cand_019_d1_w20,[20],0.5078513484410814,5,10,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_019_d1_w20/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_019_d1_w20/checkpoint_last.pt,True,width,0,0,0,False,0,0.5078513484410814,4.102634246042111
denoising,ae_alt_width,20,cand_020_d1_w21,[21],0.48848869296306646,5,10,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_020_d1_w21/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_020_d1_w21/checkpoint_last.pt,True,width,0,0,0,False,0,0.48848869296306646,3.8126620195951455
