task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct,warmup_to_uniform
inverse,ae_width_to_depth,0,cand_000_d1_w1,[1],1.3479269742965698,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_000_d1_w1/checkpoint_last.pt,True,width,0,0,0,False,0,1.3479269742965698,inf,False
inverse,ae_width_to_depth,1,cand_001_d1_w2,[2],1.3112670183181763,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_001_d1_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_001_d1_w2/checkpoint_last.pt,True,width,0,0,0,False,0,1.3112670183181763,2.7197286409024453,False
inverse,ae_width_to_depth,2,cand_002_d1_w3,[3],1.3358784914016724,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_002_d1_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_002_d1_w3/checkpoint_last.pt,False,width,1,0,1,False,1,1.3112670183181763,0.0,False
inverse,ae_width_to_depth,3,cand_003_d1_w4,[4],1.3923901319503784,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_003_d1_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_003_d1_w4/checkpoint_last.pt,False,width,2,0,2,False,2,1.3112670183181763,0.0,False
inverse,ae_width_to_depth,4,cand_004_d1_w5,[5],1.3642714023590088,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_004_d1_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_004_d1_w5/checkpoint_last.pt,False,width,3,0,3,False,3,1.3112670183181763,0.0,False
inverse,ae_width_to_depth,5,cand_005_d1_w6,[6],1.3716721534729004,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_005_d1_w6/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_005_d1_w6/checkpoint_last.pt,False,width,4,0,4,False,4,1.3112670183181763,0.0,False
inverse,ae_width_to_depth,6,cand_006_d1_w7,[7],1.3671406507492065,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_006_d1_w7/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_006_d1_w7/checkpoint_last.pt,False,width,5,0,5,False,5,1.3112670183181763,0.0,False
inverse,ae_width_to_depth,7,cand_007_d1_w8,[8],1.3574289083480835,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_007_d1_w8/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_007_d1_w8/checkpoint_last.pt,False,width,6,0,6,False,6,1.3112670183181763,0.0,False
inverse,ae_width_to_depth,8,cand_008_d1_w9,[9],1.3648840188980103,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_008_d1_w9/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_008_d1_w9/checkpoint_last.pt,False,width,7,0,7,False,7,1.3112670183181763,0.0,False
inverse,ae_width_to_depth,9,cand_009_d1_w10,[10],1.3520097732543945,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_009_d1_w10/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_009_d1_w10/checkpoint_last.pt,False,width,8,0,8,False,8,1.3112670183181763,0.0,False
