timestamp,model,mode,epoch,width,depth,train_loss,val_loss,task,phase,candidate_dir,neurons,best_val,best_epoch,es_counter,improved,train_acc,val_acc,throughput,auroc
2026-06-18 14:59:37,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,1,160,10,0.4325886597776847,0.6773247531173044,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.6773247531173044,1,0,True,,,,0.5997140913004824
2026-06-18 14:59:40,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,2,160,10,0.30651196124960656,0.14626924061362742,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.14626924061362742,2,0,True,,,,
2026-06-18 14:59:44,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,3,160,10,0.11065415265531141,0.08483922899496264,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.08483922899496264,3,0,True,,,,
2026-06-18 14:59:48,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,4,160,10,0.07032747770138757,0.060779146004892926,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.060779146004892926,4,0,True,,,,
2026-06-18 14:59:53,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,5,160,10,0.05150530511816657,0.04422207077372432,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.04422207077372432,5,0,True,,,,0.7251596804192924
2026-06-18 14:59:56,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,6,160,10,0.04264387660120968,0.035526521899063884,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.035526521899063884,6,0,True,,,,
2026-06-18 15:00:00,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,7,160,10,0.03354511255713309,0.032289135484822554,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.032289135484822554,7,0,True,,,,
2026-06-18 15:00:03,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,8,160,10,0.02881923994870667,0.026769332313023707,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.026769332313023707,8,0,True,,,,
2026-06-18 15:00:07,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,9,160,10,0.02690173861773244,0.025145216987077917,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.025145216987077917,9,0,True,,,,
2026-06-18 15:00:12,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,10,160,10,0.022395759493353783,0.020325083635278338,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.020325083635278338,10,0,True,,,,0.7426533580749815
2026-06-18 15:00:15,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,11,160,10,0.020498108889931747,0.01881112792104973,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.01881112792104973,11,0,True,,,,
2026-06-18 15:00:18,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,12,160,10,0.018397244347386016,0.01676726295500233,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.01676726295500233,12,0,True,,,,
2026-06-18 15:00:22,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,13,160,10,0.016307447478755777,0.01696950758232086,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.01676726295500233,12,1,False,,,,
2026-06-18 15:00:25,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,14,160,10,0.014012097913800502,0.012446588926414537,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.012446588926414537,14,0,True,,,,
2026-06-18 15:00:30,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,15,160,10,0.014569198519421915,0.013085678314882047,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.012446588926414537,14,1,False,,,,0.7571869491943877
2026-06-18 15:00:33,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,16,160,10,0.012894086624330045,0.013468762889284676,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.012446588926414537,14,2,False,,,,
2026-06-18 15:00:36,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,17,160,10,0.013386901428022468,0.010818257115430543,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.010818257115430543,17,0,True,,,,
2026-06-18 15:00:40,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,18,160,10,0.00922751666344672,0.00831021896658029,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.00831021896658029,18,0,True,,,,
2026-06-18 15:00:43,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,19,160,10,0.011014287928782058,0.011005092023962172,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.00831021896658029,18,1,False,,,,
2026-06-18 15:00:47,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,20,160,10,0.009772991611232703,0.0077908738535816735,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0077908738535816735,20,0,True,,,,0.7672313932025698
2026-06-18 15:00:50,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,21,160,10,0.00798478612402715,0.007116678614070046,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.007116678614070046,21,0,True,,,,
2026-06-18 15:00:54,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,22,160,10,0.006865616251113231,0.006585415849442077,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.006585415849442077,22,0,True,,,,
2026-06-18 15:00:57,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,23,160,10,0.0070669966897012465,0.009462577140807124,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.006585415849442077,22,1,False,,,,
2026-06-18 15:01:01,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,24,160,10,0.007840001275371333,0.005563955902746893,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.005563955902746893,24,0,True,,,,
2026-06-18 15:01:05,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,25,160,10,0.00631001841286517,0.006129229606366418,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.005563955902746893,24,1,False,,,,0.7525336574960191
2026-06-18 15:01:08,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,26,160,10,0.005062502666602278,0.004786531316772551,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.004786531316772551,26,0,True,,,,
2026-06-18 15:01:11,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,27,160,10,0.00826985587565412,0.008338709778648442,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.004786531316772551,26,1,False,,,,
2026-06-18 15:01:14,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,28,160,10,0.005392826463075621,0.004499320310851642,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.004499320310851642,28,0,True,,,,
2026-06-18 15:01:18,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,29,160,10,0.007326909212820386,0.00732230361375664,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.004499320310851642,28,1,False,,,,
2026-06-18 15:01:24,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,30,160,10,0.00776074407886133,0.006060325987774391,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.004499320310851642,28,2,False,,,,0.7445277414858376
2026-06-18 15:01:27,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,31,160,10,0.004486892326737236,0.003968668841956034,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.003968668841956034,31,0,True,,,,
2026-06-18 15:01:30,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,32,160,10,0.004695701138170687,0.00642560849360323,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.003968668841956034,31,1,False,,,,
2026-06-18 15:01:33,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,33,160,10,0.005149910942795198,0.0044411173667727,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.003968668841956034,31,2,False,,,,
2026-06-18 15:01:37,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,34,160,10,0.004678869197652283,0.005424173599794736,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.003968668841956034,31,3,False,,,,
2026-06-18 15:01:41,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,35,160,10,0.004673723956556306,0.0035453429428455897,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0035453429428455897,35,0,True,,,,0.7639787650258897
2026-06-18 15:01:44,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,36,160,10,0.0031437762414073334,0.0033543410064400055,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0033543410064400055,36,0,True,,,,
2026-06-18 15:01:47,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,37,160,10,0.005991649554505253,0.004006577168353075,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0033543410064400055,36,1,False,,,,
2026-06-18 15:01:51,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,38,160,10,0.0047888447878226,0.0054151203791847026,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0033543410064400055,36,2,False,,,,
2026-06-18 15:01:54,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,39,160,10,0.003850828992772736,0.007269671765249592,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0033543410064400055,36,3,False,,,,
2026-06-18 15:01:59,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,40,160,10,0.0042407639811472535,0.0030860581771500716,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0030860581771500716,40,0,True,,,,0.766149070273112
2026-06-18 15:02:03,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,41,160,10,0.0036509130433293366,0.0047857305727015825,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0030860581771500716,40,1,False,,,,
2026-06-18 15:02:06,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,42,160,10,0.0031258823891476763,0.003381468415877323,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0030860581771500716,40,2,False,,,,
2026-06-18 15:02:09,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,43,160,10,0.005004313393462295,0.003207142028605784,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0030860581771500716,40,3,False,,,,
2026-06-18 15:02:12,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,44,160,10,0.003233713677749043,0.003093347030782135,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0030860581771500716,40,4,False,,,,
2026-06-18 15:02:16,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,45,160,10,0.004683969574573514,0.003143862396440618,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.0030860581771500716,40,5,False,,,,0.7615446086598944
2026-06-18 15:02:20,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,46,160,10,0.0035230347344402486,0.002720210681417434,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002720210681417434,46,0,True,,,,
2026-06-18 15:02:23,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,47,160,10,0.0031156342704133973,0.003919358580503708,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002720210681417434,46,1,False,,,,
2026-06-18 15:02:26,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,48,160,10,0.003453069741331525,0.0029348656164045893,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002720210681417434,46,2,False,,,,
2026-06-18 15:02:30,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,49,160,10,0.0041396679242683,0.002546820049483162,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,0,True,,,,
2026-06-18 15:02:34,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,50,160,10,0.0028412061357000903,0.008450994777302477,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,1,False,,,,0.7025575124045921
2026-06-18 15:02:37,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,51,160,10,0.004648541742782706,0.0029761846581663064,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,2,False,,,,
2026-06-18 15:02:41,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,52,160,10,0.00277747196445196,0.004751320466899984,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,3,False,,,,
2026-06-18 15:02:44,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,53,160,10,0.0031943497536848766,0.006952074433767231,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,4,False,,,,
2026-06-18 15:02:47,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,54,160,10,0.0035213507331239647,0.0026587398466033415,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,5,False,,,,
2026-06-18 15:02:52,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,55,160,10,0.0031467178917420767,0.002561251189262816,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,6,False,,,,0.7564300876587451
2026-06-18 15:02:55,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,56,160,10,0.0030239088867429864,0.0026753364162286084,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,7,False,,,,
2026-06-18 15:02:58,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,57,160,10,0.002776388005031831,0.003331601873021182,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,8,False,,,,
2026-06-18 15:03:02,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,58,160,10,0.003657382310581133,0.003542455848807208,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,9,False,,,,
2026-06-18 15:03:05,anomaly_stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,59,160,10,0.003074296417224407,0.0027666234285045064,anomaly,stl_ablation_r05_d10_w0160_160_160_160_160_160_160_160_160_160_160,cand_000_d10_w160,1654,0.002546820049483162,49,10,False,,,,
