task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
simulation,1,ablation_stl,stl_ablation_r01_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,0.01634868048131466,176,186,0.016497135162353516,
simulation,2,ablation_stl,stl_ablation_r02_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,1.122878909111023,17,27,1.234960913658142,
simulation,3,ablation_stl,stl_ablation_r03_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,1.1229665279388428,14,24,1.2352399826049805,
simulation,4,ablation_stl,stl_ablation_r04_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,0.016302412375807762,108,118,0.04923590272665024,
simulation,5,ablation_stl,stl_ablation_r05_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,1.1227781772613525,14,24,1.2350901365280151,
