[2026-05-20 12:30:17] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:30:17] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_043_d1_w44/training_log.txt
[2026-05-20 12:30:17] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_043_d1_w44/training_stats.csv
[2026-05-20 12:30:17] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=43 search_phase=width architecture=[44]
[2026-05-20 12:30:20] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=1 architecture=[44] train_loss=0.062222 val_loss=0.044155 best=0.043753 es=0/5
[2026-05-20 12:30:22] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=2 architecture=[44] train_loss=0.060998 val_loss=0.043668 best=0.043668 es=0/5
[2026-05-20 12:30:25] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=3 architecture=[44] train_loss=0.060480 val_loss=0.043325 best=0.043325 es=0/5
[2026-05-20 12:30:28] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=4 architecture=[44] train_loss=0.060243 val_loss=0.043161 best=0.043161 es=0/5
[2026-05-20 12:30:31] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=5 architecture=[44] train_loss=0.060132 val_loss=0.042822 best=0.042822 es=0/5
[2026-05-20 12:30:34] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=6 architecture=[44] train_loss=0.059910 val_loss=0.042634 best=0.042634 es=0/5
[2026-05-20 12:30:36] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=7 architecture=[44] train_loss=0.059330 val_loss=0.042201 best=0.042201 es=0/5
[2026-05-20 12:30:39] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=8 architecture=[44] train_loss=0.058656 val_loss=0.041586 best=0.041586 es=0/5
[2026-05-20 12:30:42] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=9 architecture=[44] train_loss=0.057824 val_loss=0.040748 best=0.040748 es=0/5
[2026-05-20 12:30:45] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=10 architecture=[44] train_loss=0.056830 val_loss=0.039805 best=0.039805 es=0/5
[2026-05-20 12:30:48] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=11 architecture=[44] train_loss=0.056124 val_loss=0.039126 best=0.039126 es=0/5
[2026-05-20 12:30:50] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=12 architecture=[44] train_loss=0.055674 val_loss=0.038769 best=0.038769 es=0/5
[2026-05-20 12:30:53] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=13 architecture=[44] train_loss=0.055249 val_loss=0.038533 best=0.038533 es=0/5
[2026-05-20 12:30:56] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=14 architecture=[44] train_loss=0.054860 val_loss=0.038266 best=0.038266 es=0/5
[2026-05-20 12:30:59] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=15 architecture=[44] train_loss=0.054627 val_loss=0.037962 best=0.037962 es=0/5
[2026-05-20 12:31:02] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=16 architecture=[44] train_loss=0.054363 val_loss=0.037814 best=0.037814 es=0/5
[2026-05-20 12:31:05] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=17 architecture=[44] train_loss=0.054163 val_loss=0.037714 best=0.037814 es=1/5
[2026-05-20 12:31:08] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=18 architecture=[44] train_loss=0.054170 val_loss=0.037603 best=0.037603 es=0/5
[2026-05-20 12:31:10] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=19 architecture=[44] train_loss=0.053796 val_loss=0.037460 best=0.037460 es=0/5
[2026-05-20 12:31:13] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=20 architecture=[44] train_loss=0.053458 val_loss=0.037367 best=0.037460 es=1/5
[2026-05-20 12:31:16] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=21 architecture=[44] train_loss=0.053245 val_loss=0.037159 best=0.037159 es=0/5
[2026-05-20 12:31:19] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=22 architecture=[44] train_loss=0.052999 val_loss=0.036976 best=0.036976 es=0/5
[2026-05-20 12:31:22] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=23 architecture=[44] train_loss=0.052894 val_loss=0.036863 best=0.036863 es=0/5
[2026-05-20 12:31:25] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=24 architecture=[44] train_loss=0.052678 val_loss=0.036799 best=0.036863 es=1/5
[2026-05-20 12:31:27] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=25 architecture=[44] train_loss=0.052573 val_loss=0.036634 best=0.036634 es=0/5
[2026-05-20 12:31:30] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=26 architecture=[44] train_loss=0.052368 val_loss=0.036502 best=0.036502 es=0/5
[2026-05-20 12:31:33] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=27 architecture=[44] train_loss=0.052479 val_loss=0.036566 best=0.036502 es=1/5
[2026-05-20 12:31:36] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=28 architecture=[44] train_loss=0.052251 val_loss=0.036429 best=0.036502 es=2/5
[2026-05-20 12:31:39] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=29 architecture=[44] train_loss=0.052201 val_loss=0.036389 best=0.036389 es=0/5
[2026-05-20 12:31:42] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=30 architecture=[44] train_loss=0.052226 val_loss=0.036468 best=0.036389 es=1/5
[2026-05-20 12:31:44] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=31 architecture=[44] train_loss=0.052080 val_loss=0.036644 best=0.036389 es=2/5
[2026-05-20 12:31:47] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=32 architecture=[44] train_loss=0.051935 val_loss=0.036526 best=0.036389 es=3/5
[2026-05-20 12:31:50] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=33 architecture=[44] train_loss=0.051836 val_loss=0.036476 best=0.036389 es=4/5
[2026-05-20 12:31:53] [autoencoding][ae_width_to_depth][cand_043_d1_w44] epoch=34 architecture=[44] train_loss=0.051691 val_loss=0.036389 best=0.036389 es=5/5
