task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
representation,ae_width_only,width_only,0.0867341563217917,13,13,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d5/representation/ae_width_only/cand_527_d5_w107/checkpoint_best.pt,cand_527_d5_w107
representation,stl_from_ae_width_only,stl_refit,0.15969482642458657,132,142,0.16150364011274254,0.9370923047796079,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d5/representation/stl_from_ae_width_only/cand_000_d5_w107/checkpoint_best.pt,cand_000_d5_w107
