task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
anomaly,1,ablation_stl,stl_ablation_r01_d02_w0058_58_58,"[58, 58]",10030,0.001171346800168492,62,72,0.27965867872422384,
anomaly,2,ablation_stl,stl_ablation_r02_d02_w0058_58_58,"[58, 58]",10030,0.0010474993478232812,72,82,0.28204935785876756,
anomaly,3,ablation_stl,stl_ablation_r03_d02_w0058_58_58,"[58, 58]",10030,0.0013439160755644066,68,78,0.2786757808354153,
anomaly,4,ablation_stl,stl_ablation_r04_d02_w0058_58_58,"[58, 58]",10030,0.0011041433278407488,65,75,0.2884107922285252,
anomaly,5,ablation_stl,stl_ablation_r05_d02_w0058_58_58,"[58, 58]",10030,0.0012200406554781391,68,78,0.2804970941478195,
