[2026-06-15 08:31:19] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 08:31:19] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_704_d6_w118/training_log.txt
[2026-06-15 08:31:19] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_704_d6_w118/training_stats.csv
[2026-06-15 08:31:19] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.004183 val_loss=0.001285 best=0.001285 es=0/10
[2026-06-15 08:31:20] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001322 val_loss=0.004721 best=0.004721 es=0/10
[2026-06-15 08:31:20] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.004630 val_loss=0.002796 best=0.002796 es=0/10
[2026-06-15 08:31:20] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.003001 val_loss=0.000609 best=0.000609 es=0/10
[2026-06-15 08:31:20] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001502 val_loss=0.001165 best=0.001165 es=0/10
[2026-06-15 08:31:21] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.003168 val_loss=0.001031 best=0.001031 es=0/10
[2026-06-15 08:31:21] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.003984 val_loss=0.000552 best=0.000552 es=0/10
[2026-06-15 08:31:21] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000622 val_loss=0.000621 best=0.000621 es=0/10
[2026-06-15 08:31:21] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001925 val_loss=0.000700 best=0.000700 es=0/10
[2026-06-15 08:31:21] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000864 val_loss=0.000386 best=0.000386 es=0/10
[2026-06-15 08:31:22] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000716 val_loss=0.000486 best=0.000486 es=0/10
[2026-06-15 08:31:22] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001604 val_loss=0.000394 best=0.000394 es=0/10
[2026-06-15 08:31:22] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.003055 val_loss=0.000436 best=0.000436 es=0/10
[2026-06-15 08:31:22] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001536 val_loss=0.000305 best=0.000305 es=0/10
[2026-06-15 08:31:23] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.002610 val_loss=0.000473 best=0.000473 es=0/10
[2026-06-15 08:31:23] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001003 val_loss=0.000283 best=0.000283 es=0/10
[2026-06-15 08:31:23] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001406 val_loss=0.000566 best=0.000566 es=0/10
[2026-06-15 08:31:23] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001052 val_loss=0.000868 best=0.000868 es=0/10
[2026-06-15 08:31:23] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000754 val_loss=0.000492 best=0.000492 es=0/10
[2026-06-15 08:31:24] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000511 val_loss=0.000227 best=0.000227 es=0/10
[2026-06-15 08:31:24] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000756 val_loss=0.000253 best=0.000253 es=0/10
[2026-06-15 08:31:24] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.004057 val_loss=0.000706 best=0.000706 es=0/10
[2026-06-15 08:31:24] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000959 val_loss=0.000198 best=0.000198 es=0/10
[2026-06-15 08:31:25] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000696 val_loss=0.000641 best=0.000641 es=0/10
[2026-06-15 08:31:25] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.001114 val_loss=0.000900 best=0.000900 es=0/10
[2026-06-15 08:31:25] Epoch 1 | architecture=[118, 118, 118, 117, 117, 117] train_loss=0.000942 val_loss=0.000246 best=0.000246 es=0/10
