task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail
simulation,stl_ablation_d06_w128_128_128_128_128_128_128,0,cand_000_d6_w128,"[128, 128, 128, 128, 128, 128]",0.004322052467614412,52,57,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/simulation/stl_ablation_d06_w128_128_128_128_128_128_128/cand_000_d6_w128/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/simulation/stl_ablation_d06_w128_128_128_128_128_128_128/cand_000_d6_w128/checkpoint_last.pt,True,stl_ablation_d06_w128_128_128_128_128_128_128,0,0
