2025-10-03 08:49:46 - INFO - ======== [Run 3/200] width=30 depth=3 ========
2025-10-03 08:49:46 - INFO - Device=cuda | dataset=cifar10 | batch=64 | max_epochs=50 | patience=10 | lr=1.00e-03 | wd=1.0e-04
2025-10-03 08:49:46 - INFO - Model params=17500 | neurons=120 | pooling=[1, 3]
2025-10-03 08:49:58 - INFO - [epoch 1/50] train_loss=1.7535 | val_loss=1.5459 | val_acc=0.4076 | best_val=1.5459@1 | bad=0/10 | lr=1.00e-03 | dt=12.1s
2025-10-03 08:50:09 - INFO - [epoch 2/50] train_loss=1.4543 | val_loss=1.5032 | val_acc=0.4602 | best_val=1.5032@2 | bad=0/10 | lr=1.00e-03 | dt=10.9s
2025-10-03 08:50:20 - INFO - [epoch 3/50] train_loss=1.3343 | val_loss=1.2891 | val_acc=0.5224 | best_val=1.2891@3 | bad=0/10 | lr=1.00e-03 | dt=10.6s
2025-10-03 08:50:30 - INFO - [epoch 4/50] train_loss=1.2483 | val_loss=1.2142 | val_acc=0.5550 | best_val=1.2142@4 | bad=0/10 | lr=1.00e-03 | dt=10.7s
2025-10-03 08:50:41 - INFO - [epoch 5/50] train_loss=1.1947 | val_loss=1.1730 | val_acc=0.5796 | best_val=1.1730@5 | bad=0/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:50:52 - INFO - [epoch 6/50] train_loss=1.1599 | val_loss=1.1601 | val_acc=0.5856 | best_val=1.1601@6 | bad=0/10 | lr=1.00e-03 | dt=11.2s
2025-10-03 08:51:03 - INFO - [epoch 7/50] train_loss=1.1264 | val_loss=1.1653 | val_acc=0.5774 | best_val=1.1601@6 | bad=1/10 | lr=1.00e-03 | dt=11.1s
2025-10-03 08:51:14 - INFO - [epoch 8/50] train_loss=1.0974 | val_loss=1.0841 | val_acc=0.6118 | best_val=1.0841@8 | bad=0/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:51:25 - INFO - [epoch 9/50] train_loss=1.0843 | val_loss=1.1188 | val_acc=0.5954 | best_val=1.0841@8 | bad=1/10 | lr=1.00e-03 | dt=10.9s
2025-10-03 08:51:36 - INFO - [epoch 10/50] train_loss=1.0646 | val_loss=1.1232 | val_acc=0.6062 | best_val=1.0841@8 | bad=2/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:51:47 - INFO - [epoch 11/50] train_loss=1.0438 | val_loss=1.1229 | val_acc=0.6134 | best_val=1.0841@8 | bad=3/10 | lr=1.00e-03 | dt=11.0s
2025-10-03 08:51:58 - INFO - [epoch 12/50] train_loss=1.0373 | val_loss=1.0236 | val_acc=0.6360 | best_val=1.0236@12 | bad=0/10 | lr=1.00e-03 | dt=11.1s
2025-10-03 08:52:09 - INFO - [epoch 13/50] train_loss=1.0234 | val_loss=1.0331 | val_acc=0.6256 | best_val=1.0236@12 | bad=1/10 | lr=1.00e-03 | dt=11.0s
2025-10-03 08:52:20 - INFO - [epoch 14/50] train_loss=1.0094 | val_loss=0.9932 | val_acc=0.6454 | best_val=0.9932@14 | bad=0/10 | lr=1.00e-03 | dt=10.7s
2025-10-03 08:52:30 - INFO - [epoch 15/50] train_loss=0.9970 | val_loss=1.0792 | val_acc=0.6314 | best_val=0.9932@14 | bad=1/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:52:41 - INFO - [epoch 16/50] train_loss=0.9827 | val_loss=1.0476 | val_acc=0.6280 | best_val=0.9932@14 | bad=2/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:52:52 - INFO - [epoch 17/50] train_loss=0.9760 | val_loss=0.9859 | val_acc=0.6502 | best_val=0.9859@17 | bad=0/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:53:03 - INFO - [epoch 18/50] train_loss=0.9639 | val_loss=0.9889 | val_acc=0.6512 | best_val=0.9859@17 | bad=1/10 | lr=1.00e-03 | dt=11.1s
2025-10-03 08:53:14 - INFO - [epoch 19/50] train_loss=0.9553 | val_loss=0.9817 | val_acc=0.6518 | best_val=0.9817@19 | bad=0/10 | lr=1.00e-03 | dt=10.9s
2025-10-03 08:53:25 - INFO - [epoch 20/50] train_loss=0.9482 | val_loss=0.9750 | val_acc=0.6550 | best_val=0.9750@20 | bad=0/10 | lr=1.00e-03 | dt=10.9s
2025-10-03 08:53:36 - INFO - [epoch 21/50] train_loss=0.9325 | val_loss=0.9462 | val_acc=0.6674 | best_val=0.9462@21 | bad=0/10 | lr=1.00e-03 | dt=10.6s
2025-10-03 08:53:46 - INFO - [epoch 22/50] train_loss=0.9270 | val_loss=0.9751 | val_acc=0.6634 | best_val=0.9462@21 | bad=1/10 | lr=1.00e-03 | dt=10.7s
2025-10-03 08:53:57 - INFO - [epoch 23/50] train_loss=0.9148 | val_loss=0.9541 | val_acc=0.6676 | best_val=0.9462@21 | bad=2/10 | lr=1.00e-03 | dt=11.1s
2025-10-03 08:54:08 - INFO - [epoch 24/50] train_loss=0.9100 | val_loss=0.9564 | val_acc=0.6638 | best_val=0.9462@21 | bad=3/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:54:19 - INFO - [epoch 25/50] train_loss=0.9007 | val_loss=0.9914 | val_acc=0.6482 | best_val=0.9462@21 | bad=4/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:54:30 - INFO - [epoch 26/50] train_loss=0.8975 | val_loss=0.9688 | val_acc=0.6658 | best_val=0.9462@21 | bad=5/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:54:41 - INFO - [epoch 27/50] train_loss=0.8947 | val_loss=0.9677 | val_acc=0.6632 | best_val=0.9462@21 | bad=6/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:54:52 - INFO - [epoch 28/50] train_loss=0.8809 | val_loss=0.8902 | val_acc=0.6890 | best_val=0.8902@28 | bad=0/10 | lr=1.00e-03 | dt=11.1s
2025-10-03 08:55:03 - INFO - [epoch 29/50] train_loss=0.8766 | val_loss=0.9767 | val_acc=0.6530 | best_val=0.8902@28 | bad=1/10 | lr=1.00e-03 | dt=11.3s
2025-10-03 08:55:14 - INFO - [epoch 30/50] train_loss=0.8746 | val_loss=0.9039 | val_acc=0.6860 | best_val=0.8902@28 | bad=2/10 | lr=1.00e-03 | dt=10.7s
2025-10-03 08:55:24 - INFO - [epoch 31/50] train_loss=0.8683 | val_loss=0.9601 | val_acc=0.6610 | best_val=0.8902@28 | bad=3/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:55:35 - INFO - [epoch 32/50] train_loss=0.8597 | val_loss=0.9886 | val_acc=0.6576 | best_val=0.8902@28 | bad=4/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:55:46 - INFO - [epoch 33/50] train_loss=0.8531 | val_loss=0.9268 | val_acc=0.6860 | best_val=0.8902@28 | bad=5/10 | lr=1.00e-03 | dt=10.7s
2025-10-03 08:55:57 - INFO - [epoch 34/50] train_loss=0.8512 | val_loss=0.8825 | val_acc=0.6936 | best_val=0.8825@34 | bad=0/10 | lr=1.00e-03 | dt=11.3s
2025-10-03 08:56:08 - INFO - [epoch 35/50] train_loss=0.8442 | val_loss=0.9354 | val_acc=0.6668 | best_val=0.8825@34 | bad=1/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:56:20 - INFO - [epoch 36/50] train_loss=0.8393 | val_loss=0.8640 | val_acc=0.6970 | best_val=0.8640@36 | bad=0/10 | lr=1.00e-03 | dt=11.5s
2025-10-03 08:56:30 - INFO - [epoch 37/50] train_loss=0.8418 | val_loss=0.8477 | val_acc=0.7104 | best_val=0.8477@37 | bad=0/10 | lr=1.00e-03 | dt=10.8s
2025-10-03 08:56:41 - INFO - [epoch 38/50] train_loss=0.8317 | val_loss=0.8883 | val_acc=0.6938 | best_val=0.8477@37 | bad=1/10 | lr=1.00e-03 | dt=10.9s
2025-10-03 08:56:52 - INFO - [epoch 39/50] train_loss=0.8300 | val_loss=0.9356 | val_acc=0.6730 | best_val=0.8477@37 | bad=2/10 | lr=1.00e-03 | dt=11.0s
