[2026-05-18 19:28:22] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-18 19:28:22] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_width_to_depth/cand_018_d1_w19/training_log.txt
[2026-05-18 19:28:22] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_width_to_depth/cand_018_d1_w19/training_stats.csv
[2026-05-18 19:28:22] [CANDIDATE] task=representation phase=ae_width_to_depth index=18 search_phase=width architecture=[19]
[2026-05-18 19:28:26] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=1 architecture=[19] train_loss=0.511375 val_loss=0.510841 best=0.510039 es=0/5
[2026-05-18 19:28:28] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=2 architecture=[19] train_loss=0.510242 val_loss=0.510535 best=0.510039 es=0/5
[2026-05-18 19:28:31] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=3 architecture=[19] train_loss=0.510334 val_loss=0.509940 best=0.509940 es=0/5
[2026-05-18 19:28:33] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=4 architecture=[19] train_loss=0.509487 val_loss=0.509760 best=0.509760 es=0/5
[2026-05-18 19:28:37] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=5 architecture=[19] train_loss=0.509526 val_loss=0.510452 best=0.509760 es=1/5
[2026-05-18 19:28:39] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=6 architecture=[19] train_loss=0.509909 val_loss=0.510190 best=0.509760 es=2/5
[2026-05-18 19:28:42] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=7 architecture=[19] train_loss=0.509768 val_loss=0.510331 best=0.509760 es=3/5
[2026-05-18 19:28:44] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=8 architecture=[19] train_loss=0.509700 val_loss=0.510086 best=0.509760 es=4/5
[2026-05-18 19:28:46] [representation][ae_width_to_depth][cand_018_d1_w19] epoch=9 architecture=[19] train_loss=0.509542 val_loss=0.509705 best=0.509760 es=5/5
