[2026-05-16 17:53:05] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 17:53:05] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_011_d4_w54/training_log.txt
[2026-05-16 17:53:05] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_011_d4_w54/training_stats.csv
[2026-05-16 17:53:08] [representation][random][cand_011_d4_w54] epoch=1 train_loss=0.980901 val_loss=0.951542 best=0.951542 es=0/5
[2026-05-16 17:53:10] [representation][random][cand_011_d4_w54] epoch=2 train_loss=0.769835 val_loss=0.756869 best=0.756869 es=0/5
[2026-05-16 17:53:13] [representation][random][cand_011_d4_w54] epoch=3 train_loss=0.656357 val_loss=0.609660 best=0.609660 es=0/5
[2026-05-16 17:53:15] [representation][random][cand_011_d4_w54] epoch=4 train_loss=0.568427 val_loss=0.519531 best=0.519531 es=0/5
[2026-05-16 17:53:18] [representation][random][cand_011_d4_w54] epoch=5 train_loss=0.494829 val_loss=0.449599 best=0.449599 es=0/5
[2026-05-16 17:53:20] [representation][random][cand_011_d4_w54] epoch=6 train_loss=0.431113 val_loss=0.389588 best=0.389588 es=0/5
[2026-05-16 17:53:23] [representation][random][cand_011_d4_w54] epoch=7 train_loss=0.374237 val_loss=0.338617 best=0.338617 es=0/5
[2026-05-16 17:53:25] [representation][random][cand_011_d4_w54] epoch=8 train_loss=0.324429 val_loss=0.290821 best=0.290821 es=0/5
[2026-05-16 17:53:28] [representation][random][cand_011_d4_w54] epoch=9 train_loss=0.280663 val_loss=0.251287 best=0.251287 es=0/5
[2026-05-16 17:53:30] [representation][random][cand_011_d4_w54] epoch=10 train_loss=0.243660 val_loss=0.216627 best=0.216627 es=0/5
[2026-05-16 17:53:33] [representation][random][cand_011_d4_w54] epoch=11 train_loss=0.211133 val_loss=0.186805 best=0.186805 es=0/5
[2026-05-16 17:53:35] [representation][random][cand_011_d4_w54] epoch=12 train_loss=0.183821 val_loss=0.163367 best=0.163367 es=0/5
[2026-05-16 17:53:38] [representation][random][cand_011_d4_w54] epoch=13 train_loss=0.161725 val_loss=0.142987 best=0.142987 es=0/5
[2026-05-16 17:53:40] [representation][random][cand_011_d4_w54] epoch=14 train_loss=0.143029 val_loss=0.126605 best=0.126605 es=0/5
[2026-05-16 17:53:43] [representation][random][cand_011_d4_w54] epoch=15 train_loss=0.128084 val_loss=0.112841 best=0.112841 es=0/5
[2026-05-16 17:53:45] [representation][random][cand_011_d4_w54] epoch=16 train_loss=0.115175 val_loss=0.101260 best=0.101260 es=0/5
[2026-05-16 17:53:48] [representation][random][cand_011_d4_w54] epoch=17 train_loss=0.105101 val_loss=0.092049 best=0.092049 es=0/5
