[2026-05-18 02:48:43] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:48:43] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_152_d1_w153/training_log.txt
[2026-05-18 02:48:43] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_152_d1_w153/training_stats.csv
[2026-05-18 02:48:43] [CANDIDATE] task=representation phase=ae_alt_width index=152 search_phase=width architecture=[153]
[2026-05-18 02:48:54] [representation][ae_alt_width][cand_152_d1_w153] epoch=1 architecture=[153] train_loss=0.336454 val_loss=0.330150 best=0.318978 es=0/5
[2026-05-18 02:48:57] [representation][ae_alt_width][cand_152_d1_w153] epoch=2 architecture=[153] train_loss=0.320289 val_loss=0.322950 best=0.318978 es=0/5
[2026-05-18 02:49:00] [representation][ae_alt_width][cand_152_d1_w153] epoch=3 architecture=[153] train_loss=0.316821 val_loss=0.323303 best=0.318978 es=1/5
[2026-05-18 02:49:02] [representation][ae_alt_width][cand_152_d1_w153] epoch=4 architecture=[153] train_loss=0.316741 val_loss=0.321949 best=0.318978 es=0/5
[2026-05-18 02:49:13] [representation][ae_alt_width][cand_152_d1_w153] epoch=5 architecture=[153] train_loss=0.316021 val_loss=0.323698 best=0.318978 es=1/5
[2026-05-18 02:49:15] [representation][ae_alt_width][cand_152_d1_w153] epoch=6 architecture=[153] train_loss=0.316974 val_loss=0.322426 best=0.318978 es=2/5
[2026-05-18 02:49:18] [representation][ae_alt_width][cand_152_d1_w153] epoch=7 architecture=[153] train_loss=0.316020 val_loss=0.322183 best=0.318978 es=3/5
[2026-05-18 02:49:20] [representation][ae_alt_width][cand_152_d1_w153] epoch=8 architecture=[153] train_loss=0.315664 val_loss=0.319733 best=0.318978 es=0/5
[2026-05-18 02:49:22] [representation][ae_alt_width][cand_152_d1_w153] epoch=9 architecture=[153] train_loss=0.315078 val_loss=0.321923 best=0.318978 es=1/5
[2026-05-18 02:49:29] [representation][ae_alt_width][cand_152_d1_w153] epoch=10 architecture=[153] train_loss=0.315462 val_loss=0.320084 best=0.318978 es=2/5
[2026-05-18 02:49:31] [representation][ae_alt_width][cand_152_d1_w153] epoch=11 architecture=[153] train_loss=0.315214 val_loss=0.323435 best=0.318978 es=3/5
[2026-05-18 02:49:33] [representation][ae_alt_width][cand_152_d1_w153] epoch=12 architecture=[153] train_loss=0.316585 val_loss=0.324242 best=0.318978 es=4/5
[2026-05-18 02:49:35] [representation][ae_alt_width][cand_152_d1_w153] epoch=13 architecture=[153] train_loss=0.316269 val_loss=0.321684 best=0.318978 es=5/5
