task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
anomaly,ae_width_only,width_only,0.0006681347731500864,16,16,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/anomaly_d4/anomaly/ae_width_only/cand_395_d4_w100/checkpoint_best.pt,cand_395_d4_w100
anomaly,stl_from_ae_width_only,stl_refit,0.0037465733475983143,110,120,0.4213538026976295,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/anomaly_d4/anomaly/stl_from_ae_width_only/cand_000_d4_w100/checkpoint_best.pt,cand_000_d4_w100
