[2026-05-18 01:15:06] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:15:06] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_030_d1_w31/training_log.txt
[2026-05-18 01:15:06] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_030_d1_w31/training_stats.csv
[2026-05-18 01:15:06] [CANDIDATE] task=representation phase=ae_alt_width index=30 search_phase=width architecture=[31]
[2026-05-18 01:15:10] [representation][ae_alt_width][cand_030_d1_w31] epoch=1 architecture=[31] train_loss=0.457225 val_loss=0.457356 best=0.455702 es=0/5
[2026-05-18 01:15:12] [representation][ae_alt_width][cand_030_d1_w31] epoch=2 architecture=[31] train_loss=0.455037 val_loss=0.456947 best=0.455702 es=0/5
[2026-05-18 01:15:14] [representation][ae_alt_width][cand_030_d1_w31] epoch=3 architecture=[31] train_loss=0.454347 val_loss=0.455580 best=0.455580 es=0/5
[2026-05-18 01:15:17] [representation][ae_alt_width][cand_030_d1_w31] epoch=4 architecture=[31] train_loss=0.454039 val_loss=0.455440 best=0.455440 es=0/5
[2026-05-18 01:15:21] [representation][ae_alt_width][cand_030_d1_w31] epoch=5 architecture=[31] train_loss=0.453877 val_loss=0.454985 best=0.454985 es=0/5
[2026-05-18 01:15:23] [representation][ae_alt_width][cand_030_d1_w31] epoch=6 architecture=[31] train_loss=0.453615 val_loss=0.454584 best=0.454584 es=0/5
[2026-05-18 01:15:25] [representation][ae_alt_width][cand_030_d1_w31] epoch=7 architecture=[31] train_loss=0.453924 val_loss=0.455115 best=0.454584 es=1/5
[2026-05-18 01:15:28] [representation][ae_alt_width][cand_030_d1_w31] epoch=8 architecture=[31] train_loss=0.453649 val_loss=0.455020 best=0.454584 es=2/5
[2026-05-18 01:15:30] [representation][ae_alt_width][cand_030_d1_w31] epoch=9 architecture=[31] train_loss=0.453617 val_loss=0.456149 best=0.454584 es=3/5
[2026-05-18 01:15:34] [representation][ae_alt_width][cand_030_d1_w31] epoch=10 architecture=[31] train_loss=0.453902 val_loss=0.454727 best=0.454584 es=4/5
[2026-05-18 01:15:37] [representation][ae_alt_width][cand_030_d1_w31] epoch=11 architecture=[31] train_loss=0.453230 val_loss=0.454831 best=0.454584 es=5/5
