[2026-05-30 00:56:25] Initialized ContinuousLogger for autoencoding_ae_width_only (Mode: ae_width_only)
[2026-05-30 00:56:25] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/autoencoding_d1/autoencoding/ae_width_only/cand_010_d1_w11/training_log.txt
[2026-05-30 00:56:25] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/autoencoding_d1/autoencoding/ae_width_only/cand_010_d1_w11/training_stats.csv
[2026-05-30 00:56:25] [CANDIDATE] task=autoencoding phase=ae_width_only index=10 search_phase=width architecture=[11]
[2026-05-30 00:56:31] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=1 architecture=[11] train_loss=0.682871 val_loss=0.683328 candidate_best=0.683328 global_best=0.682072 es=0/10
[2026-05-30 00:56:36] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=2 architecture=[11] train_loss=0.676002 val_loss=0.680312 candidate_best=0.680312 global_best=0.680312 es=0/10
[2026-05-30 00:56:42] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=3 architecture=[11] train_loss=0.672231 val_loss=0.677389 candidate_best=0.677389 global_best=0.677389 es=0/10
[2026-05-30 00:56:48] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=4 architecture=[11] train_loss=0.669628 val_loss=0.675127 candidate_best=0.675127 global_best=0.675127 es=0/10
[2026-05-30 00:56:53] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=5 architecture=[11] train_loss=0.667644 val_loss=0.673305 candidate_best=0.673305 global_best=0.673305 es=0/10
[2026-05-30 00:56:59] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=6 architecture=[11] train_loss=0.665976 val_loss=0.671776 candidate_best=0.671776 global_best=0.671776 es=0/10
[2026-05-30 00:57:05] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=7 architecture=[11] train_loss=0.664534 val_loss=0.670419 candidate_best=0.670419 global_best=0.670419 es=0/10
[2026-05-30 00:57:10] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=8 architecture=[11] train_loss=0.663266 val_loss=0.669147 candidate_best=0.669147 global_best=0.669147 es=0/10
[2026-05-30 00:57:16] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=9 architecture=[11] train_loss=0.662116 val_loss=0.668065 candidate_best=0.668065 global_best=0.668065 es=0/10
[2026-05-30 00:57:21] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=10 architecture=[11] train_loss=0.661102 val_loss=0.667076 candidate_best=0.667076 global_best=0.667076 es=0/10
[2026-05-30 00:57:27] [autoencoding][ae_width_only][cand_010_d1_w11] epoch=11 architecture=[11] train_loss=0.660202 val_loss=0.666229 candidate_best=0.666229 global_best=0.666229 es=0/10
