task,repeat,ablation_phase,ablation_architecture,ablation_parameter_count,ablation_best_val,reference_kind,reference_phase,reference_architecture,reference_best_val,winner,winner_value
autoencoding,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0005103929262297064,adp,ae_alt_depth,"[89, 89, 89, 89, 88, 88]",0.0019027519011730251,ablation_stl,0.0005103929262297064
autoencoding,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0005103929262297064,adp,ae_alt_width,[83],0.0017266004965750166,ablation_stl,0.0005103929262297064
autoencoding,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0005103929262297064,adp,ae_width_to_depth,[81],0.0014818490814646724,ablation_stl,0.0005103929262297064
autoencoding,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0005103929262297064,adp,ae_depth_to_width,"[101, 101, 101, 101, 101, 100, 100, 100, 100, 100]",0.0015207532007559686,ablation_stl,0.0005103929262297064
autoencoding,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0005103929262297064,paired_stl,stl_from_ae_alt_depth,"[89, 89, 89, 89, 88, 88]",0.013283320477495891,ablation_stl,0.0005103929262297064
autoencoding,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0005103929262297064,paired_stl,stl_from_ae_alt_width,[83],0.0034103280351211124,ablation_stl,0.0005103929262297064
autoencoding,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0005103929262297064,paired_stl,stl_from_ae_width_to_depth,[81],0.0034839527938172305,ablation_stl,0.0005103929262297064
autoencoding,1,stl_ablation_r01_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.0005103929262297064,paired_stl,stl_from_ae_depth_to_width,"[101, 101, 101, 101, 101, 100, 100, 100, 100, 100]",0.023918251889941972,ablation_stl,0.0005103929262297064
autoencoding,2,stl_ablation_r02_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.00044042254299825226,adp,ae_alt_depth,"[89, 89, 89, 89, 88, 88]",0.0019027519011730251,ablation_stl,0.00044042254299825226
autoencoding,2,stl_ablation_r02_d07_w1280_1280_1280_1280_1280_1280_1280_1280,"[1280, 1280, 1280, 1280, 1280, 1280, 1280]",9995574,0.00044042254299825226,adp,ae_alt_width,[83],0.0017266004965750166,ablation_stl,0.00044042254299825226
