[2026-05-20 08:29:56] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:29:56] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_009_d1_w10/training_log.txt
[2026-05-20 08:29:56] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_009_d1_w10/training_stats.csv
[2026-05-20 08:29:56] [CANDIDATE] task=autoencoding phase=ae_alt_width index=9 search_phase=width architecture=[10]
[2026-05-20 08:29:58] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=1 architecture=[10] train_loss=0.694631 val_loss=0.697797 best=0.694548 es=0/5
[2026-05-20 08:30:00] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=2 architecture=[10] train_loss=0.688461 val_loss=0.694685 best=0.694548 es=0/5
[2026-05-20 08:30:02] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=3 architecture=[10] train_loss=0.685160 val_loss=0.692009 best=0.692009 es=0/5
[2026-05-20 08:30:04] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=4 architecture=[10] train_loss=0.682829 val_loss=0.689993 best=0.689993 es=0/5
[2026-05-20 08:30:06] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=5 architecture=[10] train_loss=0.680974 val_loss=0.688349 best=0.688349 es=0/5
[2026-05-20 08:30:08] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=6 architecture=[10] train_loss=0.679374 val_loss=0.686912 best=0.686912 es=0/5
[2026-05-20 08:30:10] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=7 architecture=[10] train_loss=0.677959 val_loss=0.685576 best=0.685576 es=0/5
[2026-05-20 08:30:12] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=8 architecture=[10] train_loss=0.676633 val_loss=0.684327 best=0.684327 es=0/5
[2026-05-20 08:30:14] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=9 architecture=[10] train_loss=0.675388 val_loss=0.683227 best=0.683227 es=0/5
[2026-05-20 08:30:16] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=10 architecture=[10] train_loss=0.674304 val_loss=0.682171 best=0.682171 es=0/5
[2026-05-20 08:30:19] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=11 architecture=[10] train_loss=0.673309 val_loss=0.681226 best=0.681226 es=0/5
[2026-05-20 08:30:21] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=12 architecture=[10] train_loss=0.672457 val_loss=0.680403 best=0.680403 es=0/5
[2026-05-20 08:30:23] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=13 architecture=[10] train_loss=0.671714 val_loss=0.679697 best=0.679697 es=0/5
[2026-05-20 08:30:25] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=14 architecture=[10] train_loss=0.671059 val_loss=0.679101 best=0.679101 es=0/5
[2026-05-20 08:30:27] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=15 architecture=[10] train_loss=0.670505 val_loss=0.678616 best=0.678616 es=0/5
[2026-05-20 08:30:29] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=16 architecture=[10] train_loss=0.670034 val_loss=0.678184 best=0.678184 es=0/5
[2026-05-20 08:30:31] [autoencoding][ae_alt_width][cand_009_d1_w10] epoch=17 architecture=[10] train_loss=0.669650 val_loss=0.677825 best=0.677825 es=0/5
