[2026-05-20 08:40:29] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:40:29] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_014_d1_w15/training_log.txt
[2026-05-20 08:40:29] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_014_d1_w15/training_stats.csv
[2026-05-20 08:40:29] [CANDIDATE] task=autoencoding phase=ae_alt_width index=14 search_phase=width architecture=[15]
[2026-05-20 08:40:31] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=1 architecture=[15] train_loss=0.590996 val_loss=0.595202 best=0.594622 es=0/5
[2026-05-20 08:40:33] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=2 architecture=[15] train_loss=0.586423 val_loss=0.592492 best=0.592492 es=0/5
[2026-05-20 08:40:35] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=3 architecture=[15] train_loss=0.583736 val_loss=0.590337 best=0.590337 es=0/5
[2026-05-20 08:40:38] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=4 architecture=[15] train_loss=0.581714 val_loss=0.588474 best=0.588474 es=0/5
[2026-05-20 08:40:40] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=5 architecture=[15] train_loss=0.579993 val_loss=0.586701 best=0.586701 es=0/5
[2026-05-20 08:40:42] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=6 architecture=[15] train_loss=0.578290 val_loss=0.585013 best=0.585013 es=0/5
[2026-05-20 08:40:44] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=7 architecture=[15] train_loss=0.576730 val_loss=0.583342 best=0.583342 es=0/5
[2026-05-20 08:40:46] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=8 architecture=[15] train_loss=0.575249 val_loss=0.581818 best=0.581818 es=0/5
[2026-05-20 08:40:48] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=9 architecture=[15] train_loss=0.573986 val_loss=0.580386 best=0.580386 es=0/5
[2026-05-20 08:40:50] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=10 architecture=[15] train_loss=0.572702 val_loss=0.579167 best=0.579167 es=0/5
[2026-05-20 08:40:52] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=11 architecture=[15] train_loss=0.571629 val_loss=0.578095 best=0.578095 es=0/5
[2026-05-20 08:40:54] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=12 architecture=[15] train_loss=0.570855 val_loss=0.577301 best=0.577301 es=0/5
[2026-05-20 08:40:57] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=13 architecture=[15] train_loss=0.570266 val_loss=0.576734 best=0.576734 es=0/5
[2026-05-20 08:40:59] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=14 architecture=[15] train_loss=0.569820 val_loss=0.576284 best=0.576284 es=0/5
[2026-05-20 08:41:01] [autoencoding][ae_alt_width][cand_014_d1_w15] epoch=15 architecture=[15] train_loss=0.569418 val_loss=0.575853 best=0.575853 es=0/5
