[2026-05-20 11:37:25] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 11:37:25] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_009_d1_w10/training_log.txt
[2026-05-20 11:37:25] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_009_d1_w10/training_stats.csv
[2026-05-20 11:37:25] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=9 search_phase=width architecture=[10]
[2026-05-20 11:38:10] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=20 architecture=[10] train_loss=0.670261 val_loss=0.677293 best=0.677293 es=0/5
[2026-05-20 11:38:12] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=21 architecture=[10] train_loss=0.670110 val_loss=0.677144 best=0.677144 es=0/5
[2026-05-20 11:38:15] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=22 architecture=[10] train_loss=0.669956 val_loss=0.677020 best=0.677020 es=0/5
[2026-05-20 11:38:17] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=23 architecture=[10] train_loss=0.669835 val_loss=0.676921 best=0.677020 es=1/5
[2026-05-20 11:38:19] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=24 architecture=[10] train_loss=0.669729 val_loss=0.676834 best=0.676834 es=0/5
[2026-05-20 11:38:22] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=25 architecture=[10] train_loss=0.669649 val_loss=0.676747 best=0.676834 es=1/5
[2026-05-20 11:38:24] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=26 architecture=[10] train_loss=0.669563 val_loss=0.676664 best=0.676664 es=0/5
[2026-05-20 11:38:26] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=27 architecture=[10] train_loss=0.669500 val_loss=0.676604 best=0.676664 es=1/5
[2026-05-20 11:38:28] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=28 architecture=[10] train_loss=0.669424 val_loss=0.676573 best=0.676664 es=2/5
[2026-05-20 11:38:31] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=29 architecture=[10] train_loss=0.669378 val_loss=0.676511 best=0.676511 es=0/5
[2026-05-20 11:38:33] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=30 architecture=[10] train_loss=0.669315 val_loss=0.676466 best=0.676511 es=1/5
[2026-05-20 11:38:35] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=31 architecture=[10] train_loss=0.669274 val_loss=0.676422 best=0.676511 es=2/5
[2026-05-20 11:38:38] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=32 architecture=[10] train_loss=0.669237 val_loss=0.676387 best=0.676387 es=0/5
[2026-05-20 11:38:40] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=33 architecture=[10] train_loss=0.669186 val_loss=0.676346 best=0.676387 es=1/5
[2026-05-20 11:38:42] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=34 architecture=[10] train_loss=0.669149 val_loss=0.676301 best=0.676387 es=2/5
[2026-05-20 11:38:44] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=35 architecture=[10] train_loss=0.669115 val_loss=0.676270 best=0.676270 es=0/5
[2026-05-20 11:38:47] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=36 architecture=[10] train_loss=0.669076 val_loss=0.676239 best=0.676270 es=1/5
[2026-05-20 11:38:49] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=37 architecture=[10] train_loss=0.669054 val_loss=0.676199 best=0.676270 es=2/5
[2026-05-20 11:38:51] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=38 architecture=[10] train_loss=0.669020 val_loss=0.676158 best=0.676158 es=0/5
[2026-05-20 11:38:53] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=39 architecture=[10] train_loss=0.669010 val_loss=0.676129 best=0.676158 es=1/5
[2026-05-20 11:38:55] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=40 architecture=[10] train_loss=0.668982 val_loss=0.676111 best=0.676158 es=2/5
[2026-05-20 11:38:58] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=41 architecture=[10] train_loss=0.668942 val_loss=0.676083 best=0.676158 es=3/5
[2026-05-20 11:39:00] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=42 architecture=[10] train_loss=0.668919 val_loss=0.676040 best=0.676040 es=0/5
[2026-05-20 11:39:02] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=43 architecture=[10] train_loss=0.668894 val_loss=0.676054 best=0.676040 es=1/5
[2026-05-20 11:39:05] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=44 architecture=[10] train_loss=0.668879 val_loss=0.676021 best=0.676040 es=2/5
[2026-05-20 11:39:07] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=45 architecture=[10] train_loss=0.668841 val_loss=0.675983 best=0.676040 es=3/5
[2026-05-20 11:39:09] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=46 architecture=[10] train_loss=0.668815 val_loss=0.675955 best=0.676040 es=4/5
[2026-05-20 11:39:12] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=47 architecture=[10] train_loss=0.668783 val_loss=0.675923 best=0.675923 es=0/5
[2026-05-20 11:39:16] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=48 architecture=[10] train_loss=0.668766 val_loss=0.675902 best=0.675923 es=1/5
[2026-05-20 11:39:20] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=49 architecture=[10] train_loss=0.668761 val_loss=0.675876 best=0.675923 es=2/5
[2026-05-20 11:39:25] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=50 architecture=[10] train_loss=0.668731 val_loss=0.675855 best=0.675923 es=3/5
[2026-05-20 11:39:27] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=51 architecture=[10] train_loss=0.668720 val_loss=0.675838 best=0.675923 es=4/5
[2026-05-20 11:39:30] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=52 architecture=[10] train_loss=0.668696 val_loss=0.675811 best=0.675811 es=0/5
[2026-05-20 11:39:32] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=53 architecture=[10] train_loss=0.668683 val_loss=0.675781 best=0.675811 es=1/5
[2026-05-20 11:39:34] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=54 architecture=[10] train_loss=0.668658 val_loss=0.675771 best=0.675811 es=2/5
[2026-05-20 11:39:36] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=55 architecture=[10] train_loss=0.668636 val_loss=0.675755 best=0.675811 es=3/5
[2026-05-20 11:39:39] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=56 architecture=[10] train_loss=0.668632 val_loss=0.675735 best=0.675811 es=4/5
[2026-05-20 11:39:41] [autoencoding][ae_width_to_depth][cand_009_d1_w10] epoch=57 architecture=[10] train_loss=0.668630 val_loss=0.675713 best=0.675811 es=5/5
