[2026-05-20 12:49:45] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:49:45] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_063_d1_w64/training_log.txt
[2026-05-20 12:49:45] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_063_d1_w64/training_stats.csv
[2026-05-20 12:49:45] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=63 search_phase=width architecture=[64]
[2026-05-20 12:49:48] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=1 architecture=[64] train_loss=0.004643 val_loss=0.003394 best=0.002909 es=0/5
[2026-05-20 12:49:51] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=2 architecture=[64] train_loss=0.003793 val_loss=0.002984 best=0.002909 es=0/5
[2026-05-20 12:49:53] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=3 architecture=[64] train_loss=0.003354 val_loss=0.002905 best=0.002909 es=1/5
[2026-05-20 12:49:56] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=4 architecture=[64] train_loss=0.003290 val_loss=0.002870 best=0.002870 es=0/5
[2026-05-20 12:49:59] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=5 architecture=[64] train_loss=0.003541 val_loss=0.002862 best=0.002870 es=1/5
[2026-05-20 12:50:02] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=6 architecture=[64] train_loss=0.003332 val_loss=0.002827 best=0.002870 es=2/5
[2026-05-20 12:50:05] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=7 architecture=[64] train_loss=0.003285 val_loss=0.002769 best=0.002769 es=0/5
[2026-05-20 12:50:08] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=8 architecture=[64] train_loss=0.003229 val_loss=0.002735 best=0.002769 es=1/5
[2026-05-20 12:50:10] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=9 architecture=[64] train_loss=0.003242 val_loss=0.002716 best=0.002769 es=2/5
[2026-05-20 12:50:13] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=10 architecture=[64] train_loss=0.003612 val_loss=0.002940 best=0.002769 es=3/5
[2026-05-20 12:50:16] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=11 architecture=[64] train_loss=0.003737 val_loss=0.003092 best=0.002769 es=4/5
[2026-05-20 12:50:19] [autoencoding][ae_width_to_depth][cand_063_d1_w64] epoch=12 architecture=[64] train_loss=0.003549 val_loss=0.002745 best=0.002769 es=5/5
