[2026-06-14 03:36:16] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 03:36:16] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_732_d6_w123/training_log.txt
[2026-06-14 03:36:16] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_732_d6_w123/training_stats.csv
[2026-06-14 03:36:17] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.004031 val_loss=0.000770 best=0.000770 es=0/10
[2026-06-14 03:36:17] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.000896 val_loss=0.007686 best=0.007686 es=0/10
[2026-06-14 03:36:17] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.005299 val_loss=0.006380 best=0.006380 es=0/10
[2026-06-14 03:36:18] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.002175 val_loss=0.000556 best=0.000556 es=0/10
[2026-06-14 03:36:18] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001961 val_loss=0.002859 best=0.002859 es=0/10
[2026-06-14 03:36:19] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.003397 val_loss=0.001118 best=0.001118 es=0/10
[2026-06-14 03:36:19] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001277 val_loss=0.000390 best=0.000390 es=0/10
[2026-06-14 03:36:19] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.000862 val_loss=0.001585 best=0.001585 es=0/10
[2026-06-14 03:36:20] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001844 val_loss=0.001931 best=0.001931 es=0/10
[2026-06-14 03:36:20] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.005640 val_loss=0.001276 best=0.001276 es=0/10
[2026-06-14 03:36:20] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001539 val_loss=0.000199 best=0.000199 es=0/10
[2026-06-14 03:36:21] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.002065 val_loss=0.000777 best=0.000777 es=0/10
[2026-06-14 03:36:21] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001572 val_loss=0.000468 best=0.000468 es=0/10
[2026-06-14 03:36:22] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.000888 val_loss=0.000245 best=0.000245 es=0/10
[2026-06-14 03:36:22] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001193 val_loss=0.000741 best=0.000741 es=0/10
[2026-06-14 03:36:22] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001165 val_loss=0.000856 best=0.000856 es=0/10
[2026-06-14 03:36:23] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001721 val_loss=0.000660 best=0.000660 es=0/10
[2026-06-14 03:36:23] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.000962 val_loss=0.000278 best=0.000278 es=0/10
[2026-06-14 03:36:23] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.000533 val_loss=0.000441 best=0.000441 es=0/10
[2026-06-14 03:36:24] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.001556 val_loss=0.000334 best=0.000334 es=0/10
[2026-06-14 03:36:24] Epoch 1 | architecture=[123, 122, 122, 122, 122, 122] train_loss=0.000967 val_loss=0.000365 best=0.000365 es=0/10
