task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
anomaly,ae_width_only,width_only,0.0005782330889739222,4,4,,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/anomaly/repeat_04/d01/anomaly/ae_width_only/cand_064_d1_w65/checkpoint_best.pt,cand_064_d1_w65
anomaly,stl_from_ae_width_only,stl_refit,0.0009344010561032689,95,105,0.2731040679637119,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/anomaly/repeat_04/d01/anomaly/stl_from_ae_width_only/cand_000_d1_w65/checkpoint_best.pt,cand_000_d1_w65
