[2026-05-18 01:20:25] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:20:25] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_036_d1_w37/training_log.txt
[2026-05-18 01:20:25] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_036_d1_w37/training_stats.csv
[2026-05-18 01:20:25] [CANDIDATE] task=representation phase=ae_alt_width index=36 search_phase=width architecture=[37]
[2026-05-18 01:20:29] [representation][ae_alt_width][cand_036_d1_w37] epoch=1 architecture=[37] train_loss=0.446252 val_loss=0.447327 best=0.445034 es=0/5
[2026-05-18 01:20:31] [representation][ae_alt_width][cand_036_d1_w37] epoch=2 architecture=[37] train_loss=0.443909 val_loss=0.445360 best=0.445034 es=0/5
[2026-05-18 01:20:34] [representation][ae_alt_width][cand_036_d1_w37] epoch=3 architecture=[37] train_loss=0.443268 val_loss=0.444897 best=0.444897 es=0/5
[2026-05-18 01:20:36] [representation][ae_alt_width][cand_036_d1_w37] epoch=4 architecture=[37] train_loss=0.442919 val_loss=0.445290 best=0.444897 es=1/5
[2026-05-18 01:20:40] [representation][ae_alt_width][cand_036_d1_w37] epoch=5 architecture=[37] train_loss=0.443083 val_loss=0.444504 best=0.444504 es=0/5
[2026-05-18 01:20:42] [representation][ae_alt_width][cand_036_d1_w37] epoch=6 architecture=[37] train_loss=0.442312 val_loss=0.444384 best=0.444384 es=0/5
[2026-05-18 01:20:45] [representation][ae_alt_width][cand_036_d1_w37] epoch=7 architecture=[37] train_loss=0.442165 val_loss=0.444554 best=0.444384 es=1/5
[2026-05-18 01:20:47] [representation][ae_alt_width][cand_036_d1_w37] epoch=8 architecture=[37] train_loss=0.442839 val_loss=0.445198 best=0.444384 es=2/5
[2026-05-18 01:20:49] [representation][ae_alt_width][cand_036_d1_w37] epoch=9 architecture=[37] train_loss=0.442862 val_loss=0.444892 best=0.444384 es=3/5
[2026-05-18 01:20:53] [representation][ae_alt_width][cand_036_d1_w37] epoch=10 architecture=[37] train_loss=0.442421 val_loss=0.444228 best=0.444228 es=0/5
[2026-05-18 01:20:56] [representation][ae_alt_width][cand_036_d1_w37] epoch=11 architecture=[37] train_loss=0.442579 val_loss=0.444141 best=0.444228 es=1/5
[2026-05-18 01:20:58] [representation][ae_alt_width][cand_036_d1_w37] epoch=12 architecture=[37] train_loss=0.442168 val_loss=0.443945 best=0.443945 es=0/5
[2026-05-18 01:21:00] [representation][ae_alt_width][cand_036_d1_w37] epoch=13 architecture=[37] train_loss=0.441377 val_loss=0.443652 best=0.443652 es=0/5
[2026-05-18 01:21:02] [representation][ae_alt_width][cand_036_d1_w37] epoch=14 architecture=[37] train_loss=0.441969 val_loss=0.444139 best=0.443652 es=1/5
[2026-05-18 01:21:06] [representation][ae_alt_width][cand_036_d1_w37] epoch=15 architecture=[37] train_loss=0.441630 val_loss=0.443402 best=0.443402 es=0/5
[2026-05-18 01:21:08] [representation][ae_alt_width][cand_036_d1_w37] epoch=16 architecture=[37] train_loss=0.441913 val_loss=0.444067 best=0.443402 es=1/5
[2026-05-18 01:21:11] [representation][ae_alt_width][cand_036_d1_w37] epoch=17 architecture=[37] train_loss=0.442103 val_loss=0.444004 best=0.443402 es=2/5
[2026-05-18 01:21:13] [representation][ae_alt_width][cand_036_d1_w37] epoch=18 architecture=[37] train_loss=0.441369 val_loss=0.443791 best=0.443402 es=3/5
[2026-05-18 01:21:15] [representation][ae_alt_width][cand_036_d1_w37] epoch=19 architecture=[37] train_loss=0.441099 val_loss=0.442939 best=0.442939 es=0/5
[2026-05-18 01:21:20] [representation][ae_alt_width][cand_036_d1_w37] epoch=20 architecture=[37] train_loss=0.440854 val_loss=0.442850 best=0.442939 es=1/5
[2026-05-18 01:21:22] [representation][ae_alt_width][cand_036_d1_w37] epoch=21 architecture=[37] train_loss=0.440405 val_loss=0.442673 best=0.442673 es=0/5
[2026-05-18 01:21:24] [representation][ae_alt_width][cand_036_d1_w37] epoch=22 architecture=[37] train_loss=0.440403 val_loss=0.442252 best=0.442252 es=0/5
[2026-05-18 01:21:27] [representation][ae_alt_width][cand_036_d1_w37] epoch=23 architecture=[37] train_loss=0.440258 val_loss=0.442741 best=0.442252 es=1/5
[2026-05-18 01:21:29] [representation][ae_alt_width][cand_036_d1_w37] epoch=24 architecture=[37] train_loss=0.440830 val_loss=0.442413 best=0.442252 es=2/5
[2026-05-18 01:21:33] [representation][ae_alt_width][cand_036_d1_w37] epoch=25 architecture=[37] train_loss=0.440656 val_loss=0.443164 best=0.442252 es=3/5
[2026-05-18 01:21:35] [representation][ae_alt_width][cand_036_d1_w37] epoch=26 architecture=[37] train_loss=0.440664 val_loss=0.442275 best=0.442252 es=4/5
[2026-05-18 01:21:38] [representation][ae_alt_width][cand_036_d1_w37] epoch=27 architecture=[37] train_loss=0.440487 val_loss=0.442089 best=0.442089 es=0/5
[2026-05-18 01:21:40] [representation][ae_alt_width][cand_036_d1_w37] epoch=28 architecture=[37] train_loss=0.440370 val_loss=0.442615 best=0.442089 es=1/5
[2026-05-18 01:21:42] [representation][ae_alt_width][cand_036_d1_w37] epoch=29 architecture=[37] train_loss=0.440045 val_loss=0.441641 best=0.441641 es=0/5
