[2026-05-16 11:20:20] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:20:20] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_025_d2_w27/training_log.txt
[2026-05-16 11:20:20] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_025_d2_w27/training_stats.csv
[2026-05-16 11:20:23] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=1 train_loss=0.373973 val_loss=0.364304 best=0.364304 es=0/5
[2026-05-16 11:20:26] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=2 train_loss=0.362823 val_loss=0.358486 best=0.358486 es=0/5
[2026-05-16 11:20:28] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=3 train_loss=0.359524 val_loss=0.355882 best=0.355882 es=0/5
[2026-05-16 11:20:31] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=4 train_loss=0.356984 val_loss=0.353679 best=0.353679 es=0/5
[2026-05-16 11:20:33] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=5 train_loss=0.354695 val_loss=0.351380 best=0.351380 es=0/5
[2026-05-16 11:20:36] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=6 train_loss=0.352635 val_loss=0.349242 best=0.349242 es=0/5
[2026-05-16 11:20:38] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=7 train_loss=0.350761 val_loss=0.347384 best=0.347384 es=0/5
[2026-05-16 11:20:41] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=8 train_loss=0.348988 val_loss=0.345819 best=0.345819 es=0/5
[2026-05-16 11:20:43] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=9 train_loss=0.347482 val_loss=0.344454 best=0.344454 es=0/5
[2026-05-16 11:20:46] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=10 train_loss=0.346278 val_loss=0.343560 best=0.343560 es=0/5
[2026-05-16 11:20:49] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=11 train_loss=0.345417 val_loss=0.342787 best=0.342787 es=0/5
[2026-05-16 11:20:51] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=12 train_loss=0.344723 val_loss=0.342286 best=0.342286 es=0/5
[2026-05-16 11:20:54] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=13 train_loss=0.344243 val_loss=0.341806 best=0.341806 es=0/5
[2026-05-16 11:20:56] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=14 train_loss=0.343770 val_loss=0.341434 best=0.341434 es=0/5
[2026-05-16 11:20:59] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=15 train_loss=0.343552 val_loss=0.341165 best=0.341165 es=0/5
[2026-05-16 11:21:01] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=16 train_loss=0.343276 val_loss=0.340883 best=0.340883 es=0/5
[2026-05-16 11:21:04] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=17 train_loss=0.342864 val_loss=0.340789 best=0.340883 es=1/5
[2026-05-16 11:21:06] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=18 train_loss=0.342834 val_loss=0.340818 best=0.340883 es=2/5
[2026-05-16 11:21:09] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=19 train_loss=0.342782 val_loss=0.340548 best=0.340548 es=0/5
[2026-05-16 11:21:11] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=20 train_loss=0.342682 val_loss=0.340456 best=0.340548 es=1/5
[2026-05-16 11:21:14] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=21 train_loss=0.342625 val_loss=0.340522 best=0.340548 es=2/5
[2026-05-16 11:21:16] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=22 train_loss=0.342730 val_loss=0.340539 best=0.340548 es=3/5
[2026-05-16 11:21:19] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=23 train_loss=0.342613 val_loss=0.340495 best=0.340548 es=4/5
[2026-05-16 11:21:21] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=24 train_loss=0.342560 val_loss=0.340405 best=0.340405 es=0/5
[2026-05-16 11:21:24] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=25 train_loss=0.342360 val_loss=0.340537 best=0.340405 es=1/5
[2026-05-16 11:21:26] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=26 train_loss=0.342387 val_loss=0.340327 best=0.340405 es=2/5
[2026-05-16 11:21:29] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=27 train_loss=0.342256 val_loss=0.340342 best=0.340405 es=3/5
[2026-05-16 11:21:31] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=28 train_loss=0.342439 val_loss=0.340416 best=0.340405 es=4/5
[2026-05-16 11:21:34] [representation][ae_width_to_depth][cand_025_d2_w27] epoch=29 train_loss=0.342393 val_loss=0.340332 best=0.340405 es=5/5
