[2026-06-15 07:31:43] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 07:31:43] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_198_d3_w81/training_log.txt
[2026-06-15 07:31:43] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_198_d3_w81/training_stats.csv
[2026-06-15 07:31:43] Epoch 1 | architecture=[81, 81, 37] train_loss=0.010175 val_loss=0.007143 best=0.007143 es=0/10
[2026-06-15 07:31:43] Epoch 1 | architecture=[81, 81, 37] train_loss=0.004672 val_loss=0.010882 best=0.010882 es=0/10
[2026-06-15 07:31:44] Epoch 1 | architecture=[81, 81, 37] train_loss=0.007662 val_loss=0.003069 best=0.003069 es=0/10
[2026-06-15 07:31:44] Epoch 1 | architecture=[81, 81, 37] train_loss=0.004855 val_loss=0.003675 best=0.003675 es=0/10
[2026-06-15 07:31:44] Epoch 1 | architecture=[81, 81, 37] train_loss=0.002217 val_loss=0.005084 best=0.005084 es=0/10
[2026-06-15 07:31:44] Epoch 1 | architecture=[81, 81, 37] train_loss=0.003474 val_loss=0.003466 best=0.003466 es=0/10
[2026-06-15 07:31:44] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001951 val_loss=0.001597 best=0.001597 es=0/10
[2026-06-15 07:31:45] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001995 val_loss=0.002111 best=0.002111 es=0/10
[2026-06-15 07:31:45] Epoch 1 | architecture=[81, 81, 37] train_loss=0.002059 val_loss=0.001405 best=0.001405 es=0/10
[2026-06-15 07:31:45] Epoch 1 | architecture=[81, 81, 37] train_loss=0.002054 val_loss=0.001959 best=0.001959 es=0/10
[2026-06-15 07:31:45] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001386 val_loss=0.001799 best=0.001799 es=0/10
[2026-06-15 07:31:45] Epoch 1 | architecture=[81, 81, 37] train_loss=0.002725 val_loss=0.001724 best=0.001724 es=0/10
[2026-06-15 07:31:46] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001055 val_loss=0.001251 best=0.001251 es=0/10
[2026-06-15 07:31:46] Epoch 1 | architecture=[81, 81, 37] train_loss=0.003167 val_loss=0.001310 best=0.001310 es=0/10
[2026-06-15 07:31:46] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001588 val_loss=0.001005 best=0.001005 es=0/10
[2026-06-15 07:31:46] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001039 val_loss=0.001178 best=0.001178 es=0/10
[2026-06-15 07:31:46] Epoch 1 | architecture=[81, 81, 37] train_loss=0.002588 val_loss=0.001308 best=0.001308 es=0/10
[2026-06-15 07:31:46] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001065 val_loss=0.001033 best=0.001033 es=0/10
[2026-06-15 07:31:47] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001033 val_loss=0.001142 best=0.001142 es=0/10
[2026-06-15 07:31:47] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001568 val_loss=0.001057 best=0.001057 es=0/10
[2026-06-15 07:31:47] Epoch 1 | architecture=[81, 81, 37] train_loss=0.002355 val_loss=0.000988 best=0.000988 es=0/10
[2026-06-15 07:31:48] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001036 val_loss=0.000886 best=0.000886 es=0/10
[2026-06-15 07:31:48] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001214 val_loss=0.001005 best=0.001005 es=0/10
[2026-06-15 07:31:48] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001351 val_loss=0.001101 best=0.001101 es=0/10
[2026-06-15 07:31:48] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001145 val_loss=0.001065 best=0.001065 es=0/10
[2026-06-15 07:31:48] Epoch 1 | architecture=[81, 81, 37] train_loss=0.000965 val_loss=0.001010 best=0.001010 es=0/10
[2026-06-15 07:31:49] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001062 val_loss=0.000898 best=0.000898 es=0/10
[2026-06-15 07:31:49] Epoch 1 | architecture=[81, 81, 37] train_loss=0.000936 val_loss=0.001022 best=0.001022 es=0/10
[2026-06-15 07:31:49] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001001 val_loss=0.000940 best=0.000940 es=0/10
[2026-06-15 07:31:49] Epoch 1 | architecture=[81, 81, 37] train_loss=0.000872 val_loss=0.000986 best=0.000986 es=0/10
[2026-06-15 07:31:50] Epoch 1 | architecture=[81, 81, 37] train_loss=0.000873 val_loss=0.000875 best=0.000875 es=0/10
[2026-06-15 07:31:50] Epoch 1 | architecture=[81, 81, 37] train_loss=0.001379 val_loss=0.000895 best=0.000895 es=0/10
