[2026-06-12 21:25:21] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 21:25:21] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_406_d4_w102/training_log.txt
[2026-06-12 21:25:21] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_406_d4_w102/training_stats.csv
[2026-06-12 21:25:21] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.006077 val_loss=0.004353 best=0.004353 es=0/10
[2026-06-12 21:25:21] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001579 val_loss=0.002754 best=0.002754 es=0/10
[2026-06-12 21:25:22] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.003742 val_loss=0.002841 best=0.002841 es=0/10
[2026-06-12 21:25:22] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.002522 val_loss=0.000819 best=0.000819 es=0/10
[2026-06-12 21:25:22] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.000978 val_loss=0.003399 best=0.003399 es=0/10
[2026-06-12 21:25:22] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.002264 val_loss=0.002092 best=0.002092 es=0/10
[2026-06-12 21:25:22] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001993 val_loss=0.000558 best=0.000558 es=0/10
[2026-06-12 21:25:23] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001089 val_loss=0.001646 best=0.001646 es=0/10
[2026-06-12 21:25:23] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001634 val_loss=0.001011 best=0.001011 es=0/10
[2026-06-12 21:25:23] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001567 val_loss=0.000598 best=0.000598 es=0/10
[2026-06-12 21:25:23] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001180 val_loss=0.001074 best=0.001074 es=0/10
[2026-06-12 21:25:24] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.000697 val_loss=0.000873 best=0.000873 es=0/10
[2026-06-12 21:25:24] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001689 val_loss=0.000553 best=0.000553 es=0/10
[2026-06-12 21:25:24] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.000560 val_loss=0.000829 best=0.000829 es=0/10
[2026-06-12 21:25:24] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.000730 val_loss=0.000853 best=0.000853 es=0/10
[2026-06-12 21:25:24] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.000798 val_loss=0.000399 best=0.000399 es=0/10
[2026-06-12 21:25:24] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001096 val_loss=0.000401 best=0.000401 es=0/10
[2026-06-12 21:25:25] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001599 val_loss=0.000772 best=0.000772 es=0/10
[2026-06-12 21:25:25] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.002413 val_loss=0.000695 best=0.000695 es=0/10
[2026-06-12 21:25:25] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001197 val_loss=0.000350 best=0.000350 es=0/10
[2026-06-12 21:25:25] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.002217 val_loss=0.000654 best=0.000654 es=0/10
[2026-06-12 21:25:25] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001503 val_loss=0.000881 best=0.000881 es=0/10
[2026-06-12 21:25:25] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001090 val_loss=0.000338 best=0.000338 es=0/10
[2026-06-12 21:25:26] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001589 val_loss=0.000820 best=0.000820 es=0/10
[2026-06-12 21:25:26] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.001355 val_loss=0.000680 best=0.000680 es=0/10
[2026-06-12 21:25:26] Epoch 1 | architecture=[102, 102, 102, 101] train_loss=0.000461 val_loss=0.000323 best=0.000323 es=0/10
