task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
generation,ae_width_only,width_only,0.00028895169782177673,37,37,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/generation_d3/generation/ae_width_only/cand_201_d3_w69/checkpoint_best.pt,cand_201_d3_w69
generation,stl_from_ae_width_only,stl_refit,1.0082622114732769,13,23,1.0674713124683277,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/generation_d3/generation/stl_from_ae_width_only/cand_000_d3_w69/checkpoint_best.pt,cand_000_d3_w69
