[2026-05-20 09:29:59] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:29:59] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_062_d1_w63/training_log.txt
[2026-05-20 09:29:59] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_062_d1_w63/training_stats.csv
[2026-05-20 09:29:59] [CANDIDATE] task=autoencoding phase=ae_alt_width index=62 search_phase=width architecture=[63]
[2026-05-20 09:30:01] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=1 architecture=[63] train_loss=0.004693 val_loss=0.003531 best=0.002952 es=0/5
[2026-05-20 09:30:04] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=2 architecture=[63] train_loss=0.003709 val_loss=0.003049 best=0.002952 es=0/5
[2026-05-20 09:30:06] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=3 architecture=[63] train_loss=0.003418 val_loss=0.002931 best=0.002931 es=0/5
[2026-05-20 09:30:09] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=4 architecture=[63] train_loss=0.003406 val_loss=0.002896 best=0.002931 es=1/5
[2026-05-20 09:30:11] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=5 architecture=[63] train_loss=0.003357 val_loss=0.002831 best=0.002831 es=0/5
[2026-05-20 09:30:13] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=6 architecture=[63] train_loss=0.003329 val_loss=0.002823 best=0.002831 es=1/5
[2026-05-20 09:30:16] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=7 architecture=[63] train_loss=0.003308 val_loss=0.002822 best=0.002831 es=2/5
[2026-05-20 09:30:18] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=8 architecture=[63] train_loss=0.003210 val_loss=0.002854 best=0.002831 es=3/5
[2026-05-20 09:30:21] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=9 architecture=[63] train_loss=0.003349 val_loss=0.002964 best=0.002831 es=4/5
[2026-05-20 09:30:23] [autoencoding][ae_alt_width][cand_062_d1_w63] epoch=10 architecture=[63] train_loss=0.003245 val_loss=0.002778 best=0.002831 es=5/5
