[2026-06-13 21:44:42] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:44:42] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_806_d7_w126/training_log.txt
[2026-06-13 21:44:42] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_806_d7_w126/training_stats.csv
[2026-06-13 21:44:42] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.010976 val_loss=0.001877 best=0.001877 es=0/10
[2026-06-13 21:44:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.008296 val_loss=0.001365 best=0.001365 es=0/10
[2026-06-13 21:44:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.005116 val_loss=0.001001 best=0.001001 es=0/10
[2026-06-13 21:44:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.002600 val_loss=0.001160 best=0.001160 es=0/10
[2026-06-13 21:44:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.002937 val_loss=0.001154 best=0.001154 es=0/10
[2026-06-13 21:44:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.003681 val_loss=0.000926 best=0.000926 es=0/10
[2026-06-13 21:44:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.000950 val_loss=0.000706 best=0.000706 es=0/10
[2026-06-13 21:44:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.004302 val_loss=0.000950 best=0.000950 es=0/10
[2026-06-13 21:44:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.002558 val_loss=0.000403 best=0.000403 es=0/10
[2026-06-13 21:44:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.002467 val_loss=0.000670 best=0.000670 es=0/10
[2026-06-13 21:44:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.001840 val_loss=0.001005 best=0.001005 es=0/10
[2026-06-13 21:44:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.001494 val_loss=0.000723 best=0.000723 es=0/10
[2026-06-13 21:44:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.000552 val_loss=0.000358 best=0.000358 es=0/10
[2026-06-13 21:44:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.001135 val_loss=0.000438 best=0.000438 es=0/10
[2026-06-13 21:44:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.001689 val_loss=0.000312 best=0.000312 es=0/10
[2026-06-13 21:44:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.001512 val_loss=0.000364 best=0.000364 es=0/10
[2026-06-13 21:44:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.000793 val_loss=0.000264 best=0.000264 es=0/10
[2026-06-13 21:44:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.001065 val_loss=0.000177 best=0.000177 es=0/10
[2026-06-13 21:44:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.002991 val_loss=0.000201 best=0.000201 es=0/10
[2026-06-13 21:44:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.001029 val_loss=0.000355 best=0.000355 es=0/10
[2026-06-13 21:44:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.000757 val_loss=0.000317 best=0.000317 es=0/10
[2026-06-13 21:44:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.000846 val_loss=0.000261 best=0.000261 es=0/10
[2026-06-13 21:44:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.000751 val_loss=0.000340 best=0.000340 es=0/10
[2026-06-13 21:44:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.000812 val_loss=0.000220 best=0.000220 es=0/10
[2026-06-13 21:44:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.002233 val_loss=0.000453 best=0.000453 es=0/10
[2026-06-13 21:44:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.001413 val_loss=0.000430 best=0.000430 es=0/10
[2026-06-13 21:44:47] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 51] train_loss=0.000814 val_loss=0.000470 best=0.000470 es=0/10
