[2026-05-16 20:33:00] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 20:33:00] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_031_d4_w64/training_log.txt
[2026-05-16 20:33:00] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_031_d4_w64/training_stats.csv
[2026-05-16 20:33:03] [representation][random][cand_031_d4_w64] epoch=1 train_loss=0.950681 val_loss=0.936776 best=0.936776 es=0/5
[2026-05-16 20:33:06] [representation][random][cand_031_d4_w64] epoch=2 train_loss=0.718645 val_loss=0.710888 best=0.710888 es=0/5
[2026-05-16 20:33:09] [representation][random][cand_031_d4_w64] epoch=3 train_loss=0.594082 val_loss=0.546315 best=0.546315 es=0/5
[2026-05-16 20:33:12] [representation][random][cand_031_d4_w64] epoch=4 train_loss=0.498363 val_loss=0.447211 best=0.447211 es=0/5
[2026-05-16 20:33:16] [representation][random][cand_031_d4_w64] epoch=5 train_loss=0.418316 val_loss=0.370013 best=0.370013 es=0/5
[2026-05-16 20:33:19] [representation][random][cand_031_d4_w64] epoch=6 train_loss=0.349268 val_loss=0.306349 best=0.306349 es=0/5
[2026-05-16 20:33:22] [representation][random][cand_031_d4_w64] epoch=7 train_loss=0.291313 val_loss=0.252410 best=0.252410 es=0/5
[2026-05-16 20:33:25] [representation][random][cand_031_d4_w64] epoch=8 train_loss=0.243563 val_loss=0.209043 best=0.209043 es=0/5
[2026-05-16 20:33:28] [representation][random][cand_031_d4_w64] epoch=9 train_loss=0.203838 val_loss=0.173550 best=0.173550 es=0/5
[2026-05-16 20:33:32] [representation][random][cand_031_d4_w64] epoch=10 train_loss=0.171386 val_loss=0.144245 best=0.144245 es=0/5
[2026-05-16 20:33:35] [representation][random][cand_031_d4_w64] epoch=11 train_loss=0.145810 val_loss=0.119426 best=0.119426 es=0/5
[2026-05-16 20:33:38] [representation][random][cand_031_d4_w64] epoch=12 train_loss=0.124389 val_loss=0.102680 best=0.102680 es=0/5
[2026-05-16 20:33:41] [representation][random][cand_031_d4_w64] epoch=13 train_loss=0.109161 val_loss=0.090666 best=0.090666 es=0/5
[2026-05-16 20:33:44] [representation][random][cand_031_d4_w64] epoch=14 train_loss=0.097107 val_loss=0.081874 best=0.081874 es=0/5
[2026-05-16 20:33:47] [representation][random][cand_031_d4_w64] epoch=15 train_loss=0.088254 val_loss=0.074740 best=0.074740 es=0/5
[2026-05-16 20:33:50] [representation][random][cand_031_d4_w64] epoch=16 train_loss=0.081696 val_loss=0.069519 best=0.069519 es=0/5
[2026-05-16 20:33:54] [representation][random][cand_031_d4_w64] epoch=17 train_loss=0.075261 val_loss=0.064970 best=0.064970 es=0/5
[2026-05-16 20:33:57] [representation][random][cand_031_d4_w64] epoch=18 train_loss=0.069680 val_loss=0.060484 best=0.060484 es=0/5
