[2026-05-16 19:35:58] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 19:35:58] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_042_d2_w44/training_log.txt
[2026-05-16 19:35:58] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_042_d2_w44/training_stats.csv
[2026-05-16 19:36:01] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=1 train_loss=0.072723 val_loss=0.048765 best=0.048765 es=0/5
[2026-05-16 19:36:04] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=2 train_loss=0.066433 val_loss=0.046357 best=0.046357 es=0/5
[2026-05-16 19:36:07] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=3 train_loss=0.065010 val_loss=0.045524 best=0.045524 es=0/5
[2026-05-16 19:36:10] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=4 train_loss=0.064254 val_loss=0.044999 best=0.044999 es=0/5
[2026-05-16 19:36:13] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=5 train_loss=0.063925 val_loss=0.044970 best=0.044999 es=1/5
[2026-05-16 19:36:16] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=6 train_loss=0.063886 val_loss=0.044818 best=0.044818 es=0/5
[2026-05-16 19:36:20] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=7 train_loss=0.063622 val_loss=0.044585 best=0.044585 es=0/5
[2026-05-16 19:36:23] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=8 train_loss=0.063258 val_loss=0.044381 best=0.044381 es=0/5
[2026-05-16 19:36:26] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=9 train_loss=0.063117 val_loss=0.044314 best=0.044381 es=1/5
[2026-05-16 19:36:29] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=10 train_loss=0.063106 val_loss=0.044335 best=0.044381 es=2/5
[2026-05-16 19:36:32] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=11 train_loss=0.062907 val_loss=0.044082 best=0.044082 es=0/5
[2026-05-16 19:36:35] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=12 train_loss=0.062647 val_loss=0.043748 best=0.043748 es=0/5
[2026-05-16 19:36:38] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=13 train_loss=0.062059 val_loss=0.043489 best=0.043489 es=0/5
[2026-05-16 19:36:41] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=14 train_loss=0.061507 val_loss=0.043491 best=0.043489 es=1/5
[2026-05-16 19:36:44] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=15 train_loss=0.061227 val_loss=0.043212 best=0.043212 es=0/5
[2026-05-16 19:36:47] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=16 train_loss=0.060853 val_loss=0.043157 best=0.043212 es=1/5
[2026-05-16 19:36:50] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=17 train_loss=0.060343 val_loss=0.042596 best=0.042596 es=0/5
[2026-05-16 19:36:53] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=18 train_loss=0.059759 val_loss=0.042295 best=0.042295 es=0/5
[2026-05-16 19:36:56] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=19 train_loss=0.059197 val_loss=0.042578 best=0.042295 es=1/5
[2026-05-16 19:36:59] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=20 train_loss=0.058789 val_loss=0.041585 best=0.041585 es=0/5
[2026-05-16 19:37:02] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=21 train_loss=0.058549 val_loss=0.041340 best=0.041340 es=0/5
[2026-05-16 19:37:05] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=22 train_loss=0.058215 val_loss=0.041356 best=0.041340 es=1/5
[2026-05-16 19:37:08] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=23 train_loss=0.057427 val_loss=0.040371 best=0.040371 es=0/5
[2026-05-16 19:37:11] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=24 train_loss=0.057254 val_loss=0.040134 best=0.040134 es=0/5
[2026-05-16 19:37:14] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=25 train_loss=0.057021 val_loss=0.040304 best=0.040134 es=1/5
[2026-05-16 19:37:18] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=26 train_loss=0.056990 val_loss=0.040294 best=0.040134 es=2/5
[2026-05-16 19:37:21] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=27 train_loss=0.057168 val_loss=0.040546 best=0.040134 es=3/5
[2026-05-16 19:37:23] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=28 train_loss=0.057233 val_loss=0.040750 best=0.040134 es=4/5
[2026-05-16 19:37:26] [autoencoding][ae_width_to_depth][cand_042_d2_w44] epoch=29 train_loss=0.056647 val_loss=0.040374 best=0.040134 es=5/5
