task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
representation,ae_width_only,width_only,0.09417829813981282,4,4,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d3/representation/ae_width_only/cand_448_d3_w151/checkpoint_best.pt,cand_448_d3_w151
representation,stl_from_ae_width_only,stl_refit,0.1894605723978047,148,158,0.19004362414099507,0.9250959535980448,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d3/representation/stl_from_ae_width_only/cand_000_d3_w151/checkpoint_best.pt,cand_000_d3_w151
