[2026-05-20 11:46:43] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 11:46:43] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_013_d1_w14/training_log.txt
[2026-05-20 11:46:43] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_013_d1_w14/training_stats.csv
[2026-05-20 11:46:43] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=13 search_phase=width architecture=[14]
[2026-05-20 11:46:46] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=1 architecture=[14] train_loss=0.610052 val_loss=0.613970 best=0.613970 es=0/5
[2026-05-20 11:46:48] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=2 architecture=[14] train_loss=0.605736 val_loss=0.611126 best=0.611126 es=0/5
[2026-05-20 11:46:51] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=3 architecture=[14] train_loss=0.603141 val_loss=0.608948 best=0.608948 es=0/5
[2026-05-20 11:46:53] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=4 architecture=[14] train_loss=0.601191 val_loss=0.607138 best=0.607138 es=0/5
[2026-05-20 11:46:56] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=5 architecture=[14] train_loss=0.599493 val_loss=0.605511 best=0.605511 es=0/5
[2026-05-20 11:46:59] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=6 architecture=[14] train_loss=0.597923 val_loss=0.603968 best=0.603968 es=0/5
[2026-05-20 11:47:01] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=7 architecture=[14] train_loss=0.596447 val_loss=0.602522 best=0.602522 es=0/5
[2026-05-20 11:47:04] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=8 architecture=[14] train_loss=0.595076 val_loss=0.601179 best=0.601179 es=0/5
[2026-05-20 11:47:07] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=9 architecture=[14] train_loss=0.593810 val_loss=0.600001 best=0.600001 es=0/5
[2026-05-20 11:47:09] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=10 architecture=[14] train_loss=0.592702 val_loss=0.598926 best=0.598926 es=0/5
[2026-05-20 11:47:12] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=11 architecture=[14] train_loss=0.591703 val_loss=0.597980 best=0.597980 es=0/5
[2026-05-20 11:47:14] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=12 architecture=[14] train_loss=0.590878 val_loss=0.597229 best=0.597229 es=0/5
[2026-05-20 11:47:17] [autoencoding][ae_width_to_depth][cand_013_d1_w14] epoch=13 architecture=[14] train_loss=0.590187 val_loss=0.596619 best=0.596619 es=0/5
