task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc,source_root
simulation,1,,stl_ablation_r04_d03_w0066_66_66_66,"[66, 66, 66]",9901,0.014363759197294712,114,124,0.04163483902812004,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r05_d03_w0066_66_66_66,"[66, 66, 66]",9901,0.00797292124480009,155,165,0.060244932770729065,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r02_d04_w0054_54_54_54_54,"[54, 54, 54, 54]",9883,0.020825764164328575,82,92,0.02572830207645893,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r03_d04_w0054_54_54_54_54,"[54, 54, 54, 54]",9883,0.013555947691202164,106,116,0.11834031343460083,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r04_d04_w0054_54_54_54_54,"[54, 54, 54, 54]",9883,0.017585566267371178,84,94,0.07446244359016418,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r05_d04_w0054_54_54_54_54,"[54, 54, 54, 54]",9883,0.006871754769235849,150,160,0.03046249784529209,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r01_d05_w0047_47_47_47_47_47,"[47, 47, 47, 47, 47]",9965,0.042789239436388016,55,65,0.08320090174674988,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r02_d05_w0047_47_47_47_47_47,"[47, 47, 47, 47, 47]",9965,0.005109002813696861,179,189,0.09920957684516907,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r03_d05_w0047_47_47_47_47_47,"[47, 47, 47, 47, 47]",9965,0.01007932797074318,133,143,0.01596398837864399,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r04_d05_w0047_47_47_47_47_47,"[47, 47, 47, 47, 47]",9965,0.014581679366528988,105,115,0.0870247334241867,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r05_d05_w0047_47_47_47_47_47,"[47, 47, 47, 47, 47]",9965,0.023570682853460312,74,84,0.15286317467689514,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r01_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.019446883350610733,104,114,0.0465254932641983,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r02_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.013342724181711674,104,114,0.04173169657588005,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r03_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.017866648733615875,103,113,0.20694886147975922,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r04_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.02394370175898075,80,90,0.06843402236700058,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r05_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.023421991616487503,85,95,0.05369626730680466,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r03_d07_w0038_38_38_38_38_38_38_38,"[38, 38, 38, 38, 38, 38, 38]",9805,0.026447167620062828,84,94,0.03603053838014603,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r04_d07_w0038_38_38_38_38_38_38_38,"[38, 38, 38, 38, 38, 38, 38]",9805,0.021906957030296326,141,151,0.03184880316257477,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r05_d07_w0038_38_38_38_38_38_38_38,"[38, 38, 38, 38, 38, 38, 38]",9805,0.008783575147390366,193,203,0.02709621749818325,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r01_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,0.01634868048131466,176,186,0.016497135162353516,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r02_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,1.122878909111023,17,27,1.234960913658142,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r03_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,1.1229665279388428,14,24,1.2352399826049805,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r04_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,0.016302412375807762,108,118,0.04923590272665024,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r05_d09_w0033_33_33_33_33_33_33_33_33_33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,1.1227781772613525,14,24,1.2350901365280151,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r03_d10_w0031_31_31_31_31_31_31_31_31_31_31,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",9859,0.06159806251525879,80,90,0.09527940303087234,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r04_d10_w0031_31_31_31_31_31_31_31_31_31_31,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",9859,0.046428702771663666,109,119,0.09622006118297577,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
simulation,1,,stl_ablation_r05_d10_w0031_31_31_31_31_31_31_31_31_31_31,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",9859,1.1229678392410278,9,19,1.2356666326522827,,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1
