[2026-06-14 01:48:22] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 01:48:22] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_062_d2_w49/training_log.txt
[2026-06-14 01:48:22] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_062_d2_w49/training_stats.csv
[2026-06-14 01:48:23] Epoch 1 | architecture=[49, 14] train_loss=0.025211 val_loss=0.012317 best=0.012317 es=0/10
[2026-06-14 01:48:23] Epoch 1 | architecture=[49, 14] train_loss=0.016140 val_loss=0.013606 best=0.013606 es=0/10
[2026-06-14 01:48:23] Epoch 1 | architecture=[49, 14] train_loss=0.012611 val_loss=0.017451 best=0.017451 es=0/10
[2026-06-14 01:48:24] Epoch 1 | architecture=[49, 14] train_loss=0.010949 val_loss=0.018294 best=0.018294 es=0/10
[2026-06-14 01:48:24] Epoch 1 | architecture=[49, 14] train_loss=0.010758 val_loss=0.018812 best=0.018812 es=0/10
[2026-06-14 01:48:24] Epoch 1 | architecture=[49, 14] train_loss=0.010364 val_loss=0.013550 best=0.013550 es=0/10
[2026-06-14 01:48:24] Epoch 1 | architecture=[49, 14] train_loss=0.007649 val_loss=0.010121 best=0.010121 es=0/10
[2026-06-14 01:48:25] Epoch 1 | architecture=[49, 14] train_loss=0.008665 val_loss=0.008893 best=0.008893 es=0/10
[2026-06-14 01:48:25] Epoch 1 | architecture=[49, 14] train_loss=0.010267 val_loss=0.009722 best=0.009722 es=0/10
[2026-06-14 01:48:25] Epoch 1 | architecture=[49, 14] train_loss=0.008463 val_loss=0.010476 best=0.010476 es=0/10
[2026-06-14 01:48:25] Epoch 1 | architecture=[49, 14] train_loss=0.008412 val_loss=0.007985 best=0.007985 es=0/10
[2026-06-14 01:48:26] Epoch 1 | architecture=[49, 14] train_loss=0.006456 val_loss=0.007415 best=0.007415 es=0/10
[2026-06-14 01:48:26] Epoch 1 | architecture=[49, 14] train_loss=0.007078 val_loss=0.007651 best=0.007651 es=0/10
[2026-06-14 01:48:26] Epoch 1 | architecture=[49, 14] train_loss=0.006743 val_loss=0.008510 best=0.008510 es=0/10
[2026-06-14 01:48:26] Epoch 1 | architecture=[49, 14] train_loss=0.006902 val_loss=0.009220 best=0.009220 es=0/10
[2026-06-14 01:48:27] Epoch 1 | architecture=[49, 14] train_loss=0.005694 val_loss=0.008148 best=0.008148 es=0/10
[2026-06-14 01:48:27] Epoch 1 | architecture=[49, 14] train_loss=0.006739 val_loss=0.007307 best=0.007307 es=0/10
[2026-06-14 01:48:27] Epoch 1 | architecture=[49, 14] train_loss=0.006435 val_loss=0.006452 best=0.006452 es=0/10
[2026-06-14 01:48:28] Epoch 1 | architecture=[49, 14] train_loss=0.005492 val_loss=0.006643 best=0.006643 es=0/10
[2026-06-14 01:48:28] Epoch 1 | architecture=[49, 14] train_loss=0.006857 val_loss=0.006872 best=0.006872 es=0/10
[2026-06-14 01:48:29] Epoch 1 | architecture=[49, 14] train_loss=0.005537 val_loss=0.006488 best=0.006488 es=0/10
[2026-06-14 01:48:29] Epoch 1 | architecture=[49, 14] train_loss=0.007374 val_loss=0.006697 best=0.006697 es=0/10
[2026-06-14 01:48:29] Epoch 1 | architecture=[49, 14] train_loss=0.008087 val_loss=0.006958 best=0.006958 es=0/10
[2026-06-14 01:48:29] Epoch 1 | architecture=[49, 14] train_loss=0.005488 val_loss=0.007058 best=0.007058 es=0/10
[2026-06-14 01:48:30] Epoch 1 | architecture=[49, 14] train_loss=0.005099 val_loss=0.007351 best=0.007351 es=0/10
[2026-06-14 01:48:30] Epoch 1 | architecture=[49, 14] train_loss=0.005349 val_loss=0.007051 best=0.007051 es=0/10
[2026-06-14 01:48:30] Epoch 1 | architecture=[49, 14] train_loss=0.008903 val_loss=0.006670 best=0.006670 es=0/10
[2026-06-14 01:48:31] Epoch 1 | architecture=[49, 14] train_loss=0.004847 val_loss=0.006474 best=0.006474 es=0/10
