[2026-05-20 08:54:23] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:54:23] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_027_d1_w28/training_log.txt
[2026-05-20 08:54:23] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_027_d1_w28/training_stats.csv
[2026-05-20 08:54:23] [CANDIDATE] task=autoencoding phase=ae_alt_width index=27 search_phase=width architecture=[28]
[2026-05-20 08:54:25] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=1 architecture=[28] train_loss=0.341595 val_loss=0.342282 best=0.342282 es=0/5
[2026-05-20 08:54:27] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=2 architecture=[28] train_loss=0.338249 val_loss=0.340312 best=0.340312 es=0/5
[2026-05-20 08:54:29] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=3 architecture=[28] train_loss=0.336285 val_loss=0.338364 best=0.338364 es=0/5
[2026-05-20 08:54:31] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=4 architecture=[28] train_loss=0.334370 val_loss=0.336195 best=0.336195 es=0/5
[2026-05-20 08:54:33] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=5 architecture=[28] train_loss=0.332204 val_loss=0.333750 best=0.333750 es=0/5
[2026-05-20 08:54:35] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=6 architecture=[28] train_loss=0.329978 val_loss=0.331408 best=0.331408 es=0/5
[2026-05-20 08:54:37] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=7 architecture=[28] train_loss=0.327971 val_loss=0.329326 best=0.329326 es=0/5
[2026-05-20 08:54:39] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=8 architecture=[28] train_loss=0.326355 val_loss=0.327683 best=0.327683 es=0/5
[2026-05-20 08:54:41] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=9 architecture=[28] train_loss=0.324946 val_loss=0.326320 best=0.326320 es=0/5
[2026-05-20 08:54:44] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=10 architecture=[28] train_loss=0.323759 val_loss=0.325134 best=0.325134 es=0/5
[2026-05-20 08:54:46] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=11 architecture=[28] train_loss=0.322837 val_loss=0.324270 best=0.324270 es=0/5
[2026-05-20 08:54:48] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=12 architecture=[28] train_loss=0.322149 val_loss=0.323622 best=0.323622 es=0/5
[2026-05-20 08:54:50] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=13 architecture=[28] train_loss=0.321699 val_loss=0.323218 best=0.323218 es=0/5
[2026-05-20 08:54:52] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=14 architecture=[28] train_loss=0.321275 val_loss=0.322887 best=0.322887 es=0/5
[2026-05-20 08:54:54] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=15 architecture=[28] train_loss=0.320955 val_loss=0.322626 best=0.322626 es=0/5
[2026-05-20 08:54:56] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=16 architecture=[28] train_loss=0.320728 val_loss=0.322502 best=0.322502 es=0/5
[2026-05-20 08:54:59] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=17 architecture=[28] train_loss=0.320547 val_loss=0.322391 best=0.322391 es=0/5
[2026-05-20 08:55:01] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=18 architecture=[28] train_loss=0.320461 val_loss=0.322420 best=0.322391 es=1/5
[2026-05-20 08:55:03] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=19 architecture=[28] train_loss=0.320353 val_loss=0.322422 best=0.322391 es=2/5
[2026-05-20 08:55:05] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=20 architecture=[28] train_loss=0.320334 val_loss=0.322354 best=0.322391 es=3/5
[2026-05-20 08:55:07] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=21 architecture=[28] train_loss=0.320294 val_loss=0.322457 best=0.322391 es=4/5
[2026-05-20 08:55:09] [autoencoding][ae_alt_width][cand_027_d1_w28] epoch=22 architecture=[28] train_loss=0.320274 val_loss=0.322316 best=0.322391 es=5/5
