[2026-05-20 09:09:21] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:09:21] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_039_d1_w40/training_log.txt
[2026-05-20 09:09:21] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_039_d1_w40/training_stats.csv
[2026-05-20 09:09:21] [CANDIDATE] task=autoencoding phase=ae_alt_width index=39 search_phase=width architecture=[40]
[2026-05-20 09:09:24] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=1 architecture=[40] train_loss=0.116564 val_loss=0.097127 best=0.096750 es=0/5
[2026-05-20 09:09:26] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=2 architecture=[40] train_loss=0.114750 val_loss=0.096431 best=0.096431 es=0/5
[2026-05-20 09:09:28] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=3 architecture=[40] train_loss=0.114233 val_loss=0.095930 best=0.095930 es=0/5
[2026-05-20 09:09:30] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=4 architecture=[40] train_loss=0.113706 val_loss=0.095142 best=0.095142 es=0/5
[2026-05-20 09:09:32] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=5 architecture=[40] train_loss=0.112813 val_loss=0.094126 best=0.094126 es=0/5
[2026-05-20 09:09:34] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=6 architecture=[40] train_loss=0.111734 val_loss=0.092831 best=0.092831 es=0/5
[2026-05-20 09:09:36] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=7 architecture=[40] train_loss=0.110101 val_loss=0.091287 best=0.091287 es=0/5
[2026-05-20 09:09:38] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=8 architecture=[40] train_loss=0.108374 val_loss=0.089691 best=0.089691 es=0/5
[2026-05-20 09:09:40] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=9 architecture=[40] train_loss=0.107124 val_loss=0.088209 best=0.088209 es=0/5
[2026-05-20 09:09:42] [autoencoding][ae_alt_width][cand_039_d1_w40] epoch=10 architecture=[40] train_loss=0.105837 val_loss=0.086992 best=0.086992 es=0/5
