[2026-05-18 01:38:52] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:38:52] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_057_d1_w58/training_log.txt
[2026-05-18 01:38:52] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_057_d1_w58/training_stats.csv
[2026-05-18 01:38:52] [CANDIDATE] task=representation phase=ae_alt_width index=57 search_phase=width architecture=[58]
[2026-05-18 01:38:56] [representation][ae_alt_width][cand_057_d1_w58] epoch=1 architecture=[58] train_loss=0.414228 val_loss=0.412838 best=0.409673 es=0/5
[2026-05-18 01:38:59] [representation][ae_alt_width][cand_057_d1_w58] epoch=2 architecture=[58] train_loss=0.408460 val_loss=0.410128 best=0.409673 es=0/5
[2026-05-18 01:39:01] [representation][ae_alt_width][cand_057_d1_w58] epoch=3 architecture=[58] train_loss=0.407640 val_loss=0.410027 best=0.409673 es=0/5
[2026-05-18 01:39:03] [representation][ae_alt_width][cand_057_d1_w58] epoch=4 architecture=[58] train_loss=0.408093 val_loss=0.411662 best=0.409673 es=1/5
[2026-05-18 01:39:08] [representation][ae_alt_width][cand_057_d1_w58] epoch=5 architecture=[58] train_loss=0.408321 val_loss=0.410957 best=0.409673 es=2/5
[2026-05-18 01:39:10] [representation][ae_alt_width][cand_057_d1_w58] epoch=6 architecture=[58] train_loss=0.407362 val_loss=0.409810 best=0.409673 es=0/5
[2026-05-18 01:39:13] [representation][ae_alt_width][cand_057_d1_w58] epoch=7 architecture=[58] train_loss=0.407273 val_loss=0.409527 best=0.409527 es=0/5
[2026-05-18 01:39:15] [representation][ae_alt_width][cand_057_d1_w58] epoch=8 architecture=[58] train_loss=0.406942 val_loss=0.410354 best=0.409527 es=1/5
[2026-05-18 01:39:17] [representation][ae_alt_width][cand_057_d1_w58] epoch=9 architecture=[58] train_loss=0.406971 val_loss=0.410433 best=0.409527 es=2/5
[2026-05-18 01:39:22] [representation][ae_alt_width][cand_057_d1_w58] epoch=10 architecture=[58] train_loss=0.407089 val_loss=0.409720 best=0.409527 es=3/5
[2026-05-18 01:39:24] [representation][ae_alt_width][cand_057_d1_w58] epoch=11 architecture=[58] train_loss=0.407410 val_loss=0.409928 best=0.409527 es=4/5
[2026-05-18 01:39:26] [representation][ae_alt_width][cand_057_d1_w58] epoch=12 architecture=[58] train_loss=0.407103 val_loss=0.410333 best=0.409527 es=5/5
