task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
simulation,ae_width_only,width_only,0.0007679645786993206,32,32,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d3/simulation/ae_width_only/cand_165_d3_w56/checkpoint_best.pt,cand_165_d3_w56
simulation,stl_from_ae_width_only,stl_refit,0.004797471221536398,238,248,0.024581540375947952,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d3/simulation/stl_from_ae_width_only/cand_000_d3_w56/checkpoint_best.pt,cand_000_d3_w56
