[2026-05-16 18:03:19] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 18:03:48] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=12 train_loss=0.461160 val_loss=0.464557 best=0.464557 es=0/5
[2026-05-16 18:03:50] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=13 train_loss=0.460018 val_loss=0.463632 best=0.463632 es=0/5
[2026-05-16 18:03:53] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=14 train_loss=0.459129 val_loss=0.462809 best=0.462809 es=0/5
[2026-05-16 18:03:55] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=15 train_loss=0.458585 val_loss=0.462188 best=0.462188 es=0/5
[2026-05-16 18:03:57] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=16 train_loss=0.457921 val_loss=0.461576 best=0.461576 es=0/5
[2026-05-16 18:04:00] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=17 train_loss=0.457368 val_loss=0.461136 best=0.461136 es=0/5
[2026-05-16 18:04:02] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=18 train_loss=0.456877 val_loss=0.460784 best=0.460784 es=0/5
[2026-05-16 18:04:05] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=19 train_loss=0.456623 val_loss=0.460401 best=0.460401 es=0/5
[2026-05-16 18:04:07] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=20 train_loss=0.456386 val_loss=0.460248 best=0.460248 es=0/5
[2026-05-16 18:04:10] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=21 train_loss=0.456298 val_loss=0.460134 best=0.460134 es=0/5
[2026-05-16 18:04:12] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=22 train_loss=0.455998 val_loss=0.459951 best=0.459951 es=0/5
[2026-05-16 18:04:14] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=23 train_loss=0.455961 val_loss=0.459863 best=0.459951 es=1/5
[2026-05-16 18:04:17] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=24 train_loss=0.455831 val_loss=0.459776 best=0.459776 es=0/5
[2026-05-16 18:04:19] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=25 train_loss=0.455784 val_loss=0.459775 best=0.459776 es=1/5
[2026-05-16 18:04:22] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=26 train_loss=0.455644 val_loss=0.459599 best=0.459599 es=0/5
[2026-05-16 18:04:24] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=27 train_loss=0.455570 val_loss=0.459521 best=0.459599 es=1/5
[2026-05-16 18:04:26] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=28 train_loss=0.455465 val_loss=0.459502 best=0.459599 es=2/5
[2026-05-16 18:04:29] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=29 train_loss=0.455601 val_loss=0.459448 best=0.459448 es=0/5
[2026-05-16 18:04:31] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=30 train_loss=0.455532 val_loss=0.459379 best=0.459448 es=1/5
[2026-05-16 18:04:34] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=31 train_loss=0.455368 val_loss=0.459372 best=0.459448 es=2/5
[2026-05-16 18:04:36] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=32 train_loss=0.455353 val_loss=0.459378 best=0.459448 es=3/5
[2026-05-16 18:04:39] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=33 train_loss=0.455515 val_loss=0.459426 best=0.459448 es=4/5
[2026-05-16 18:04:41] [autoencoding][ae_width_to_depth][cand_019_d2_w21] epoch=34 train_loss=0.455514 val_loss=0.459478 best=0.459448 es=5/5
