task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
classification,1,ablation_stl,stl_ablation_r01_d07_w0001_1_1_1_1_1_1_1,"[1, 1, 1, 1, 1, 1, 1]",95,1.2069125938976888,18,28,1.2021803037613197,0.486463227827404
classification,2,ablation_stl,stl_ablation_r02_d07_w0001_1_1_1_1_1_1_1,"[1, 1, 1, 1, 1, 1, 1]",95,1.2069064128033886,100,110,1.2022302014140676,0.486463227827404
classification,3,ablation_stl,stl_ablation_r03_d07_w0001_1_1_1_1_1_1_1,"[1, 1, 1, 1, 1, 1, 1]",95,0.8282615104617581,247,257,0.8282046639452095,0.6657544620574517
classification,4,ablation_stl,stl_ablation_r04_d07_w0001_1_1_1_1_1_1_1,"[1, 1, 1, 1, 1, 1, 1]",95,1.2069269353532026,160,170,1.2022446765253108,0.486463227827404
classification,5,ablation_stl,stl_ablation_r05_d07_w0001_1_1_1_1_1_1_1,"[1, 1, 1, 1, 1, 1, 1]",95,1.2069113136673526,50,60,1.2022056095477145,0.486463227827404
classification,1,ablation_stl,stl_ablation_r01_d07_w0002_2_2_2_2_2_2_2,"[2, 2, 2, 2, 2, 2, 2]",195,0.6932292115696326,112,122,0.6898421696684175,0.7155642760021342
classification,2,ablation_stl,stl_ablation_r02_d07_w0002_2_2_2_2_2_2_2,"[2, 2, 2, 2, 2, 2, 2]",195,0.8329232071152272,162,172,0.8279367647924673,0.6518648560265744
classification,3,ablation_stl,stl_ablation_r03_d07_w0002_2_2_2_2_2_2_2,"[2, 2, 2, 2, 2, 2, 2]",195,0.9278252915216537,105,115,0.9224503427265339,0.6364090118930827
classification,4,ablation_stl,stl_ablation_r04_d07_w0002_2_2_2_2_2_2_2,"[2, 2, 2, 2, 2, 2, 2]",195,0.7331385595406894,108,118,0.7309508053144919,0.7096779745615394
classification,5,ablation_stl,stl_ablation_r05_d07_w0002_2_2_2_2_2_2_2,"[2, 2, 2, 2, 2, 2, 2]",195,0.7038848372417211,280,290,0.7024937505418467,0.7113474811104801
classification,1,ablation_stl,stl_ablation_r01_d07_w0003_3_3_3_3_3_3_3,"[3, 3, 3, 3, 3, 3, 3]",307,0.7045637293661386,114,124,0.7071017719893338,0.7239978657854426
classification,2,ablation_stl,stl_ablation_r02_d07_w0003_3_3_3_3_3_3_3,"[3, 3, 3, 3, 3, 3, 3]",307,0.700855236882706,120,130,0.6998762848787539,0.7156159102252974
classification,3,ablation_stl,stl_ablation_r03_d07_w0003_3_3_3_3_3_3_3,"[3, 3, 3, 3, 3, 3, 3]",307,0.7028952214753196,115,125,0.7029587648585442,0.7192647286621573
classification,4,ablation_stl,stl_ablation_r04_d07_w0003_3_3_3_3_3_3_3,"[3, 3, 3, 3, 3, 3, 3]",307,0.7547200780627145,152,162,0.7480511910570556,0.6966833617321561
classification,5,ablation_stl,stl_ablation_r05_d07_w0003_3_3_3_3_3_3_3,"[3, 3, 3, 3, 3, 3, 3]",307,0.6720077894724609,82,92,0.6677803123022521,0.7247723791328893
classification,1,ablation_stl,stl_ablation_r01_d07_w0004_4_4_4_4_4_4_4,"[4, 4, 4, 4, 4, 4, 4]",431,0.666226804317992,109,119,0.6649524379436397,0.7198154937092305
classification,2,ablation_stl,stl_ablation_r02_d07_w0004_4_4_4_4_4_4_4,"[4, 4, 4, 4, 4, 4, 4]",431,0.6570236828895065,172,182,0.6521373684358146,0.7343074990103441
classification,3,ablation_stl,stl_ablation_r03_d07_w0004_4_4_4_4_4_4_4,"[4, 4, 4, 4, 4, 4, 4]",431,0.6594302746349332,132,142,0.6573137901352144,0.7250133388409838
classification,4,ablation_stl,stl_ablation_r04_d07_w0004_4_4_4_4_4_4_4,"[4, 4, 4, 4, 4, 4, 4]",431,0.6623495646067691,124,134,0.6585588603080774,0.7287998485396121
classification,5,ablation_stl,stl_ablation_r05_d07_w0004_4_4_4_4_4_4_4,"[4, 4, 4, 4, 4, 4, 4]",431,0.6353393314964002,138,148,0.6321254385707485,0.7343591332335072
classification,1,ablation_stl,stl_ablation_r01_d07_w0005_5_5_5_5_5_5_5,"[5, 5, 5, 5, 5, 5, 5]",567,0.6108218190893696,176,186,0.6055798426400515,0.7430681055403522
classification,2,ablation_stl,stl_ablation_r02_d07_w0005_5_5_5_5_5_5_5,"[5, 5, 5, 5, 5, 5, 5]",567,0.6268158269425874,114,124,0.624789362792823,0.7408478339443383
classification,3,ablation_stl,stl_ablation_r03_d07_w0005_5_5_5_5_5_5_5,"[5, 5, 5, 5, 5, 5, 5]",567,0.6059012779540994,209,219,0.6015699682770242,0.7436877162183095
classification,4,ablation_stl,stl_ablation_r04_d07_w0005_5_5_5_5_5_5_5,"[5, 5, 5, 5, 5, 5, 5]",567,0.6271260110435855,89,99,0.6239119099217748,0.7392299616185608
classification,5,ablation_stl,stl_ablation_r05_d07_w0005_5_5_5_5_5_5_5,"[5, 5, 5, 5, 5, 5, 5]",567,0.6348077502218418,107,117,0.6304078101219301,0.7350131667269066
classification,1,ablation_stl,stl_ablation_r01_d07_w0006_6_6_6_6_6_6_6,"[6, 6, 6, 6, 6, 6, 6]",715,0.5972441123680097,113,123,0.5939261546137165,0.7511746785769609
classification,2,ablation_stl,stl_ablation_r02_d07_w0006_6_6_6_6_6_6_6,"[6, 6, 6, 6, 6, 6, 6]",715,0.5923240235288,161,171,0.5872545695368886,0.7525515911946438
classification,3,ablation_stl,stl_ablation_r03_d07_w0006_6_6_6_6_6_6_6,"[6, 6, 6, 6, 6, 6, 6]",715,0.5949056913014712,126,136,0.5940748546269631,0.747594705770985
classification,4,ablation_stl,stl_ablation_r04_d07_w0006_6_6_6_6_6_6_6,"[6, 6, 6, 6, 6, 6, 6]",715,0.6178453192495688,96,106,0.6138646994906549,0.7444450181580351
classification,5,ablation_stl,stl_ablation_r05_d07_w0006_6_6_6_6_6_6_6,"[6, 6, 6, 6, 6, 6, 6]",715,0.6113658997106116,68,78,0.6100867839260143,0.7442729040808248
classification,1,ablation_stl,stl_ablation_r01_d07_w0007_7_7_7_7_7_7_7,"[7, 7, 7, 7, 7, 7, 7]",875,0.549737747950787,216,226,0.5486253849419933,0.7707956833789436
classification,2,ablation_stl,stl_ablation_r02_d07_w0007_7_7_7_7_7_7_7,"[7, 7, 7, 7, 7, 7, 7]",875,0.5678023250272759,139,149,0.5639558290329754,0.7599697079224109
classification,3,ablation_stl,stl_ablation_r03_d07_w0007_7_7_7_7_7_7_7,"[7, 7, 7, 7, 7, 7, 7]",875,0.574846333777116,129,139,0.57436071877857,0.7612949863169308
classification,4,ablation_stl,stl_ablation_r04_d07_w0007_7_7_7_7_7_7_7,"[7, 7, 7, 7, 7, 7, 7]",875,0.5838568463337565,155,165,0.5802362423593851,0.7639799659214127
classification,5,ablation_stl,stl_ablation_r05_d07_w0007_7_7_7_7_7_7_7,"[7, 7, 7, 7, 7, 7, 7]",875,0.5773943538645336,137,147,0.5730801836543296,0.7564585807473193
classification,1,ablation_stl,stl_ablation_r01_d07_w0008_8_8_8_8_8_8_8,"[8, 8, 8, 8, 8, 8, 8]",1047,0.5662840934366522,102,112,0.5609347186472897,0.7625858418960086
classification,2,ablation_stl,stl_ablation_r02_d07_w0008_8_8_8_8_8_8_8,"[8, 8, 8, 8, 8, 8, 8]",1047,0.5700876929095579,117,127,0.5678347358276683,0.7618801741794461
classification,3,ablation_stl,stl_ablation_r03_d07_w0008_8_8_8_8_8_8_8,"[8, 8, 8, 8, 8, 8, 8]",1047,0.5578458181636202,120,130,0.5538027245535383,0.7724479785201631
classification,4,ablation_stl,stl_ablation_r04_d07_w0008_8_8_8_8_8_8_8,"[8, 8, 8, 8, 8, 8, 8]",1047,0.552158867348919,106,116,0.5515984645772253,0.7658387979552848
classification,5,ablation_stl,stl_ablation_r05_d07_w0008_8_8_8_8_8_8_8,"[8, 8, 8, 8, 8, 8, 8]",1047,0.5441043377907452,194,204,0.5408868573961096,0.7737904683224041
classification,1,ablation_stl,stl_ablation_r01_d07_w0013_13_13_13_13_13_13_13,"[13, 13, 13, 13, 13, 13, 13]",2087,0.4642433116175267,117,127,0.46032346476765973,0.8051152303746923
classification,2,ablation_stl,stl_ablation_r02_d07_w0013_13_13_13_13_13_13_13,"[13, 13, 13, 13, 13, 13, 13]",2087,0.4518776390323175,120,130,0.44730949917513974,0.8175246553415604
classification,3,ablation_stl,stl_ablation_r03_d07_w0013_13_13_13_13_13_13_13,"[13, 13, 13, 13, 13, 13, 13]",2087,0.4584111932165186,130,140,0.4564010252465447,0.8101753842446774
classification,4,ablation_stl,stl_ablation_r04_d07_w0013_13_13_13_13_13_13_13,"[13, 13, 13, 13, 13, 13, 13]",2087,0.44632431584211624,140,150,0.44408900167814386,0.8169911017022082
classification,5,ablation_stl,stl_ablation_r05_d07_w0013_13_13_13_13_13_13_13,"[13, 13, 13, 13, 13, 13, 13]",2087,0.45964971078244204,88,98,0.4557225243285819,0.8112597029311027
classification,1,ablation_stl,stl_ablation_r01_d07_w0017_17_17_17_17_17_17_17,"[17, 17, 17, 17, 17, 17, 17]",3135,0.3870186012863602,133,143,0.3802161540672789,0.8438064749315847
classification,2,ablation_stl,stl_ablation_r02_d07_w0017_17_17_17_17_17_17_17,"[17, 17, 17, 17, 17, 17, 17]",3135,0.4126479621254715,110,120,0.41058683308288546,0.8291595669609817
classification,3,ablation_stl,stl_ablation_r03_d07_w0017_17_17_17_17_17_17_17,"[17, 17, 17, 17, 17, 17, 17]",3135,0.3961659341384243,122,132,0.3930911696085829,0.8399511196020722
classification,4,ablation_stl,stl_ablation_r04_d07_w0017_17_17_17_17_17_17_17,"[17, 17, 17, 17, 17, 17, 17]",3135,0.39270378264914535,120,130,0.3908034772590274,0.8399339081943512
classification,5,ablation_stl,stl_ablation_r05_d07_w0017_17_17_17_17_17_17_17,"[17, 17, 17, 17, 17, 17, 17]",3135,0.4230412549375349,64,74,0.4226347478024387,0.8280408254591143
classification,1,ablation_stl,stl_ablation_r01_d07_w0020_20_20_20_20_20_20_20,"[20, 20, 20, 20, 20, 20, 20]",4047,0.3611836536065311,114,124,0.35605897563117006,0.8576272353315778
classification,2,ablation_stl,stl_ablation_r02_d07_w0020_20_20_20_20_20_20_20,"[20, 20, 20, 20, 20, 20, 20]",4047,0.3517247069175595,175,185,0.35428143199605355,0.8561470542675685
classification,3,ablation_stl,stl_ablation_r03_d07_w0020_20_20_20_20_20_20_20,"[20, 20, 20, 20, 20, 20, 20]",4047,0.3535688029286808,112,122,0.35564685411677793,0.8576272353315778
classification,4,ablation_stl,stl_ablation_r04_d07_w0020_20_20_20_20_20_20_20,"[20, 20, 20, 20, 20, 20, 20]",4047,0.3592841765276998,121,131,0.3542751121863845,0.8549250443193749
classification,5,ablation_stl,stl_ablation_r05_d07_w0020_20_20_20_20_20_20_20,"[20, 20, 20, 20, 20, 20, 20]",4047,0.3540659721431214,175,185,0.3573548201424056,0.8544259134954648
classification,1,ablation_stl,stl_ablation_r01_d07_w0023_23_23_23_23_23_23_23,"[23, 23, 23, 23, 23, 23, 23]",5067,0.3210349005282544,130,140,0.3189961442277324,0.8691244556892308
classification,2,ablation_stl,stl_ablation_r02_d07_w0023_23_23_23_23_23_23_23,"[23, 23, 23, 23, 23, 23, 23]",5067,0.31750246206435134,117,127,0.32967343556189715,0.8662673620075386
classification,3,ablation_stl,stl_ablation_r03_d07_w0023_23_23_23_23_23_23_23,"[23, 23, 23, 23, 23, 23, 23]",5067,0.30952957393480834,174,184,0.311481984157644,0.87607786440853
classification,4,ablation_stl,stl_ablation_r04_d07_w0023_23_23_23_23_23_23_23,"[23, 23, 23, 23, 23, 23, 23]",5067,0.31798874535693317,131,141,0.3223766131449566,0.8689695530197414
classification,5,ablation_stl,stl_ablation_r05_d07_w0023_23_23_23_23_23_23_23,"[23, 23, 23, 23, 23, 23, 23]",5067,0.3388328896233864,117,127,0.33902891005403385,0.8640987246346878
classification,1,ablation_stl,stl_ablation_r01_d07_w0025_25_25_25_25_25_25_25,"[25, 25, 25, 25, 25, 25, 25]",5807,0.3058332118814089,112,122,0.30284642548918594,0.8805184076005577
classification,2,ablation_stl,stl_ablation_r02_d07_w0025_25_25_25_25_25_25_25,"[25, 25, 25, 25, 25, 25, 25]",5807,0.3205094179365036,126,136,0.32235641909469204,0.8704669454914717
classification,3,ablation_stl,stl_ablation_r03_d07_w0025_25_25_25_25_25_25_25,"[25, 25, 25, 25, 25, 25, 25]",5807,0.3114953513663598,94,104,0.3101413149576881,0.8735822102889795
classification,4,ablation_stl,stl_ablation_r04_d07_w0025_25_25_25_25_25_25_25,"[25, 25, 25, 25, 25, 25, 25]",5807,0.3259246116665168,88,98,0.3212106535684873,0.8698989690366775
classification,5,ablation_stl,stl_ablation_r05_d07_w0025_25_25_25_25_25_25_25,"[25, 25, 25, 25, 25, 25, 25]",5807,0.3221218135847848,116,126,0.32049988830730336,0.8727388513106487
classification,1,ablation_stl,stl_ablation_r01_d07_w0028_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28]",7007,0.29238282786142217,132,142,0.28946048470190255,0.8846663568613277
classification,2,ablation_stl,stl_ablation_r02_d07_w0028_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28]",7007,0.29043188948122123,122,132,0.2951579989987855,0.8812929209480044
classification,3,ablation_stl,stl_ablation_r03_d07_w0028_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28]",7007,0.29051494582384946,121,131,0.2932447152643228,0.8844942427841174
classification,4,ablation_stl,stl_ablation_r04_d07_w0028_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28]",7007,0.28471226738087313,130,140,0.2833959322841879,0.8869382626805047
classification,5,ablation_stl,stl_ablation_r05_d07_w0028_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28]",7007,0.2717333916324081,140,150,0.2808049704002203,0.8878504672897196
classification,1,ablation_stl,stl_ablation_r01_d07_w0030_30_30_30_30_30_30_30,"[30, 30, 30, 30, 30, 30, 30]",7867,0.30629595713449964,69,79,0.3086391629902882,0.8766974750864873
classification,2,ablation_stl,stl_ablation_r02_d07_w0030_30_30_30_30_30_30_30,"[30, 30, 30, 30, 30, 30, 30]",7867,0.2750838286707285,122,132,0.2789270801081805,0.8891929570919606
classification,3,ablation_stl,stl_ablation_r03_d07_w0030_30_30_30_30_30_30_30,"[30, 30, 30, 30, 30, 30, 30]",7867,0.27269906277082145,112,122,0.2749613674226061,0.889399493984613
classification,4,ablation_stl,stl_ablation_r04_d07_w0030_30_30_30_30_30_30_30,"[30, 30, 30, 30, 30, 30, 30]",7867,0.3036681629346879,74,84,0.3027851570063114,0.878831689643896
classification,5,ablation_stl,stl_ablation_r05_d07_w0030_30_30_30_30_30_30_30,"[30, 30, 30, 30, 30, 30, 30]",7867,0.2811068194808838,93,103,0.28195044756852805,0.8876955646202302
classification,1,ablation_stl,stl_ablation_r01_d07_w0032_32_32_32_32_32_32_32,"[32, 32, 32, 32, 32, 32, 32]",8775,0.28268315803994204,87,97,0.2837559286903731,0.8874029706889727
classification,2,ablation_stl,stl_ablation_r02_d07_w0032_32_32_32_32_32_32_32,"[32, 32, 32, 32, 32, 32, 32]",8775,0.2873949605823271,100,110,0.2963951654286354,0.8793824546909692
