[2026-05-16 17:43:52] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 17:44:51] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=23 train_loss=0.636535 val_loss=0.642625 best=0.642625 es=0/5
[2026-05-16 17:44:53] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=24 train_loss=0.636218 val_loss=0.642388 best=0.642388 es=0/5
[2026-05-16 17:44:56] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=25 train_loss=0.636040 val_loss=0.642243 best=0.642243 es=0/5
[2026-05-16 17:44:58] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=26 train_loss=0.635823 val_loss=0.642003 best=0.642003 es=0/5
[2026-05-16 17:45:01] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=27 train_loss=0.635627 val_loss=0.641920 best=0.642003 es=1/5
[2026-05-16 17:45:03] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=28 train_loss=0.635529 val_loss=0.641719 best=0.641719 es=0/5
[2026-05-16 17:45:06] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=29 train_loss=0.635334 val_loss=0.641578 best=0.641578 es=0/5
[2026-05-16 17:45:08] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=30 train_loss=0.635214 val_loss=0.641556 best=0.641578 es=1/5
[2026-05-16 17:45:10] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=31 train_loss=0.635097 val_loss=0.641497 best=0.641578 es=2/5
[2026-05-16 17:45:13] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=32 train_loss=0.635080 val_loss=0.641472 best=0.641472 es=0/5
[2026-05-16 17:45:15] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=33 train_loss=0.635091 val_loss=0.641355 best=0.641355 es=0/5
[2026-05-16 17:45:18] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=34 train_loss=0.634836 val_loss=0.641244 best=0.641244 es=0/5
[2026-05-16 17:45:20] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=35 train_loss=0.634785 val_loss=0.641227 best=0.641244 es=1/5
[2026-05-16 17:45:23] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=36 train_loss=0.634753 val_loss=0.641238 best=0.641244 es=2/5
[2026-05-16 17:45:25] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=37 train_loss=0.634801 val_loss=0.641167 best=0.641244 es=3/5
[2026-05-16 17:45:28] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=38 train_loss=0.634689 val_loss=0.641143 best=0.641143 es=0/5
[2026-05-16 17:45:30] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=39 train_loss=0.634611 val_loss=0.641058 best=0.641143 es=1/5
[2026-05-16 17:45:32] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=40 train_loss=0.634551 val_loss=0.641030 best=0.641030 es=0/5
[2026-05-16 17:45:35] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=41 train_loss=0.634530 val_loss=0.641006 best=0.641030 es=1/5
[2026-05-16 17:45:37] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=42 train_loss=0.634596 val_loss=0.640985 best=0.641030 es=2/5
[2026-05-16 17:45:40] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=43 train_loss=0.634581 val_loss=0.640914 best=0.640914 es=0/5
[2026-05-16 17:45:42] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=44 train_loss=0.634478 val_loss=0.640871 best=0.640914 es=1/5
[2026-05-16 17:45:44] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=45 train_loss=0.634404 val_loss=0.640804 best=0.640804 es=0/5
[2026-05-16 17:45:47] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=46 train_loss=0.634297 val_loss=0.640742 best=0.640804 es=1/5
[2026-05-16 17:45:49] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=47 train_loss=0.634263 val_loss=0.640829 best=0.640804 es=2/5
[2026-05-16 17:45:52] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=48 train_loss=0.634308 val_loss=0.640724 best=0.640804 es=3/5
[2026-05-16 17:45:54] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=49 train_loss=0.634277 val_loss=0.640766 best=0.640804 es=4/5
[2026-05-16 17:45:56] [autoencoding][ae_width_to_depth][cand_010_d2_w12] epoch=50 train_loss=0.634237 val_loss=0.640732 best=0.640804 es=5/5
