[2026-05-20 11:39:41] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 11:39:41] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_010_d1_w11/training_log.txt
[2026-05-20 11:39:41] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_010_d1_w11/training_stats.csv
[2026-05-20 11:39:41] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=10 search_phase=width architecture=[11]
[2026-05-20 11:39:43] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=1 architecture=[11] train_loss=0.681650 val_loss=0.681742 best=0.675811 es=0/5
[2026-05-20 11:39:45] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=2 architecture=[11] train_loss=0.674022 val_loss=0.678190 best=0.675811 es=0/5
[2026-05-20 11:39:47] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=3 architecture=[11] train_loss=0.669866 val_loss=0.675458 best=0.675458 es=0/5
[2026-05-20 11:39:49] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=4 architecture=[11] train_loss=0.667573 val_loss=0.673639 best=0.673639 es=0/5
[2026-05-20 11:39:52] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=5 architecture=[11] train_loss=0.666009 val_loss=0.672236 best=0.672236 es=0/5
[2026-05-20 11:39:54] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=6 architecture=[11] train_loss=0.664706 val_loss=0.670974 best=0.670974 es=0/5
[2026-05-20 11:39:56] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=7 architecture=[11] train_loss=0.663474 val_loss=0.669724 best=0.669724 es=0/5
[2026-05-20 11:39:58] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=8 architecture=[11] train_loss=0.662224 val_loss=0.668428 best=0.668428 es=0/5
[2026-05-20 11:40:01] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=9 architecture=[11] train_loss=0.660969 val_loss=0.667154 best=0.667154 es=0/5
[2026-05-20 11:40:03] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=10 architecture=[11] train_loss=0.659701 val_loss=0.665891 best=0.665891 es=0/5
[2026-05-20 11:40:05] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=11 architecture=[11] train_loss=0.658498 val_loss=0.664696 best=0.664696 es=0/5
[2026-05-20 11:40:07] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=12 architecture=[11] train_loss=0.657339 val_loss=0.663556 best=0.663556 es=0/5
[2026-05-20 11:40:09] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=13 architecture=[11] train_loss=0.656260 val_loss=0.662480 best=0.662480 es=0/5
[2026-05-20 11:40:11] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=14 architecture=[11] train_loss=0.655289 val_loss=0.661535 best=0.661535 es=0/5
[2026-05-20 11:40:14] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=15 architecture=[11] train_loss=0.654387 val_loss=0.660679 best=0.660679 es=0/5
[2026-05-20 11:40:16] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=16 architecture=[11] train_loss=0.653594 val_loss=0.659917 best=0.659917 es=0/5
[2026-05-20 11:40:18] [autoencoding][ae_width_to_depth][cand_010_d1_w11] epoch=17 architecture=[11] train_loss=0.652880 val_loss=0.659232 best=0.659232 es=0/5
