[2026-05-16 15:31:31] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 15:31:31] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_418_d2_w421/training_log.txt
[2026-05-16 15:31:31] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_418_d2_w421/training_stats.csv
[2026-05-16 15:31:34] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=1 train_loss=0.010458 val_loss=0.003037 best=0.003037 es=0/5
[2026-05-16 15:31:36] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=2 train_loss=0.007711 val_loss=0.002731 best=0.002731 es=0/5
[2026-05-16 15:31:39] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=3 train_loss=0.007170 val_loss=0.003271 best=0.002731 es=1/5
[2026-05-16 15:31:42] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=4 train_loss=0.006332 val_loss=0.002138 best=0.002138 es=0/5
[2026-05-16 15:31:45] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=5 train_loss=0.004611 val_loss=0.002739 best=0.002138 es=1/5
[2026-05-16 15:31:47] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=6 train_loss=0.004688 val_loss=0.001713 best=0.001713 es=0/5
[2026-05-16 15:31:50] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=7 train_loss=0.003761 val_loss=0.001772 best=0.001713 es=1/5
[2026-05-16 15:31:53] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=8 train_loss=0.003819 val_loss=0.001605 best=0.001605 es=0/5
[2026-05-16 15:31:56] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=9 train_loss=0.003737 val_loss=0.001524 best=0.001605 es=1/5
[2026-05-16 15:31:59] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=10 train_loss=0.003130 val_loss=0.001765 best=0.001605 es=2/5
[2026-05-16 15:32:01] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=11 train_loss=0.002604 val_loss=0.001418 best=0.001418 es=0/5
[2026-05-16 15:32:04] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=12 train_loss=0.002972 val_loss=0.001082 best=0.001082 es=0/5
[2026-05-16 15:32:07] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=13 train_loss=0.002654 val_loss=0.001201 best=0.001082 es=1/5
[2026-05-16 15:32:10] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=14 train_loss=0.002452 val_loss=0.001079 best=0.001082 es=2/5
[2026-05-16 15:32:12] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=15 train_loss=0.003994 val_loss=0.000912 best=0.000912 es=0/5
[2026-05-16 15:32:15] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=16 train_loss=0.002397 val_loss=0.001282 best=0.000912 es=1/5
[2026-05-16 15:32:18] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=17 train_loss=0.001817 val_loss=0.001151 best=0.000912 es=2/5
[2026-05-16 15:32:21] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=18 train_loss=0.001853 val_loss=0.000917 best=0.000912 es=3/5
[2026-05-16 15:32:24] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=19 train_loss=0.003063 val_loss=0.001258 best=0.000912 es=4/5
[2026-05-16 15:32:27] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=20 train_loss=0.001974 val_loss=0.000795 best=0.000795 es=0/5
[2026-05-16 15:32:30] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=21 train_loss=0.001646 val_loss=0.000953 best=0.000795 es=1/5
[2026-05-16 15:32:33] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=22 train_loss=0.001398 val_loss=0.000730 best=0.000795 es=2/5
[2026-05-16 15:32:36] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=23 train_loss=0.001268 val_loss=0.000643 best=0.000643 es=0/5
[2026-05-16 15:32:39] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=24 train_loss=0.001200 val_loss=0.000688 best=0.000643 es=1/5
[2026-05-16 15:32:41] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=25 train_loss=0.001171 val_loss=0.000672 best=0.000643 es=2/5
[2026-05-16 15:32:44] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=26 train_loss=0.003862 val_loss=0.001442 best=0.000643 es=3/5
[2026-05-16 15:32:47] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=27 train_loss=0.001957 val_loss=0.000953 best=0.000643 es=4/5
[2026-05-16 15:32:50] [representation][ae_width_to_depth][cand_418_d2_w421] epoch=28 train_loss=0.001401 val_loss=0.000662 best=0.000643 es=5/5
